PA_ID,electorate,votes,non_votes,con_votes,lab_votes,libdem_votes,green_votes,ukip_votes,plaid_votes,other_votes
540,67062,47229,19833,23890,9770,10598,490,2481,0,0
541,69637,47234,22403,20153,14989,7733,394,2103,0,1862
543,69517,50542,18975,26052,4809,14706,527,1846,0,2602
544,74532,46837,27695,8578,20037,16778,861,0,0,583
545,70991,44910,26081,12886,21821,7601,916,1508,0,178
546,78286,57973,20313,23679,22380,8955,1542,1301,0,116
547,75786,53420,22366,27125,8636,13339,1452,2361,0,507
548,76572,54893,21679,25475,8812,16347,1103,3156,0,0
549,72498,51416,21082,24550,7368,15861,0,3637,0,0
550,74374,48089,26285,24312,7089,11262,0,3085,0,2341
551,74485,42463,32022,12770,19495,7191,0,1094,0,1913
552,76855,54640,22215,31007,4925,14133,0,3770,0,805
553,78107,54347,23760,31326,5552,14037,0,3432,0,0
554,76501,57259,19242,33605,3419,17287,690,1486,0,772
555,77199,55855,21344,28329,3689,20927,645,1423,0,842
556,66658,48508,18150,20548,3376,22156,246,950,0,1232
557,74489,50589,23900,27303,10298,9117,535,1587,0,1749
558,59823,32676,27147,4823,16819,5981,318,839,2181,1715
559,61334,35593,25741,7407,12335,11831,404,716,1437,1463
560,78384,50295,28089,22408,15348,8668,487,1842,0,1542
561,72619,47119,25500,19687,16143,8305,619,2029,0,336
562,71962,46390,25572,21238,15148,7516,0,2253,0,235
563,66746,45231,21515,24687,7803,10200,0,0,0,2541
564,82507,58150,24357,24538,2967,28531,0,2114,0,0
565,65061,41310,23751,14996,15974,6399,0,2428,0,1513
566,76655,53961,22694,25472,6253,19162,525,2230,0,319
567,68602,43343,25259,22826,9298,8400,0,2819,0,0
568,70045,45933,24112,22043,14426,6935,0,2529,0,0
569,76416,38142,38274,20167,5169,8886,0,2502,0,1418
570,64092,48226,15866,17916,3385,25032,0,1709,0,184
571,77758,45821,31937,16869,16777,4901,0,3390,0,3884
572,76808,54894,21914,27614,4907,18294,802,3277,0,0
573,71790,51314,20476,29723,6476,11545,764,1911,0,895
574,73840,50655,23185,19514,22038,7509,609,624,0,361
575,76244,49210,27034,19048,3231,23126,468,2628,0,709
576,61183,37640,23543,7541,16847,6264,438,862,2005,3683
577,67962,47843,20119,21940,3538,17013,1181,2890,0,1281
578,68834,40687,28147,6064,24128,7197,980,466,0,1852
579,70598,48768,21830,20349,4697,19914,858,1911,0,1039
580,73855,50320,23535,28302,5448,12726,914,2054,0,876
581,80569,59721,20848,20343,4583,32483,674,868,0,770
582,75680,52668,23012,18121,23860,7845,538,900,0,1404
583,77690,46405,31285,8514,23505,10621,0,1306,0,2459
587,71160,45076,26084,21758,10542,8995,477,1234,0,2070
588,55781,35534,20247,12508,15017,4472,0,515,2068,954
589,70211,48667,21544,20341,16034,7403,457,1529,2667,236
590,74811,43191,31620,9301,21498,10847,708,0,0,837
591,70812,44444,26368,15841,17454,7256,873,0,0,3020
592,65915,41654,24261,13071,21578,5693,0,1205,0,107
593,64034,36187,27847,12395,13385,4754,0,1737,0,3916
594,64387,40882,23505,14456,16211,5880,0,3449,0,886
595,64625,40994,23631,5734,21252,11774,767,823,0,644
596,61782,38273,23509,6714,17548,10517,601,974,0,1919
597,80456,56341,24115,29284,7855,15737,1044,2421,0,0
598,62751,38270,24481,9484,20240,5929,0,2617,0,0
599,70473,44211,26262,13364,20135,9196,0,0,0,1516
600,79182,54874,24308,19641,18088,15094,427,1624,0,0
601,67800,49032,18768,20876,17363,8977,693,926,0,197
602,70138,47265,22873,18993,18939,5481,0,1335,0,2517
603,68910,37334,31576,8157,19615,6382,0,1267,0,1913
604,80798,55208,25590,19291,14750,17866,885,1199,0,1217
605,78532,51141,27391,20571,19802,6811,1167,2684,0,106
606,76537,54969,21568,31090,5266,13911,1383,3319,0,0
607,67269,43990,23279,16953,15962,8196,338,1018,0,1523
608,76846,51661,25185,24918,13131,8848,480,1636,0,2648
609,79432,55864,23568,23760,4198,24560,631,1711,0,1004
610,72058,48972,23086,27894,10471,8010,796,1643,0,158
611,72586,42106,30480,7396,21316,6787,0,3418,0,3189
612,62668,37950,24718,10961,17657,4993,0,984,0,3355
613,64859,36171,28688,10612,16263,4336,0,1566,0,3394
614,85313,46951,38362,6888,29422,5392,645,766,0,3838
615,66739,39598,27141,15251,17377,5513,478,315,0,664
616,66988,51487,15501,18632,1158,30896,0,801,0,0
617,78487,52716,25771,23356,5772,20665,0,1406,0,1517
618,75407,44140,31267,10917,21404,6797,0,2516,0,2506
619,66315,48699,17616,25114,3239,17631,599,1908,0,208
620,71647,49018,22629,25321,5613,14954,0,2684,0,446
621,65723,47395,18328,23257,10550,11849,590,914,0,235
622,73805,55955,17850,27155,3051,24107,0,1139,0,503
623,69511,49588,19923,30172,4910,11118,628,1612,0,1148
624,56099,39906,16193,15745,16276,6611,0,1274,0,0
625,55050,39372,15678,16726,14290,6630,0,899,0,827
626,66969,46835,20134,24448,8656,9252,1419,3060,0,0
627,78766,57769,20997,33973,7511,11233,2385,2001,0,666
628,73837,52786,21051,26551,4246,19744,0,1997,0,248
629,76386,54528,21858,28754,5516,15262,567,1664,0,2765
630,58931,34894,24037,11964,14448,4711,0,1138,0,2633
631,59884,34707,25177,9912,16505,5277,0,2675,0,338
632,58845,40160,18685,16344,15653,6430,0,1487,0,246
633,72835,48974,23861,19358,16376,9525,735,1360,0,1620
634,72145,50931,21214,27770,7613,11906,593,3049,0,0
635,72807,54093,18714,27213,3661,20459,641,2119,0,0
636,59607,39259,20348,13290,17865,5318,0,876,0,1910
637,72473,41701,30772,13555,17892,6883,0,2037,0,1334
638,74001,48397,25604,23458,8087,12353,1126,2984,0,389
639,75945,49123,26822,25416,5800,13687,996,2924,0,300
640,65544,45968,19576,21922,12472,8019,0,2050,0,1505
641,50872,32976,17896,8375,12161,8503,0,774,2029,1134
642,74175,48151,26024,23423,8326,13863,0,2123,0,416
643,70201,51308,18893,26877,10932,11033,0,2466,0,0
644,76713,50899,25814,18793,7298,6040,0,1498,0,17270
645,79923,40751,39172,10412,17987,9107,0,1405,0,1840
646,82314,57160,25154,18807,2991,31843,0,2357,0,1162
647,50075,34444,15631,7744,11490,2592,0,1201,9029,2388
648,76439,46483,29956,12122,18573,11694,1669,1100,0,1325
649,75939,53300,22639,22912,9108,19224,0,1100,0,956
650,80105,51254,28851,24328,10401,10842,762,2142,0,2779
