population_size,sex,age,ethnicity,region,constituency_id
51,0,4,2,7,564
71,0,5,2,7,564
88,0,6,2,7,564
73,0,7,2,7,564
55,0,8,2,7,564
35,0,9,2,7,564
35,0,10,2,7,564
16,0,11,2,7,564
7,0,12,2,7,564
8,0,13,2,7,564
6,0,14,2,7,564
4,0,15,2,7,564
1,0,16,2,7,564
183,1,0,2,7,564
39,1,1,2,7,564
30,1,2,2,7,564
33,1,3,2,7,564
57,1,4,2,7,564
91,1,5,2,7,564
117,1,6,2,7,564
85,1,7,2,7,564
53,1,8,2,7,564
43,1,9,2,7,564
38,1,10,2,7,564
17,1,11,2,7,564
12,1,12,2,7,564
10,1,13,2,7,564
6,1,14,2,7,564
4,1,15,2,7,564
1,1,16,2,7,564
27,0,0,3,7,564
17,0,1,3,7,564
4,0,2,3,7,564
6,0,3,3,7,564
6,0,4,3,7,564
16,0,5,3,7,564
15,0,6,3,7,564
18,0,7,3,7,564
13,0,8,3,7,564
10,0,9,3,7,564
2,0,10,3,7,564
1,0,11,3,7,564
1,0,12,3,7,564
1,0,13,3,7,564
1,0,14,3,7,564
0,0,15,3,7,564
0,0,16,3,7,564
30,1,0,3,7,564
7,1,1,3,7,564
7,1,2,3,7,564
5,1,3,3,7,564
9,1,4,3,7,564
7,1,5,3,7,564
17,1,6,3,7,564
18,1,7,3,7,564
18,1,8,3,7,564
13,1,9,3,7,564
8,1,10,3,7,564
3,1,11,3,7,564
1,1,12,3,7,564
2,1,13,3,7,564
1,1,14,3,7,564
2,1,15,3,7,564
0,1,16,3,7,564
15,0,0,4,7,564
3,0,1,4,7,564
3,0,2,4,7,564
10,0,3,4,7,564
11,0,4,4,7,564
18,0,5,4,7,564
12,0,6,4,7,564
7,0,7,4,7,564
2,0,8,4,7,564
5,0,9,4,7,564
8,0,10,4,7,564
8,0,11,4,7,564
1,0,12,4,7,564
1,0,13,4,7,564
0,0,14,4,7,564
0,0,15,4,7,564
0,0,16,4,7,564
14,1,0,4,7,564
0,1,1,4,7,564
4,1,2,4,7,564
1,1,3,4,7,564
9,1,4,4,7,564
4,1,5,4,7,564
4,1,6,4,7,564
6,1,7,4,7,564
5,1,8,4,7,564
7,1,9,4,7,564
4,1,10,4,7,564
1,1,11,4,7,564
1,1,12,4,7,564
2,1,13,4,7,564
0,1,14,4,7,564
1,1,15,4,7,564
0,1,16,4,7,564
8451,0,0,0,9,565
1136,0,1,0,9,565
1061,0,2,0,9,565
2646,0,3,0,9,565
2961,0,4,0,9,565
2649,0,5,0,9,565
2901,0,6,0,9,565
3151,0,7,0,9,565
3084,0,8,0,9,565
2496,0,9,0,9,565
2397,0,10,0,9,565
2389,0,11,0,9,565
1918,0,12,0,9,565
1387,0,13,0,9,565
951,0,14,0,9,565
575,0,15,0,9,565
338,0,16,0,9,565
8364,1,0,0,9,565
1177,1,1,0,9,565
982,1,2,0,9,565
2688,1,3,0,9,565
2910,1,4,0,9,565
2632,1,5,0,9,565
2631,1,6,0,9,565
3110,1,7,0,9,565
3090,1,8,0,9,565
2611,1,9,0,9,565
2528,1,10,0,9,565
2545,1,11,0,9,565
1946,1,12,0,9,565
1528,1,13,0,9,565
1150,1,14,0,9,565
775,1,15,0,9,565
781,1,16,0,9,565
466,0,0,1,9,565
39,0,1,1,9,565
28,0,2,1,9,565
66,0,3,1,9,565
55,0,4,1,9,565
36,0,5,1,9,565
31,0,6,1,9,565
29,0,7,1,9,565
23,0,8,1,9,565
15,0,9,1,9,565
9,0,10,1,9,565
9,0,11,1,9,565
5,0,12,1,9,565
3,0,13,1,9,565
1,0,14,1,9,565
1,0,15,1,9,565
2,0,16,1,9,565
474,1,0,1,9,565
43,1,1,1,9,565
23,1,2,1,9,565
74,1,3,1,9,565
55,1,4,1,9,565
41,1,5,1,9,565
27,1,6,1,9,565
28,1,7,1,9,565
25,1,8,1,9,565
15,1,9,1,9,565
6,1,10,1,9,565
12,1,11,1,9,565
0,1,12,1,9,565
5,1,13,1,9,565
5,1,14,1,9,565
4,1,15,1,9,565
1,1,16,1,9,565
347,0,0,2,9,565
50,0,1,2,9,565
33,0,2,2,9,565
95,0,3,2,9,565
141,0,4,2,9,565
154,0,5,2,9,565
150,0,6,2,9,565
120,0,7,2,9,565
110,0,8,2,9,565
88,0,9,2,9,565
79,0,10,2,9,565
55,0,11,2,9,565
24,0,12,2,9,565
27,0,13,2,9,565
14,0,14,2,9,565
10,0,15,2,9,565
4,0,16,2,9,565
328,1,0,2,9,565
31,1,1,2,9,565
40,1,2,2,9,565
91,1,3,2,9,565
139,1,4,2,9,565
144,1,5,2,9,565
135,1,6,2,9,565
132,1,7,2,9,565
106,1,8,2,9,565
105,1,9,2,9,565
70,1,10,2,9,565
57,1,11,2,9,565
26,1,12,2,9,565
25,1,13,2,9,565
15,1,14,2,9,565
12,1,15,2,9,565
9,1,16,2,9,565
98,0,0,3,9,565
7,0,1,3,9,565
15,0,2,3,9,565
40,0,3,3,9,565
33,0,4,3,9,565
62,0,5,3,9,565
56,0,6,3,9,565
54,0,7,3,9,565
66,0,8,3,9,565
39,0,9,3,9,565
16,0,10,3,9,565
10,0,11,3,9,565
9,0,12,3,9,565
4,0,13,3,9,565
3,0,14,3,9,565
1,0,15,3,9,565
1,0,16,3,9,565
108,1,0,3,9,565
15,1,1,3,9,565
10,1,2,3,9,565
20,1,3,3,9,565
42,1,4,3,9,565
49,1,5,3,9,565
34,1,6,3,9,565
44,1,7,3,9,565
42,1,8,3,9,565
23,1,9,3,9,565
22,1,10,3,9,565
9,1,11,3,9,565
5,1,12,3,9,565
5,1,13,3,9,565
6,1,14,3,9,565
2,1,15,3,9,565
1,1,16,3,9,565
33,0,0,4,9,565
0,0,1,4,9,565
4,0,2,4,9,565
12,0,3,4,9,565
9,0,4,4,9,565
23,0,5,4,9,565
7,0,6,4,9,565
11,0,7,4,9,565
7,0,8,4,9,565
7,0,9,4,9,565
10,0,10,4,9,565
3,0,11,4,9,565
2,0,12,4,9,565
5,0,13,4,9,565
1,0,14,4,9,565
0,0,15,4,9,565
1,0,16,4,9,565
28,1,0,4,9,565
5,1,1,4,9,565
5,1,2,4,9,565
9,1,3,4,9,565
14,1,4,4,9,565
12,1,5,4,9,565
16,1,6,4,9,565
7,1,7,4,9,565
6,1,8,4,9,565
7,1,9,4,9,565
8,1,10,4,9,565
4,1,11,4,9,565
3,1,12,4,9,565
2,1,13,4,9,565
2,1,14,4,9,565
2,1,15,4,9,565
0,1,16,4,9,565
8235,0,0,0,7,566
1146,0,1,0,7,566
1052,0,2,0,7,566
2385,0,3,0,7,566
2297,0,4,0,7,566
2482,0,5,0,7,566
2866,0,6,0,7,566
3462,0,7,0,7,566
3608,0,8,0,7,566
3190,0,9,0,7,566
2853,0,10,0,7,566
3169,0,11,0,7,566
2591,0,12,0,7,566
2181,0,13,0,7,566
1585,0,14,0,7,566
1154,0,15,0,7,566
869,0,16,0,7,566
7683,1,0,0,7,566
1042,1,1,0,7,566
887,1,2,0,7,566
2296,1,3,0,7,566
2359,1,4,0,7,566
2562,1,5,0,7,566
2902,1,6,0,7,566
3504,1,7,0,7,566
3751,1,8,0,7,566
3278,1,9,0,7,566
3040,1,10,0,7,566
3326,1,11,0,7,566
2878,1,12,0,7,566
2279,1,13,0,7,566
1942,1,14,0,7,566
1564,1,15,0,7,566
1755,1,16,0,7,566
240,0,0,1,7,566
15,0,1,1,7,566
5,0,2,1,7,566
25,0,3,1,7,566
27,0,4,1,7,566
27,0,5,1,7,566
24,0,6,1,7,566
27,0,7,1,7,566
20,0,8,1,7,566
17,0,9,1,7,566
7,0,10,1,7,566
6,0,11,1,7,566
4,0,12,1,7,566
4,0,13,1,7,566
4,0,14,1,7,566
9,0,15,1,7,566
2,0,16,1,7,566
252,1,0,1,7,566
23,1,1,1,7,566
21,1,2,1,7,566
42,1,3,1,7,566
25,1,4,1,7,566
24,1,5,1,7,566
31,1,6,1,7,566
20,1,7,1,7,566
17,1,8,1,7,566
24,1,9,1,7,566
7,1,10,1,7,566
5,1,11,1,7,566
7,1,12,1,7,566
3,1,13,1,7,566
8,1,14,1,7,566
1,1,15,1,7,566
2,1,16,1,7,566
162,0,0,2,7,566
16,0,1,2,7,566
9,0,2,2,7,566
33,0,3,2,7,566
51,0,4,2,7,566
59,0,5,2,7,566
53,0,6,2,7,566
47,0,7,2,7,566
52,0,8,2,7,566
48,0,9,2,7,566
31,0,10,2,7,566
14,0,11,2,7,566
13,0,12,2,7,566
14,0,13,2,7,566
10,0,14,2,7,566
5,0,15,2,7,566
2,0,16,2,7,566
152,1,0,2,7,566
16,1,1,2,7,566
17,1,2,2,7,566
30,1,3,2,7,566
60,1,4,2,7,566
76,1,5,2,7,566
99,1,6,2,7,566
79,1,7,2,7,566
59,1,8,2,7,566
48,1,9,2,7,566
31,1,10,2,7,566
23,1,11,2,7,566
12,1,12,2,7,566
17,1,13,2,7,566
9,1,14,2,7,566
6,1,15,2,7,566
6,1,16,2,7,566
35,0,0,3,7,566
1,0,1,3,7,566
3,0,2,3,7,566
8,0,3,3,7,566
22,0,4,3,7,566
23,0,5,3,7,566
17,0,6,3,7,566
12,0,7,3,7,566
21,0,8,3,7,566
9,0,9,3,7,566
7,0,10,3,7,566
4,0,11,3,7,566
2,0,12,3,7,566
2,0,13,3,7,566
2,0,14,3,7,566
4,0,15,3,7,566
0,0,16,3,7,566
39,1,0,3,7,566
3,1,1,3,7,566
3,1,2,3,7,566
11,1,3,3,7,566
25,1,4,3,7,566
15,1,5,3,7,566
19,1,6,3,7,566
14,1,7,3,7,566
16,1,8,3,7,566
12,1,9,3,7,566
6,1,10,3,7,566
4,1,11,3,7,566
0,1,12,3,7,566
7,1,13,3,7,566
3,1,14,3,7,566
1,1,15,3,7,566
0,1,16,3,7,566
16,0,0,4,7,566
3,0,1,4,7,566
2,0,2,4,7,566
5,0,3,4,7,566
7,0,4,4,7,566
15,0,5,4,7,566
11,0,6,4,7,566
5,0,7,4,7,566
7,0,8,4,7,566
4,0,9,4,7,566
5,0,10,4,7,566
4,0,11,4,7,566
2,0,12,4,7,566
1,0,13,4,7,566
1,0,14,4,7,566
1,0,15,4,7,566
0,0,16,4,7,566
17,1,0,4,7,566
3,1,1,4,7,566
0,1,2,4,7,566
1,1,3,4,7,566
6,1,4,4,7,566
10,1,5,4,7,566
15,1,6,4,7,566
7,1,7,4,7,566
7,1,8,4,7,566
6,1,9,4,7,566
3,1,10,4,7,566
2,1,11,4,7,566
1,1,12,4,7,566
0,1,13,4,7,566
1,1,14,4,7,566
1,1,15,4,7,566
0,1,16,4,7,566
8148,0,0,0,7,164
1183,0,1,0,7,164
1083,0,2,0,7,164
2197,0,3,0,7,164
1916,0,4,0,7,164
1934,0,5,0,7,164
2740,0,6,0,7,164
3457,0,7,0,7,164
3629,0,8,0,7,164
3418,0,9,0,7,164
3323,0,10,0,7,164
3696,0,11,0,7,164
3057,0,12,0,7,164
2374,0,13,0,7,164
1848,0,14,0,7,164
1356,0,15,0,7,164
1120,0,16,0,7,164
7724,1,0,0,7,164
1101,1,1,0,7,164
1021,1,2,0,7,164
2077,1,3,0,7,164
1818,1,4,0,7,164
1988,1,5,0,7,164
2854,1,6,0,7,164
3671,1,7,0,7,164
3926,1,8,0,7,164
3750,1,9,0,7,164
3446,1,10,0,7,164
3865,1,11,0,7,164
3229,1,12,0,7,164
2532,1,13,0,7,164
2282,1,14,0,7,164
1921,1,15,0,7,164
2229,1,16,0,7,164
201,0,0,1,7,164
13,0,1,1,7,164
16,0,2,1,7,164
18,0,3,1,7,164
19,0,4,1,7,164
30,0,5,1,7,164
31,0,6,1,7,164
20,0,7,1,7,164
25,0,8,1,7,164
13,0,9,1,7,164
11,0,10,1,7,164
4,0,11,1,7,164
3,0,12,1,7,164
0,0,13,1,7,164
3,0,14,1,7,164
1,0,15,1,7,164
0,0,16,1,7,164
181,1,0,1,7,164
15,1,1,1,7,164
9,1,2,1,7,164
22,1,3,1,7,164
26,1,4,1,7,164
20,1,5,1,7,164
20,1,6,1,7,164
26,1,7,1,7,164
23,1,8,1,7,164
14,1,9,1,7,164
13,1,10,1,7,164
11,1,11,1,7,164
4,1,12,1,7,164
3,1,13,1,7,164
4,1,14,1,7,164
2,1,15,1,7,164
2,1,16,1,7,164
78,0,0,2,7,164
25,0,1,2,7,164
10,0,2,2,7,164
33,0,3,2,7,164
25,0,4,2,7,164
29,0,5,2,7,164
47,0,6,2,7,164
39,0,7,2,7,164
28,0,8,2,7,164
31,0,9,2,7,164
18,0,10,2,7,164
6,0,11,2,7,164
3,0,12,2,7,164
4,0,13,2,7,164
6,0,14,2,7,164
2,0,15,2,7,164
2,0,16,2,7,164
86,1,0,2,7,164
18,1,1,2,7,164
13,1,2,2,7,164
40,1,3,2,7,164
23,1,4,2,7,164
43,1,5,2,7,164
72,1,6,2,7,164
63,1,7,2,7,164
47,1,8,2,7,164
38,1,9,2,7,164
29,1,10,2,7,164
13,1,11,2,7,164
8,1,12,2,7,164
11,1,13,2,7,164
4,1,14,2,7,164
2,1,15,2,7,164
1,1,16,2,7,164
24,0,0,3,7,164
4,0,1,3,7,164
2,0,2,3,7,164
12,0,3,3,7,164
14,0,4,3,7,164
18,0,5,3,7,164
15,0,6,3,7,164
11,0,7,3,7,164
6,0,8,3,7,164
3,0,9,3,7,164
3,0,10,3,7,164
2,0,11,3,7,164
0,0,12,3,7,164
0,0,13,3,7,164
1,0,14,3,7,164
1,0,15,3,7,164
0,0,16,3,7,164
21,1,0,3,7,164
2,1,1,3,7,164
4,1,2,3,7,164
5,1,3,3,7,164
15,1,4,3,7,164
16,1,5,3,7,164
18,1,6,3,7,164
13,1,7,3,7,164
10,1,8,3,7,164
8,1,9,3,7,164
6,1,10,3,7,164
1,1,11,3,7,164
1,1,12,3,7,164
3,1,13,3,7,164
1,1,14,3,7,164
2,1,15,3,7,164
0,1,16,3,7,164
8,0,0,4,7,164
1,0,1,4,7,164
0,0,2,4,7,164
2,0,3,4,7,164
4,0,4,4,7,164
4,0,5,4,7,164
7,0,6,4,7,164
2,0,7,4,7,164
3,0,8,4,7,164
7,0,9,4,7,164
3,0,10,4,7,164
2,0,11,4,7,164
4,0,12,4,7,164
1,0,13,4,7,164
4,0,14,4,7,164
0,0,15,4,7,164
0,0,16,4,7,164
12,1,0,4,7,164
1,1,1,4,7,164
1,1,2,4,7,164
0,1,3,4,7,164
6,1,4,4,7,164
10,1,5,4,7,164
2,1,6,4,7,164
4,1,7,4,7,164
5,1,8,4,7,164
3,1,9,4,7,164
0,1,10,4,7,164
3,1,11,4,7,164
2,1,12,4,7,164
2,1,13,4,7,164
0,1,14,4,7,164
2,1,15,4,7,164
0,1,16,4,7,164
8714,0,0,0,9,640
1215,0,1,0,9,640
1438,0,2,0,9,640
3488,0,3,0,9,640
2814,0,4,0,9,640
2604,0,5,0,9,640
3053,0,6,0,9,640
3824,0,7,0,9,640
3866,0,8,0,9,640
3096,0,9,0,9,640
2863,0,10,0,9,640
3038,0,11,0,9,640
2623,0,12,0,9,640
1996,0,13,0,9,640
1409,0,14,0,9,640
965,0,15,0,9,640
621,0,16,0,9,640
8584,1,0,0,9,640
1248,1,1,0,9,640
1283,1,2,0,9,640
2743,1,3,0,9,640
2585,1,4,0,9,640
2634,1,5,0,9,640
3050,1,6,0,9,640
3664,1,7,0,9,640
3776,1,8,0,9,640
3221,1,9,0,9,640
2955,1,10,0,9,640
3271,1,11,0,9,640
2702,1,12,0,9,640
2120,1,13,0,9,640
1655,1,14,0,9,640
1330,1,15,0,9,640
1419,1,16,0,9,640
425,0,0,1,9,640
40,0,1,1,9,640
46,0,2,1,9,640
65,0,3,1,9,640
60,0,4,1,9,640
46,0,5,1,9,640
33,0,6,1,9,640
25,0,7,1,9,640
26,0,8,1,9,640
19,0,9,1,9,640
8,0,10,1,9,640
8,0,11,1,9,640
7,0,12,1,9,640
7,0,13,1,9,640
6,0,14,1,9,640
2,0,15,1,9,640
4,0,16,1,9,640
427,1,0,1,9,640
50,1,1,1,9,640
25,1,2,1,9,640
60,1,3,1,9,640
48,1,4,1,9,640
43,1,5,1,9,640
37,1,6,1,9,640
30,1,7,1,9,640
25,1,8,1,9,640
8,1,9,1,9,640
9,1,10,1,9,640
3,1,11,1,9,640
7,1,12,1,9,640
6,1,13,1,9,640
4,1,14,1,9,640
2,1,15,1,9,640
3,1,16,1,9,640
658,0,0,2,9,640
83,0,1,2,9,640
61,0,2,2,9,640
150,0,3,2,9,640
204,0,4,2,9,640
223,0,5,2,9,640
201,0,6,2,9,640
167,0,7,2,9,640
110,0,8,2,9,640
89,0,9,2,9,640
95,0,10,2,9,640
48,0,11,2,9,640
24,0,12,2,9,640
28,0,13,2,9,640
20,0,14,2,9,640
10,0,15,2,9,640
7,0,16,2,9,640
615,1,0,2,9,640
75,1,1,2,9,640
48,1,2,2,9,640
206,1,3,2,9,640
192,1,4,2,9,640
218,1,5,2,9,640
208,1,6,2,9,640
160,1,7,2,9,640
119,1,8,2,9,640
94,1,9,2,9,640
93,1,10,2,9,640
51,1,11,2,9,640
22,1,12,2,9,640
16,1,13,2,9,640
28,1,14,2,9,640
21,1,15,2,9,640
5,1,16,2,9,640
98,0,0,3,9,640
9,0,1,3,9,640
8,0,2,3,9,640
21,0,3,3,9,640
51,0,4,3,9,640
49,0,5,3,9,640
44,0,6,3,9,640
47,0,7,3,9,640
54,0,8,3,9,640
40,0,9,3,9,640
26,0,10,3,9,640
13,0,11,3,9,640
8,0,12,3,9,640
8,0,13,3,9,640
9,0,14,3,9,640
1,0,15,3,9,640
4,0,16,3,9,640
93,1,0,3,9,640
14,1,1,3,9,640
7,1,2,3,9,640
24,1,3,3,9,640
35,1,4,3,9,640
40,1,5,3,9,640
35,1,6,3,9,640
45,1,7,3,9,640
33,1,8,3,9,640
25,1,9,3,9,640
11,1,10,3,9,640
10,1,11,3,9,640
9,1,12,3,9,640
9,1,13,3,9,640
8,1,14,3,9,640
9,1,15,3,9,640
3,1,16,3,9,640
32,0,0,4,9,640
0,0,1,4,9,640
3,0,2,4,9,640
70,0,3,4,9,640
25,0,4,4,9,640
24,0,5,4,9,640
8,0,6,4,9,640
12,0,7,4,9,640
3,0,8,4,9,640
6,0,9,4,9,640
9,0,10,4,9,640
5,0,11,4,9,640
4,0,12,4,9,640
4,0,13,4,9,640
1,0,14,4,9,640
0,0,15,4,9,640
1,0,16,4,9,640
21,1,0,4,9,640
1,1,1,4,9,640
1,1,2,4,9,640
5,1,3,4,9,640
11,1,4,4,9,640
17,1,5,4,9,640
6,1,6,4,9,640
6,1,7,4,9,640
5,1,8,4,9,640
4,1,9,4,9,640
6,1,10,4,9,640
6,1,11,4,9,640
2,1,12,4,9,640
2,1,13,4,9,640
0,1,14,4,9,640
1,1,15,4,9,640
0,1,16,4,9,640
7849,0,0,0,10,569
1290,0,1,0,10,569
1089,0,2,0,10,569
2211,0,3,0,10,569
2001,0,4,0,10,569
1925,0,5,0,10,569
2251,0,6,0,10,569
3149,0,7,0,10,569
3681,0,8,0,10,569
3411,0,9,0,10,569
3239,0,10,0,10,569
3798,0,11,0,10,569
3174,0,12,0,10,569
2503,0,13,0,10,569
1957,0,14,0,10,569
1385,0,15,0,10,569
980,0,16,0,10,569
7456,1,0,0,10,569
1144,1,1,0,10,569
889,1,2,0,10,569
1971,1,3,0,10,569
1869,1,4,0,10,569
1935,1,5,0,10,569
2577,1,6,0,10,569
3365,1,7,0,10,569
3800,1,8,0,10,569
3401,1,9,0,10,569
3439,1,10,0,10,569
3852,1,11,0,10,569
3383,1,12,0,10,569
2865,1,13,0,10,569
2282,1,14,0,10,569
1873,1,15,0,10,569
1787,1,16,0,10,569
150,0,0,1,10,569
13,0,1,1,10,569
11,0,2,1,10,569
26,0,3,1,10,569
17,0,4,1,10,569
16,0,5,1,10,569
15,0,6,1,10,569
12,0,7,1,10,569
11,0,8,1,10,569
9,0,9,1,10,569
4,0,10,1,10,569
8,0,11,1,10,569
5,0,12,1,10,569
2,0,13,1,10,569
0,0,14,1,10,569
0,0,15,1,10,569
1,0,16,1,10,569
119,1,0,1,10,569
10,1,1,1,10,569
7,1,2,1,10,569
14,1,3,1,10,569
16,1,4,1,10,569
9,1,5,1,10,569
16,1,6,1,10,569
16,1,7,1,10,569
14,1,8,1,10,569
7,1,9,1,10,569
4,1,10,1,10,569
12,1,11,1,10,569
4,1,12,1,10,569
5,1,13,1,10,569
3,1,14,1,10,569
2,1,15,1,10,569
0,1,16,1,10,569
61,0,0,2,10,569
11,0,1,2,10,569
9,0,2,2,10,569
10,0,3,2,10,569
17,0,4,2,10,569
26,0,5,2,10,569
31,0,6,2,10,569
21,0,7,2,10,569
18,0,8,2,10,569
8,0,9,2,10,569
7,0,10,2,10,569
4,0,11,2,10,569
4,0,12,2,10,569
5,0,13,2,10,569
1,0,14,2,10,569
4,0,15,2,10,569
0,0,16,2,10,569
56,1,0,2,10,569
8,1,1,2,10,569
4,1,2,2,10,569
6,1,3,2,10,569
25,1,4,2,10,569
32,1,5,2,10,569
28,1,6,2,10,569
36,1,7,2,10,569
26,1,8,2,10,569
15,1,9,2,10,569
10,1,10,2,10,569
12,1,11,2,10,569
10,1,12,2,10,569
2,1,13,2,10,569
0,1,14,2,10,569
2,1,15,2,10,569
0,1,16,2,10,569
20,0,0,3,10,569
2,0,1,3,10,569
1,0,2,3,10,569
5,0,3,3,10,569
23,0,4,3,10,569
15,0,5,3,10,569
10,0,6,3,10,569
3,0,7,3,10,569
3,0,8,3,10,569
4,0,9,3,10,569
1,0,10,3,10,569
0,0,11,3,10,569
0,0,12,3,10,569
1,0,13,3,10,569
1,0,14,3,10,569
1,0,15,3,10,569
0,0,16,3,10,569
9,1,0,3,10,569
4,1,1,3,10,569
0,1,2,3,10,569
3,1,3,3,10,569
10,1,4,3,10,569
10,1,5,3,10,569
11,1,6,3,10,569
7,1,7,3,10,569
0,1,8,3,10,569
8,1,9,3,10,569
1,1,10,3,10,569
1,1,11,3,10,569
1,1,12,3,10,569
2,1,13,3,10,569
0,1,14,3,10,569
0,1,15,3,10,569
0,1,16,3,10,569
15,0,0,4,10,569
0,0,1,4,10,569
2,0,2,4,10,569
2,0,3,4,10,569
11,0,4,4,10,569
10,0,5,4,10,569
4,0,6,4,10,569
7,0,7,4,10,569
2,0,8,4,10,569
3,0,9,4,10,569
3,0,10,4,10,569
1,0,11,4,10,569
0,0,12,4,10,569
1,0,13,4,10,569
0,0,14,4,10,569
0,0,15,4,10,569
0,0,16,4,10,569
5,1,0,4,10,569
1,1,1,4,10,569
1,1,2,4,10,569
3,1,3,4,10,569
6,1,4,4,10,569
5,1,5,4,10,569
3,1,6,4,10,569
2,1,7,4,10,569
1,1,8,4,10,569
2,1,9,4,10,569
0,1,10,4,10,569
2,1,11,4,10,569
0,1,12,4,10,569
0,1,13,4,10,569
0,1,14,4,10,569
0,1,15,4,10,569
0,1,16,4,10,569
8138,0,0,0,7,570
1285,0,1,0,7,570
1053,0,2,0,7,570
2209,0,3,0,7,570
2042,0,4,0,7,570
2082,0,5,0,7,570
2480,0,6,0,7,570
3289,0,7,0,7,570
3688,0,8,0,7,570
3059,0,9,0,7,570
2700,0,10,0,7,570
2960,0,11,0,7,570
2541,0,12,0,7,570
1978,0,13,0,7,570
1418,0,14,0,7,570
893,0,15,0,7,570
627,0,16,0,7,570
7583,1,0,0,7,570
1182,1,1,0,7,570
984,1,2,0,7,570
2048,1,3,0,7,570
1883,1,4,0,7,570
2148,1,5,0,7,570
2565,1,6,0,7,570
3449,1,7,0,7,570
3741,1,8,0,7,570
2931,1,9,0,7,570
2725,1,10,0,7,570
3158,1,11,0,7,570
2696,1,12,0,7,570
2042,1,13,0,7,570
1606,1,14,0,7,570
1127,1,15,0,7,570
1305,1,16,0,7,570
211,0,0,1,7,570
35,0,1,1,7,570
17,0,2,1,7,570
25,0,3,1,7,570
38,0,4,1,7,570
16,0,5,1,7,570
15,0,6,1,7,570
17,0,7,1,7,570
24,0,8,1,7,570
10,0,9,1,7,570
10,0,10,1,7,570
3,0,11,1,7,570
7,0,12,1,7,570
4,0,13,1,7,570
1,0,14,1,7,570
1,0,15,1,7,570
2,0,16,1,7,570
191,1,0,1,7,570
22,1,1,1,7,570
15,1,2,1,7,570
34,1,3,1,7,570
25,1,4,1,7,570
21,1,5,1,7,570
13,1,6,1,7,570
22,1,7,1,7,570
20,1,8,1,7,570
14,1,9,1,7,570
11,1,10,1,7,570
5,1,11,1,7,570
4,1,12,1,7,570
3,1,13,1,7,570
5,1,14,1,7,570
0,1,15,1,7,570
0,1,16,1,7,570
81,0,0,2,7,570
15,0,1,2,7,570
11,0,2,2,7,570
35,0,3,2,7,570
49,0,4,2,7,570
51,0,5,2,7,570
44,0,6,2,7,570
37,0,7,2,7,570
34,0,8,2,7,570
31,0,9,2,7,570
18,0,10,2,7,570
14,0,11,2,7,570
11,0,12,2,7,570
5,0,13,2,7,570
6,0,14,2,7,570
2,0,15,2,7,570
0,0,16,2,7,570
70,1,0,2,7,570
10,1,1,2,7,570
9,1,2,2,7,570
33,1,3,2,7,570
27,1,4,2,7,570
46,1,5,2,7,570
65,1,6,2,7,570
50,1,7,2,7,570
32,1,8,2,7,570
41,1,9,2,7,570
32,1,10,2,7,570
21,1,11,2,7,570
12,1,12,2,7,570
7,1,13,2,7,570
3,1,14,2,7,570
5,1,15,2,7,570
2,1,16,2,7,570
13,0,0,3,7,570
24,0,1,3,7,570
3,0,2,3,7,570
6,0,3,3,7,570
14,0,4,3,7,570
25,0,5,3,7,570
23,0,6,3,7,570
18,0,7,3,7,570
34,0,8,3,7,570
12,0,9,3,7,570
7,0,10,3,7,570
3,0,11,3,7,570
3,0,12,3,7,570
2,0,13,3,7,570
5,0,14,3,7,570
2,0,15,3,7,570
0,0,16,3,7,570
18,1,0,3,7,570
2,1,1,3,7,570
3,1,2,3,7,570
11,1,3,3,7,570
14,1,4,3,7,570
11,1,5,3,7,570
7,1,6,3,7,570
8,1,7,3,7,570
17,1,8,3,7,570
4,1,9,3,7,570
5,1,10,3,7,570
2,1,11,3,7,570
7,1,12,3,7,570
5,1,13,3,7,570
0,1,14,3,7,570
2,1,15,3,7,570
1,1,16,3,7,570
12,0,0,4,7,570
4,0,1,4,7,570
0,0,2,4,7,570
2,0,3,4,7,570
3,0,4,4,7,570
26,0,5,4,7,570
15,0,6,4,7,570
6,0,7,4,7,570
9,0,8,4,7,570
2,0,9,4,7,570
5,0,10,4,7,570
2,0,11,4,7,570
3,0,12,4,7,570
1,0,13,4,7,570
0,0,14,4,7,570
0,0,15,4,7,570
0,0,16,4,7,570
9,1,0,4,7,570
3,1,1,4,7,570
0,1,2,4,7,570
1,1,3,4,7,570
3,1,4,4,7,570
1,1,5,4,7,570
12,1,6,4,7,570
4,1,7,4,7,570
1,1,8,4,7,570
4,1,9,4,7,570
6,1,10,4,7,570
4,1,11,4,7,570
1,1,12,4,7,570
2,1,13,4,7,570
1,1,14,4,7,570
0,1,15,4,7,570
0,1,16,4,7,570
9858,0,0,0,2,571
1258,0,1,0,2,571
1158,0,2,0,2,571
3065,0,3,0,2,571
3643,0,4,0,2,571
3627,0,5,0,2,571
3617,0,6,0,2,571
3722,0,7,0,2,571
3706,0,8,0,2,571
3019,0,9,0,2,571
2719,0,10,0,2,571
2696,0,11,0,2,571
1739,0,12,0,2,571
1297,0,13,0,2,571
1046,0,14,0,2,571
762,0,15,0,2,571
598,0,16,0,2,571
9409,1,0,0,2,571
1214,1,1,0,2,571
1062,1,2,0,2,571
3356,1,3,0,2,571
3736,1,4,0,2,571
3547,1,5,0,2,571
3622,1,6,0,2,571
3662,1,7,0,2,571
3474,1,8,0,2,571
2879,1,9,0,2,571
2565,1,10,0,2,571
