PA_ID,log.earn,nonwhite,relig.christian,relig.refused,relig.none,relig.other,age,private,owns,female,married,education,socgrd,log.density
386,6.4548840489999995,2.5316170590000002,64.82651441,7.120736061000001,26.64279199,1.409957544,44,0.46180774799999996,0.81683809,0.506154487,0.5541857720000001,1.9960459069999998,1.655607115,0.717996695
387,6.065411792000001,37.37921177,48.72474428,6.998645087000001,28.04594792,16.23066272,27,0.36701832799999995,0.28488732699999997,0.485832974,0.219704962,2.2707086309999998,1.4220507480000002,3.8540344319999997
388,6.097175002,47.57459667,39.37840609,7.247432507999999,21.57682692,31.79733448,28,0.342782859,0.42279401299999997,0.493623986,0.32028417,2.187270701,1.281064567,4.1645653419999995
389,6.325254619,23.42660162,45.36951175,7.2249324679999996,32.64524453,14.76031125,30,0.389864881,0.480859446,0.505835988,0.289833681,2.741371729,1.868468204,3.939727055
390,6.010040932999999,2.818141788,61.64589436,6.735205712999999,30.12654835,1.4923515790000002,41,0.40421074799999995,0.685854262,0.5088545560000001,0.476324782,1.6667984480000002,1.186949657,2.611585723
391,6.355760377999999,2.613979057,64.0441561,7.119726695,27.31046148,1.52565572,45,0.436634617,0.788213026,0.512201907,0.566226827,2.286087726,1.791770574,0.803745018
392,6.323103695,8.128355137,66.32949183,6.428882687000001,23.73513078,3.506494711,41,0.43173602200000005,0.724131497,0.512956971,0.498550524,1.993879902,1.549084294,2.002789668
393,6.042157661,2.131082159,54.36054241,7.172294602999999,37.40627493,1.060888062,40,0.345126224,0.660502513,0.510090402,0.446056121,1.546681086,1.0518050620000001,1.535859223
394,5.995705541,15.60539072,59.39700634,6.1684333879999995,23.04586374,11.38869653,34,0.324114703,0.556955147,0.5052682039999999,0.37974853399999997,1.683308442,1.002618602,3.4494045539999996
395,6.112132307,2.470213087,70.79482042,6.346282292000001,21.42934092,1.4295563740000001,43,0.347909323,0.7041911340000001,0.515943809,0.49418412799999994,1.914245664,1.271184063,1.536140155
397,6.218998447000001,20.04220102,52.91055682,6.546905532,30.97998325,9.562554393,35,0.50417505,0.631464272,0.501699535,0.47574718299999996,2.22729457,1.606173214,1.67217564
398,6.342473469,19.93024885,52.67392519,6.663360179,31.65253537,9.010179259,35,0.49569239600000004,0.654079284,0.508561442,0.484533651,2.115019944,1.566969616,2.766880163
399,6.245719093,46.26420647,55.82392689,6.667118434,17.11262561,20.39632907,34,0.451146372,0.551827278,0.505692269,0.430319909,2.15794763,1.4620016480000002,4.13988067
400,6.464899782000001,4.441615018,64.88062042,7.958288174,24.79454505,2.366546358,44,0.45797629700000003,0.7638917159999999,0.511738028,0.556421491,2.47802969,1.949685069,0.944797019
401,6.27174429,2.112667646,62.62883212,7.854728721,28.17168858,1.344750576,46,0.377799275,0.753440507,0.510276713,0.537287573,2.252638364,1.6576154140000001,-0.001684988
402,6.001414877999999,1.144577369,61.90282068,8.849307766,27.95434234,1.293529218,45,0.443288719,0.7015256409999999,0.502814406,0.5113384320000001,1.970159125,1.3406141870000001,-1.229774805
404,6.2349987879999995,2.048287581,70.35685367,7.00021669,21.38270816,1.26022148,44,0.37365815700000005,0.7363048179999999,0.51899456,0.485580399,1.9757672730000002,1.31897712,1.004579029
405,6.286742696,4.632460386,63.22427534,6.5279346689999995,27.66314655,2.584643446,40,0.473807374,0.764753225,0.511477517,0.499599385,1.949061875,1.5428867659999999,2.643672504
408,6.134482053999999,1.532322643,58.45220483,7.439026045,33.017549100000004,1.0912200220000001,43,0.332087217,0.729772665,0.508693115,0.48814268299999997,1.798934183,1.2623294390000002,1.021431211
409,6.281144622,2.62707643,63.462413100000006,7.581270439,27.53557274,1.420743725,45,0.432082574,0.7547298490000001,0.5116951470000001,0.543890251,2.103586475,1.5659427369999999,0.7982547179999999
410,6.319868608999999,2.23025346,67.06928527,7.994911789,23.71249227,1.223310666,50,0.37859037100000004,0.75071144,0.528139712,0.543715885,2.126025912,1.641775433,0.845220317
411,6.2482362789999994,3.076705378,66.75460141,7.215702922,24.42059088,1.6091047840000001,44,0.42074385700000005,0.750874591,0.501642459,0.523368509,2.110081814,1.5714432180000002,0.34373666399999997
412,6.312460499,4.379901573,63.68161055,7.190369426,26.78270739,2.345312631,40,0.51554513,0.691204753,0.50278628,0.530098266,2.298236616,1.804689855,0.58842064
413,6.152519906,6.224071055,64.32064759,6.7311259770000005,25.87216819,3.0760582380000003,40,0.38400108299999997,0.692134805,0.506402833,0.446697347,1.954188999,1.3791900719999999,2.3948073919999997
414,6.18538524,25.78100819,51.16177302,6.16588219,25.33380295,17.33854183,32,0.329399843,0.458331031,0.49252345399999997,0.364067896,2.019696623,1.292865381,3.646663663
415,6.183117431,11.33603239,53.47686449,6.736130726,34.22464928,5.562355501,28,0.32530525899999996,0.412027904,0.49070499700000003,0.2643616,2.347284273,1.52965795,3.8796417689999996
416,6.1719093439999995,6.2192639860000005,65.00357555,5.966224765,25.18730403,3.842895649,41,0.372847915,0.66248083,0.515968975,0.470553258,2.010443607,1.473170905,2.550487919
417,6.156767099,8.344887793,56.0789298,7.592564062999999,30.97493966,5.353566477,38,0.409015429,0.682012445,0.508242182,0.46618408100000003,1.807330605,1.2446180629999999,1.5407280369999998
418,6.191544158999999,9.933138956,58.59884545,7.303193171,28.68584677,5.412114612000001,40,0.379476855,0.677971309,0.511106427,0.465184472,2.010184888,1.4464245519999999,2.0780865040000003
420,6.20617262,1.760814012,62.37995776,8.233468302,28.22203293,1.16454101,46,0.384652886,0.748477752,0.515770312,0.502465456,2.039335245,1.4718694019999998,1.4097578169999998
421,6.139453425,2.168469551,63.84415064,7.600160256000001,27.32471955,1.230969551,44,0.40129382799999996,0.733327823,0.505779247,0.536402622,1.86242097,1.443344414,0.272378813
422,6.020537795,1.338531514,65.80542265,7.714572627000001,25.26197649,1.2180282359999999,52,0.35307639399999996,0.7078703540000001,0.515553193,0.536545079,1.862870601,1.3699973140000001,0.109542771
423,6.045715962,3.0654724360000003,66.22198394,7.41558387,24.88541272,1.477019469,45,0.393877191,0.6822357370000001,0.515274799,0.511925751,1.7490729790000001,1.251613621,0.100291701
424,6.276643489,2.397319565,62.55843085,7.530068335,28.56313587,1.348364955,45,0.42127528,0.76726753,0.512175002,0.557894737,2.089108783,1.611365397,0.214361423
425,6.126432407999999,2.7886369560000004,64.67823048,7.390997982999999,26.62573963,1.305031902,43,0.41957672,0.676760335,0.50598944,0.537119342,1.7161062530000002,1.30568135,-0.23670513
426,6.080619457999999,2.476794627,68.23079435,6.405149494,24.22314474,1.140911423,40,0.431378611,0.666418984,0.510229022,0.470118062,1.547653924,1.112611043,2.518265542
427,6.146115102,14.82852237,57.25241322,6.616623353,29.73129757,6.399665862000001,37,0.432759664,0.6658172379999999,0.513957212,0.427195941,1.9105198019999998,1.349898016,3.652293186
428,6.213006817,17.59012979,55.08732575,6.846125087000001,29.321155800000003,8.745393366,35,0.47315624,0.586785181,0.503583827,0.41100927200000004,1.949112701,1.342380792,3.346760787
429,6.300235184,5.544297267999999,63.4310348,6.936128664,26.82614543,2.806691107,41,0.512197108,0.798150158,0.506383449,0.568593465,2.310049599,1.81382283,0.575891991
430,6.105462651,4.568870776,54.49331441,7.457184723999999,35.74732118,2.3021796869999998,40,0.43985284799999996,0.657013627,0.506456635,0.457721351,1.82155387,1.346330935,3.18378411
431,6.1719093439999995,9.987586635,45.221888899999996,8.327299059,41.60546188,4.84535016,34,0.37212107899999997,0.460798393,0.5107065270000001,0.336660086,2.259048206,1.516453355,3.4619889639999997
432,6.063552624,35.17149705,40.82596524,7.892086766,33.57334193,17.70860607,30,0.361972932,0.42579777,0.485468571,0.28257683100000003,2.144355671,1.32841059,3.971884559
433,5.95997388,20.30881672,47.98908848,7.888208347999999,39.09619641,5.026506768,35,0.365943001,0.499439915,0.522095836,0.36858630299999995,1.4631408890000002,0.9829570059999999,3.7285380580000003
434,6.066340082000001,29.59453645,43.99403111,7.029011379,32.62292531,16.35403221,27,0.315277244,0.477670331,0.484981645,0.30426431,2.279460014,1.470394244,3.5128249960000004
435,6.142467421,8.080275783,63.69365215,6.063500427999999,24.31218848,5.930658938,39,0.44049471700000004,0.7266383259999999,0.508212019,0.494443989,1.799985648,1.294858853,2.395269844
437,6.044531267999999,1.545398592,52.49404587,7.301506596,39.262490299999996,0.941957237,40,0.37427442200000005,0.7377383009999999,0.507680163,0.485207296,1.6352241269999999,1.1587896009999998,1.303771801
438,6.516193076,11.02381394,63.70114196,7.29273048,23.74431343,5.261814131,41,0.432640679,0.819308667,0.52014669,0.499836213,1.9666229,1.683959921,3.558359508
439,6.17752909,18.62087972,61.49053651,5.765691283,17.7685259,14.97524631,38,0.39919532799999996,0.692391704,0.511963465,0.470619395,1.857845549,1.29353345,2.275275471
440,6.012736682000001,29.93197942,54.75461916,5.37148203,14.01925626,25.85464255,35,0.387480534,0.670559028,0.5071139,0.465178321,1.6300583530000001,1.118405983,3.504592625
442,6.47002521,10.03532452,63.72859932,7.572765131000001,24.75425192,3.9443836269999997,43,0.423427083,0.80448544,0.519157629,0.539217883,2.143045678,1.78223898,2.42095879
