population_size,sex,age,ethnicity,pa_id
16,female,Age 55 to 59,black,145
9,female,Age 60 to 64,black,145
6,female,Age 65 to 69,black,145
1,female,Age 70 to 74,black,145
1,female,Age 75 to 79,black,145
0,female,Age 80 to 84,black,145
0,female,Age 85 and over,black,145
21,male,Age 15 and below,other,145
3,male,Age 16 to 17,other,145
5,male,Age 18 to 19,other,145
18,male,Age 20 to 24,other,145
11,male,Age 25 to 29,other,145
10,male,Age 30 to 34,other,145
27,male,Age 35 to 39,other,145
6,male,Age 40 to 44,other,145
16,male,Age 45 to 49,other,145
8,male,Age 50 to 54,other,145
7,male,Age 55 to 59,other,145
5,male,Age 60 to 64,other,145
2,male,Age 65 to 69,other,145
4,male,Age 70 to 74,other,145
2,male,Age 75 to 79,other,145
0,male,Age 80 to 84,other,145
1,male,Age 85 and over,other,145
15,female,Age 15 and below,other,145
1,female,Age 16 to 17,other,145
2,female,Age 18 to 19,other,145
8,female,Age 20 to 24,other,145
7,female,Age 25 to 29,other,145
15,female,Age 30 to 34,other,145
12,female,Age 35 to 39,other,145
11,female,Age 40 to 44,other,145
5,female,Age 45 to 49,other,145
4,female,Age 50 to 54,other,145
6,female,Age 55 to 59,other,145
5,female,Age 60 to 64,other,145
0,female,Age 65 to 69,other,145
0,female,Age 70 to 74,other,145
1,female,Age 75 to 79,other,145
1,female,Age 80 to 84,other,145
1,female,Age 85 and over,other,145
5164,male,Age 15 and below,white,146
754,male,Age 16 to 17,white,146
727,male,Age 18 to 19,white,146
1875,male,Age 20 to 24,white,146
1952,male,Age 25 to 29,white,146
2071,male,Age 30 to 34,white,146
1979,male,Age 35 to 39,white,146
2458,male,Age 40 to 44,white,146
2527,male,Age 45 to 49,white,146
2261,male,Age 50 to 54,white,146
1970,male,Age 55 to 59,white,146
2093,male,Age 60 to 64,white,146
1568,male,Age 65 to 69,white,146
1240,male,Age 70 to 74,white,146
1026,male,Age 75 to 79,white,146
833,male,Age 80 to 84,white,146
682,male,Age 85 and over,white,146
4820,female,Age 15 and below,white,146
716,female,Age 16 to 17,white,146
749,female,Age 18 to 19,white,146
1827,female,Age 20 to 24,white,146
2049,female,Age 25 to 29,white,146
2039,female,Age 30 to 34,white,146
2128,female,Age 35 to 39,white,146
2570,female,Age 40 to 44,white,146
2690,female,Age 45 to 49,white,146
2294,female,Age 50 to 54,white,146
1989,female,Age 55 to 59,white,146
2201,female,Age 60 to 64,white,146
1739,female,Age 65 to 69,white,146
1505,female,Age 70 to 74,white,146
1346,female,Age 75 to 79,white,146
1242,female,Age 80 to 84,white,146
1517,female,Age 85 and over,white,146
1149,male,Age 15 and below,mixed,146
104,male,Age 16 to 17,mixed,146
81,male,Age 18 to 19,mixed,146
188,male,Age 20 to 24,mixed,146
129,male,Age 25 to 29,mixed,146
104,male,Age 30 to 34,mixed,146
89,male,Age 35 to 39,mixed,146
87,male,Age 40 to 44,mixed,146
59,male,Age 45 to 49,mixed,146
54,male,Age 50 to 54,mixed,146
20,male,Age 55 to 59,mixed,146
16,male,Age 60 to 64,mixed,146
9,male,Age 65 to 69,mixed,146
7,male,Age 70 to 74,mixed,146
6,male,Age 75 to 79,mixed,146
12,male,Age 80 to 84,mixed,146
5,male,Age 85 and over,mixed,146
1037,female,Age 15 and below,mixed,146
102,female,Age 16 to 17,mixed,146
86,female,Age 18 to 19,mixed,146
167,female,Age 20 to 24,mixed,146
125,female,Age 25 to 29,mixed,146
117,female,Age 30 to 34,mixed,146
115,female,Age 35 to 39,mixed,146
98,female,Age 40 to 44,mixed,146
93,female,Age 45 to 49,mixed,146
54,female,Age 50 to 54,mixed,146
37,female,Age 55 to 59,mixed,146
20,female,Age 60 to 64,mixed,146
14,female,Age 65 to 69,mixed,146
18,female,Age 70 to 74,mixed,146
16,female,Age 75 to 79,mixed,146
3,female,Age 80 to 84,mixed,146
2,female,Age 85 and over,mixed,146
1180,male,Age 15 and below,asian,146
143,male,Age 16 to 17,asian,146
109,male,Age 18 to 19,asian,146
325,male,Age 20 to 24,asian,146
355,male,Age 25 to 29,asian,146
468,male,Age 30 to 34,asian,146
413,male,Age 35 to 39,asian,146
374,male,Age 40 to 44,asian,146
259,male,Age 45 to 49,asian,146
213,male,Age 50 to 54,asian,146
191,male,Age 55 to 59,asian,146
150,male,Age 60 to 64,asian,146
97,male,Age 65 to 69,asian,146
86,male,Age 70 to 74,asian,146
54,male,Age 75 to 79,asian,146
28,male,Age 80 to 84,asian,146
22,male,Age 85 and over,asian,146
1107,female,Age 15 and below,asian,146
124,female,Age 16 to 17,asian,146
108,female,Age 18 to 19,asian,146
304,female,Age 20 to 24,asian,146
455,female,Age 25 to 29,asian,146
530,female,Age 30 to 34,asian,146
502,female,Age 35 to 39,asian,146
373,female,Age 40 to 44,asian,146
295,female,Age 45 to 49,asian,146
262,female,Age 50 to 54,asian,146
209,female,Age 55 to 59,asian,146
149,female,Age 60 to 64,asian,146
95,female,Age 65 to 69,asian,146
64,female,Age 70 to 74,asian,146
55,female,Age 75 to 79,asian,146
48,female,Age 80 to 84,asian,146
20,female,Age 85 and over,asian,146
1198,male,Age 15 and below,black,146
172,male,Age 16 to 17,black,146
121,male,Age 18 to 19,black,146
286,male,Age 20 to 24,black,146
232,male,Age 25 to 29,black,146
203,male,Age 30 to 34,black,146
227,male,Age 35 to 39,black,146
342,male,Age 40 to 44,black,146
375,male,Age 45 to 49,black,146
248,male,Age 50 to 54,black,146
123,male,Age 55 to 59,black,146
65,male,Age 60 to 64,black,146
75,male,Age 65 to 69,black,146
52,male,Age 70 to 74,black,146
31,male,Age 75 to 79,black,146
19,male,Age 80 to 84,black,146
7,male,Age 85 and over,black,146
1085,female,Age 15 and below,black,146
138,female,Age 16 to 17,black,146
118,female,Age 18 to 19,black,146
316,female,Age 20 to 24,black,146
310,female,Age 25 to 29,black,146
275,female,Age 30 to 34,black,146
318,female,Age 35 to 39,black,146
465,female,Age 40 to 44,black,146
480,female,Age 45 to 49,black,146
352,female,Age 50 to 54,black,146
186,female,Age 55 to 59,black,146
91,female,Age 60 to 64,black,146
77,female,Age 65 to 69,black,146
74,female,Age 70 to 74,black,146
38,female,Age 75 to 79,black,146
24,female,Age 80 to 84,black,146
14,female,Age 85 and over,black,146
291,male,Age 15 and below,other,146
29,male,Age 16 to 17,other,146
37,male,Age 18 to 19,other,146
69,male,Age 20 to 24,other,146
93,male,Age 25 to 29,other,146
109,male,Age 30 to 34,other,146
89,male,Age 35 to 39,other,146
92,male,Age 40 to 44,other,146
98,male,Age 45 to 49,other,146
51,male,Age 50 to 54,other,146
46,male,Age 55 to 59,other,146
28,male,Age 60 to 64,other,146
19,male,Age 65 to 69,other,146
18,male,Age 70 to 74,other,146
15,male,Age 75 to 79,other,146
7,male,Age 80 to 84,other,146
1,male,Age 85 and over,other,146
227,female,Age 15 and below,other,146
37,female,Age 16 to 17,other,146
23,female,Age 18 to 19,other,146
82,female,Age 20 to 24,other,146
91,female,Age 25 to 29,other,146
87,female,Age 30 to 34,other,146
91,female,Age 35 to 39,other,146
78,female,Age 40 to 44,other,146
62,female,Age 45 to 49,other,146
47,female,Age 50 to 54,other,146
43,female,Age 55 to 59,other,146
23,female,Age 60 to 64,other,146
19,female,Age 65 to 69,other,146
15,female,Age 70 to 74,other,146
10,female,Age 75 to 79,other,146
7,female,Age 80 to 84,other,146
6,female,Age 85 and over,other,146
10621,male,Age 15 and below,white,147
1495,male,Age 16 to 17,white,147
1227,male,Age 18 to 19,white,147
2572,male,Age 20 to 24,white,147
2598,male,Age 25 to 29,white,147
2714,male,Age 30 to 34,white,147
3331,male,Age 35 to 39,white,147
4241,male,Age 40 to 44,white,147
4321,male,Age 45 to 49,white,147
3963,male,Age 50 to 54,white,147
3415,male,Age 55 to 59,white,147
3698,male,Age 60 to 64,white,147
2846,male,Age 65 to 69,white,147
2267,male,Age 70 to 74,white,147
1773,male,Age 75 to 79,white,147
1187,male,Age 80 to 84,white,147
882,male,Age 85 and over,white,147
10066,female,Age 15 and below,white,147
1511,female,Age 16 to 17,white,147
1139,female,Age 18 to 19,white,147
2512,female,Age 20 to 24,white,147
2551,female,Age 25 to 29,white,147
2814,female,Age 30 to 34,white,147
3708,female,Age 35 to 39,white,147
4412,female,Age 40 to 44,white,147
4436,female,Age 45 to 49,white,147
3861,female,Age 50 to 54,white,147
3551,female,Age 55 to 59,white,147
3694,female,Age 60 to 64,white,147
3020,female,Age 65 to 69,white,147
2489,female,Age 70 to 74,white,147
1988,female,Age 75 to 79,white,147
1664,female,Age 80 to 84,white,147
1891,female,Age 85 and over,white,147
398,male,Age 15 and below,mixed,147
47,male,Age 16 to 17,mixed,147
25,male,Age 18 to 19,mixed,147
56,male,Age 20 to 24,mixed,147
40,male,Age 25 to 29,mixed,147
31,male,Age 30 to 34,mixed,147
36,male,Age 35 to 39,mixed,147
40,male,Age 40 to 44,mixed,147
43,male,Age 45 to 49,mixed,147
20,male,Age 50 to 54,mixed,147
15,male,Age 55 to 59,mixed,147
9,male,Age 60 to 64,mixed,147
13,male,Age 65 to 69,mixed,147
7,male,Age 70 to 74,mixed,147
5,male,Age 75 to 79,mixed,147
6,male,Age 80 to 84,mixed,147
1,male,Age 85 and over,mixed,147
328,female,Age 15 and below,mixed,147
38,female,Age 16 to 17,mixed,147
32,female,Age 18 to 19,mixed,147
47,female,Age 20 to 24,mixed,147
53,female,Age 25 to 29,mixed,147
47,female,Age 30 to 34,mixed,147
37,female,Age 35 to 39,mixed,147
42,female,Age 40 to 44,mixed,147
32,female,Age 45 to 49,mixed,147
26,female,Age 50 to 54,mixed,147
19,female,Age 55 to 59,mixed,147
11,female,Age 60 to 64,mixed,147
7,female,Age 65 to 69,mixed,147
3,female,Age 70 to 74,mixed,147
1,female,Age 75 to 79,mixed,147
1,female,Age 80 to 84,mixed,147
4,female,Age 85 and over,mixed,147
129,male,Age 15 and below,asian,147
20,male,Age 16 to 17,asian,147
10,male,Age 18 to 19,asian,147
77,male,Age 20 to 24,asian,147
58,male,Age 25 to 29,asian,147
67,male,Age 30 to 34,asian,147
58,male,Age 35 to 39,asian,147
59,male,Age 40 to 44,asian,147
49,male,Age 45 to 49,asian,147
29,male,Age 50 to 54,asian,147
20,male,Age 55 to 59,asian,147
11,male,Age 60 to 64,asian,147
13,male,Age 65 to 69,asian,147
9,male,Age 70 to 74,asian,147
8,male,Age 75 to 79,asian,147
3,male,Age 80 to 84,asian,147
2,male,Age 85 and over,asian,147
141,female,Age 15 and below,asian,147
19,female,Age 16 to 17,asian,147
17,female,Age 18 to 19,asian,147
22,female,Age 20 to 24,asian,147
39,female,Age 25 to 29,asian,147
98,female,Age 30 to 34,asian,147
89,female,Age 35 to 39,asian,147
84,female,Age 40 to 44,asian,147
53,female,Age 45 to 49,asian,147
41,female,Age 50 to 54,asian,147
33,female,Age 55 to 59,asian,147
21,female,Age 60 to 64,asian,147
14,female,Age 65 to 69,asian,147
9,female,Age 70 to 74,asian,147
6,female,Age 75 to 79,asian,147
4,female,Age 80 to 84,asian,147
4,female,Age 85 and over,asian,147
50,male,Age 15 and below,black,147
3,male,Age 16 to 17,black,147
5,male,Age 18 to 19,black,147
14,male,Age 20 to 24,black,147
29,male,Age 25 to 29,black,147
51,male,Age 30 to 34,black,147
25,male,Age 35 to 39,black,147
30,male,Age 40 to 44,black,147
37,male,Age 45 to 49,black,147
38,male,Age 50 to 54,black,147
8,male,Age 55 to 59,black,147
8,male,Age 60 to 64,black,147
3,male,Age 65 to 69,black,147
6,male,Age 70 to 74,black,147
8,male,Age 75 to 79,black,147
6,male,Age 80 to 84,black,147
3,male,Age 85 and over,black,147
53,female,Age 15 and below,black,147
8,female,Age 16 to 17,black,147
4,female,Age 18 to 19,black,147
10,female,Age 20 to 24,black,147
32,female,Age 25 to 29,black,147
22,female,Age 30 to 34,black,147
26,female,Age 35 to 39,black,147
26,female,Age 40 to 44,black,147
33,female,Age 45 to 49,black,147
20,female,Age 50 to 54,black,147
11,female,Age 55 to 59,black,147
4,female,Age 60 to 64,black,147
7,female,Age 65 to 69,black,147
7,female,Age 70 to 74,black,147
9,female,Age 75 to 79,black,147
5,female,Age 80 to 84,black,147
2,female,Age 85 and over,black,147
12,male,Age 15 and below,other,147
4,male,Age 16 to 17,other,147
2,male,Age 18 to 19,other,147
3,male,Age 20 to 24,other,147
11,male,Age 25 to 29,other,147
13,male,Age 30 to 34,other,147
8,male,Age 35 to 39,other,147
7,male,Age 40 to 44,other,147
10,male,Age 45 to 49,other,147
4,male,Age 50 to 54,other,147
3,male,Age 55 to 59,other,147
2,male,Age 60 to 64,other,147
2,male,Age 65 to 69,other,147
0,male,Age 70 to 74,other,147
1,male,Age 75 to 79,other,147
0,male,Age 80 to 84,other,147
0,male,Age 85 and over,other,147
14,female,Age 15 and below,other,147
2,female,Age 16 to 17,other,147
4,female,Age 18 to 19,other,147
7,female,Age 20 to 24,other,147
4,female,Age 25 to 29,other,147
10,female,Age 30 to 34,other,147
13,female,Age 35 to 39,other,147
13,female,Age 40 to 44,other,147
3,female,Age 45 to 49,other,147
6,female,Age 50 to 54,other,147
4,female,Age 55 to 59,other,147
1,female,Age 60 to 64,other,147
1,female,Age 65 to 69,other,147
1,female,Age 70 to 74,other,147
1,female,Age 75 to 79,other,147
0,female,Age 80 to 84,other,147
1,female,Age 85 and over,other,147
7660,male,Age 15 and below,white,148
1094,male,Age 16 to 17,white,148
811,male,Age 18 to 19,white,148
2253,male,Age 20 to 24,white,148
2785,male,Age 25 to 29,white,148
2926,male,Age 30 to 34,white,148
2910,male,Age 35 to 39,white,148
3199,male,Age 40 to 44,white,148
3191,male,Age 45 to 49,white,148
2911,male,Age 50 to 54,white,148
2518,male,Age 55 to 59,white,148
2513,male,Age 60 to 64,white,148
1956,male,Age 65 to 69,white,148
1453,male,Age 70 to 74,white,148
1234,male,Age 75 to 79,white,148
952,male,Age 80 to 84,white,148
814,male,Age 85 and over,white,148
7104,female,Age 15 and below,white,148
982,female,Age 16 to 17,white,148
757,female,Age 18 to 19,white,148
2414,female,Age 20 to 24,white,148
2905,female,Age 25 to 29,white,148
3041,female,Age 30 to 34,white,148
3066,female,Age 35 to 39,white,148
3402,female,Age 40 to 44,white,148
3424,female,Age 45 to 49,white,148
2984,female,Age 50 to 54,white,148
2531,female,Age 55 to 59,white,148
2745,female,Age 60 to 64,white,148
2215,female,Age 65 to 69,white,148
1711,female,Age 70 to 74,white,148
1656,female,Age 75 to 79,white,148
1441,female,Age 80 to 84,white,148
1708,female,Age 85 and over,white,148
1460,male,Age 15 and below,mixed,148
139,male,Age 16 to 17,mixed,148
121,male,Age 18 to 19,mixed,148
210,male,Age 20 to 24,mixed,148
189,male,Age 25 to 29,mixed,148
168,male,Age 30 to 34,mixed,148
109,male,Age 35 to 39,mixed,148
147,male,Age 40 to 44,mixed,148
114,male,Age 45 to 49,mixed,148
82,male,Age 50 to 54,mixed,148
39,male,Age 55 to 59,mixed,148
41,male,Age 60 to 64,mixed,148
28,male,Age 65 to 69,mixed,148
14,male,Age 70 to 74,mixed,148
14,male,Age 75 to 79,mixed,148
7,male,Age 80 to 84,mixed,148
1,male,Age 85 and over,mixed,148
1350,female,Age 15 and below,mixed,148
139,female,Age 16 to 17,mixed,148
100,female,Age 18 to 19,mixed,148
218,female,Age 20 to 24,mixed,148
254,female,Age 25 to 29,mixed,148
180,female,Age 30 to 34,mixed,148
162,female,Age 35 to 39,mixed,148
194,female,Age 40 to 44,mixed,148
143,female,Age 45 to 49,mixed,148
76,female,Age 50 to 54,mixed,148
59,female,Age 55 to 59,mixed,148
31,female,Age 60 to 64,mixed,148
42,female,Age 65 to 69,mixed,148
20,female,Age 70 to 74,mixed,148
20,female,Age 75 to 79,mixed,148
12,female,Age 80 to 84,mixed,148
11,female,Age 85 and over,mixed,148
1612,male,Age 15 and below,asian,148
204,male,Age 16 to 17,asian,148
178,male,Age 18 to 19,asian,148
532,male,Age 20 to 24,asian,148
649,male,Age 25 to 29,asian,148
746,male,Age 30 to 34,asian,148
727,male,Age 35 to 39,asian,148
655,male,Age 40 to 44,asian,148
587,male,Age 45 to 49,asian,148
565,male,Age 50 to 54,asian,148
519,male,Age 55 to 59,asian,148
362,male,Age 60 to 64,asian,148
267,male,Age 65 to 69,asian,148
238,male,Age 70 to 74,asian,148
150,male,Age 75 to 79,asian,148
64,male,Age 80 to 84,asian,148
44,male,Age 85 and over,asian,148
1531,female,Age 15 and below,asian,148
203,female,Age 16 to 17,asian,148
145,female,Age 18 to 19,asian,148
460,female,Age 20 to 24,asian,148
748,female,Age 25 to 29,asian,148
846,female,Age 30 to 34,asian,148
829,female,Age 35 to 39,asian,148
825,female,Age 40 to 44,asian,148
725,female,Age 45 to 49,asian,148
651,female,Age 50 to 54,asian,148
561,female,Age 55 to 59,asian,148
437,female,Age 60 to 64,asian,148
315,female,Age 65 to 69,asian,148
241,female,Age 70 to 74,asian,148
145,female,Age 75 to 79,asian,148
79,female,Age 80 to 84,asian,148
53,female,Age 85 and over,asian,148
983,male,Age 15 and below,black,148
156,male,Age 16 to 17,black,148
73,male,Age 18 to 19,black,148
253,male,Age 20 to 24,black,148
255,male,Age 25 to 29,black,148
231,male,Age 30 to 34,black,148
215,male,Age 35 to 39,black,148
284,male,Age 40 to 44,black,148
242,male,Age 45 to 49,black,148
146,male,Age 50 to 54,black,148
75,male,Age 55 to 59,black,148
53,male,Age 60 to 64,black,148
37,male,Age 65 to 69,black,148
41,male,Age 70 to 74,black,148
38,male,Age 75 to 79,black,148
14,male,Age 80 to 84,black,148
4,male,Age 85 and over,black,148
929,female,Age 15 and below,black,148
108,female,Age 16 to 17,black,148
97,female,Age 18 to 19,black,148
264,female,Age 20 to 24,black,148
315,female,Age 25 to 29,black,148
301,female,Age 30 to 34,black,148
306,female,Age 35 to 39,black,148
358,female,Age 40 to 44,black,148
310,female,Age 45 to 49,black,148
194,female,Age 50 to 54,black,148
81,female,Age 55 to 59,black,148
73,female,Age 60 to 64,black,148
56,female,Age 65 to 69,black,148
65,female,Age 70 to 74,black,148
37,female,Age 75 to 79,black,148
17,female,Age 80 to 84,black,148
14,female,Age 85 and over,black,148
468,male,Age 15 and below,other,148
56,male,Age 16 to 17,other,148
63,male,Age 18 to 19,other,148
133,male,Age 20 to 24,other,148
155,male,Age 25 to 29,other,148
220,male,Age 30 to 34,other,148
183,male,Age 35 to 39,other,148
191,male,Age 40 to 44,other,148
187,male,Age 45 to 49,other,148
161,male,Age 50 to 54,other,148
90,male,Age 55 to 59,other,148
77,male,Age 60 to 64,other,148
47,male,Age 65 to 69,other,148
26,male,Age 70 to 74,other,148
25,male,Age 75 to 79,other,148
10,male,Age 80 to 84,other,148
8,male,Age 85 and over,other,148
409,female,Age 15 and below,other,148
59,female,Age 16 to 17,other,148
54,female,Age 18 to 19,other,148
128,female,Age 20 to 24,other,148
211,female,Age 25 to 29,other,148
185,female,Age 30 to 34,other,148
181,female,Age 35 to 39,other,148
190,female,Age 40 to 44,other,148
174,female,Age 45 to 49,other,148
106,female,Age 50 to 54,other,148
76,female,Age 55 to 59,other,148
46,female,Age 60 to 64,other,148
59,female,Age 65 to 69,other,148
38,female,Age 70 to 74,other,148
20,female,Age 75 to 79,other,148
16,female,Age 80 to 84,other,148
18,female,Age 85 and over,other,148
8365,male,Age 15 and below,white,149
1068,male,Age 16 to 17,white,149
928,male,Age 18 to 19,white,149
2543,male,Age 20 to 24,white,149
2570,male,Age 25 to 29,white,149
2559,male,Age 30 to 34,white,149
3142,male,Age 35 to 39,white,149
3415,male,Age 40 to 44,white,149
3493,male,Age 45 to 49,white,149
3100,male,Age 50 to 54,white,149
2779,male,Age 55 to 59,white,149
3182,male,Age 60 to 64,white,149
2508,male,Age 65 to 69,white,149
1786,male,Age 70 to 74,white,149
1247,male,Age 75 to 79,white,149
746,male,Age 80 to 84,white,149
547,male,Age 85 and over,white,149
8088,female,Age 15 and below,white,149
1041,female,Age 16 to 17,white,149
909,female,Age 18 to 19,white,149
2541,female,Age 20 to 24,white,149
2641,female,Age 25 to 29,white,149
2642,female,Age 30 to 34,white,149
3185,female,Age 35 to 39,white,149
3511,female,Age 40 to 44,white,149
3442,female,Age 45 to 49,white,149
3078,female,Age 50 to 54,white,149
2798,female,Age 55 to 59,white,149
3198,female,Age 60 to 64,white,149
2484,female,Age 65 to 69,white,149
1961,female,Age 70 to 74,white,149
1476,female,Age 75 to 79,white,149
1136,female,Age 80 to 84,white,149
1290,female,Age 85 and over,white,149
201,male,Age 15 and below,mixed,149
32,male,Age 16 to 17,mixed,149
18,male,Age 18 to 19,mixed,149
33,male,Age 20 to 24,mixed,149
18,male,Age 25 to 29,mixed,149
20,male,Age 30 to 34,mixed,149
30,male,Age 35 to 39,mixed,149
21,male,Age 40 to 44,mixed,149
19,male,Age 45 to 49,mixed,149
11,male,Age 50 to 54,mixed,149
14,male,Age 55 to 59,mixed,149
6,male,Age 60 to 64,mixed,149
7,male,Age 65 to 69,mixed,149
4,male,Age 70 to 74,mixed,149
2,male,Age 75 to 79,mixed,149
1,male,Age 80 to 84,mixed,149
0,male,Age 85 and over,mixed,149
203,female,Age 15 and below,mixed,149
26,female,Age 16 to 17,mixed,149
14,female,Age 18 to 19,mixed,149
32,female,Age 20 to 24,mixed,149
25,female,Age 25 to 29,mixed,149
19,female,Age 30 to 34,mixed,149
23,female,Age 35 to 39,mixed,149
31,female,Age 40 to 44,mixed,149
22,female,Age 45 to 49,mixed,149
9,female,Age 50 to 54,mixed,149
4,female,Age 55 to 59,mixed,149
5,female,Age 60 to 64,mixed,149
3,female,Age 65 to 69,mixed,149
3,female,Age 70 to 74,mixed,149
3,female,Age 75 to 79,mixed,149
1,female,Age 80 to 84,mixed,149
3,female,Age 85 and over,mixed,149
237,male,Age 15 and below,asian,149
23,male,Age 16 to 17,asian,149
27,male,Age 18 to 19,asian,149
40,male,Age 20 to 24,asian,149
54,male,Age 25 to 29,asian,149
61,male,Age 30 to 34,asian,149
91,male,Age 35 to 39,asian,149
58,male,Age 40 to 44,asian,149
37,male,Age 45 to 49,asian,149
33,male,Age 50 to 54,asian,149
32,male,Age 55 to 59,asian,149
19,male,Age 60 to 64,asian,149
16,male,Age 65 to 69,asian,149
7,male,Age 70 to 74,asian,149
2,male,Age 75 to 79,asian,149
3,male,Age 80 to 84,asian,149
1,male,Age 85 and over,asian,149
225,female,Age 15 and below,asian,149
18,female,Age 16 to 17,asian,149
13,female,Age 18 to 19,asian,149
60,female,Age 20 to 24,asian,149
54,female,Age 25 to 29,asian,149
99,female,Age 30 to 34,asian,149
100,female,Age 35 to 39,asian,149
66,female,Age 40 to 44,asian,149
47,female,Age 45 to 49,asian,149
37,female,Age 50 to 54,asian,149
33,female,Age 55 to 59,asian,149
23,female,Age 60 to 64,asian,149
10,female,Age 65 to 69,asian,149
6,female,Age 70 to 74,asian,149
5,female,Age 75 to 79,asian,149
1,female,Age 80 to 84,asian,149
2,female,Age 85 and over,asian,149
27,male,Age 15 and below,black,149
4,male,Age 16 to 17,black,149
4,male,Age 18 to 19,black,149
5,male,Age 20 to 24,black,149
14,male,Age 25 to 29,black,149
9,male,Age 30 to 34,black,149
14,male,Age 35 to 39,black,149
26,male,Age 40 to 44,black,149
18,male,Age 45 to 49,black,149
13,male,Age 50 to 54,black,149
5,male,Age 55 to 59,black,149
10,male,Age 60 to 64,black,149
3,male,Age 65 to 69,black,149
4,male,Age 70 to 74,black,149
10,male,Age 75 to 79,black,149
5,male,Age 80 to 84,black,149
2,male,Age 85 and over,black,149
15,female,Age 15 and below,black,149
5,female,Age 16 to 17,black,149
4,female,Age 18 to 19,black,149
9,female,Age 20 to 24,black,149
6,female,Age 25 to 29,black,149
6,female,Age 30 to 34,black,149
11,female,Age 35 to 39,black,149
9,female,Age 40 to 44,black,149
31,female,Age 45 to 49,black,149
10,female,Age 50 to 54,black,149
10,female,Age 55 to 59,black,149
3,female,Age 60 to 64,black,149
5,female,Age 65 to 69,black,149
5,female,Age 70 to 74,black,149
5,female,Age 75 to 79,black,149
3,female,Age 80 to 84,black,149
0,female,Age 85 and over,black,149
23,male,Age 15 and below,other,149
0,male,Age 16 to 17,other,149
2,male,Age 18 to 19,other,149
3,male,Age 20 to 24,other,149
5,male,Age 25 to 29,other,149
8,male,Age 30 to 34,other,149
11,male,Age 35 to 39,other,149
10,male,Age 40 to 44,other,149
6,male,Age 45 to 49,other,149
9,male,Age 50 to 54,other,149
6,male,Age 55 to 59,other,149
2,male,Age 60 to 64,other,149
2,male,Age 65 to 69,other,149
1,male,Age 70 to 74,other,149
0,male,Age 75 to 79,other,149
0,male,Age 80 to 84,other,149
0,male,Age 85 and over,other,149
28,female,Age 15 and below,other,149
4,female,Age 16 to 17,other,149
3,female,Age 18 to 19,other,149
6,female,Age 20 to 24,other,149
6,female,Age 25 to 29,other,149
7,female,Age 30 to 34,other,149
4,female,Age 35 to 39,other,149
7,female,Age 40 to 44,other,149
7,female,Age 45 to 49,other,149
3,female,Age 50 to 54,other,149
6,female,Age 55 to 59,other,149
0,female,Age 60 to 64,other,149
0,female,Age 65 to 69,other,149
2,female,Age 70 to 74,other,149
1,female,Age 75 to 79,other,149
2,female,Age 80 to 84,other,149
0,female,Age 85 and over,other,149
6518,male,Age 15 and below,white,150
973,male,Age 16 to 17,white,150
840,male,Age 18 to 19,white,150
1987,male,Age 20 to 24,white,150
1552,male,Age 25 to 29,white,150
1574,male,Age 30 to 34,white,150
1927,male,Age 35 to 39,white,150
2570,male,Age 40 to 44,white,150
3026,male,Age 45 to 49,white,150
2686,male,Age 50 to 54,white,150
2659,male,Age 55 to 59,white,150
3539,male,Age 60 to 64,white,150
3344,male,Age 65 to 69,white,150
2910,male,Age 70 to 74,white,150
2625,male,Age 75 to 79,white,150
1922,male,Age 80 to 84,white,150
1777,male,Age 85 and over,white,150
5933,female,Age 15 and below,white,150
929,female,Age 16 to 17,white,150
757,female,Age 18 to 19,white,150
1640,female,Age 20 to 24,white,150
1558,female,Age 25 to 29,white,150
1586,female,Age 30 to 34,white,150
2043,female,Age 35 to 39,white,150
2807,female,Age 40 to 44,white,150
3095,female,Age 45 to 49,white,150
2959,female,Age 50 to 54,white,150
2982,female,Age 55 to 59,white,150
4072,female,Age 60 to 64,white,150
3720,female,Age 65 to 69,white,150
3301,female,Age 70 to 74,white,150
3060,female,Age 75 to 79,white,150
2703,female,Age 80 to 84,white,150
3000,female,Age 85 and over,white,150
193,male,Age 15 and below,mixed,150
21,male,Age 16 to 17,mixed,150
15,male,Age 18 to 19,mixed,150
27,male,Age 20 to 24,mixed,150
17,male,Age 25 to 29,mixed,150
18,male,Age 30 to 34,mixed,150
21,male,Age 35 to 39,mixed,150
19,male,Age 40 to 44,mixed,150
10,male,Age 45 to 49,mixed,150
9,male,Age 50 to 54,mixed,150
10,male,Age 55 to 59,mixed,150
12,male,Age 60 to 64,mixed,150
7,male,Age 65 to 69,mixed,150
3,male,Age 70 to 74,mixed,150
1,male,Age 75 to 79,mixed,150
5,male,Age 80 to 84,mixed,150
4,male,Age 85 and over,mixed,150
178,female,Age 15 and below,mixed,150
13,female,Age 16 to 17,mixed,150
15,female,Age 18 to 19,mixed,150
12,female,Age 20 to 24,mixed,150
22,female,Age 25 to 29,mixed,150
18,female,Age 30 to 34,mixed,150
18,female,Age 35 to 39,mixed,150
22,female,Age 40 to 44,mixed,150
19,female,Age 45 to 49,mixed,150
11,female,Age 50 to 54,mixed,150
17,female,Age 55 to 59,mixed,150
9,female,Age 60 to 64,mixed,150
11,female,Age 65 to 69,mixed,150
6,female,Age 70 to 74,mixed,150
4,female,Age 75 to 79,mixed,150
6,female,Age 80 to 84,mixed,150
5,female,Age 85 and over,mixed,150
84,male,Age 15 and below,asian,150
