PA_ID,voter_share,non_voter_share,con_vote_share,lab_vote_share,libdem_vote_share,green_vote_share,ukip_vote_share,plaid_vote_share,other_vote_share
1,0.6327251560586901,0.3672748439413099,0.11870697585889668,0.4890397487548774,0.044316848015734545,0.022554959870570695,0.1576943818798972,0.11620086920661105,0.05148621641341243
2,0.66222954420648,0.33777045579352005,0.4150524081199416,0.2824067931537747,0.046139047366326125,0.02411436911237893,0.11499933660607668,0.11728804564150193,0.0
7,0.6377329835703438,0.3622670164296562,0.5059210668744993,0.1833257560996731,0.08824229828321535,0.043839709034227445,0.17867116970838476,0.0,0.0
8,0.6559329070829527,0.34406709291704723,0.5204952274856318,0.22368787502848317,0.03367344355267489,0.020912980732713877,0.19624275261412258,0.0,0.004987720586373649
9,0.7064227881025297,0.2935772118974703,0.5299404160975513,0.26686066076766235,0.0838331650731437,0.03925411247698794,0.08011164558465467,0.0,0.0
10,0.6661829205366357,0.3338170794633643,0.319431669651934,0.4003485501282858,0.04194703974439657,0.023623953139371642,0.17572735634409642,0.03892143099191557,0.0
11,0.6577039274924471,0.3422960725075529,0.4397926373121596,0.3478137235601636,0.029748233698624144,0.023776713257650326,0.15886869217140231,0.0,0.0
16,0.6627728934110442,0.3372271065889558,0.13119946342735775,0.30264187502328876,0.026754108134292208,0.0,0.08484554905540857,0.43931885084025785,0.015240153519394865
18,0.7311695709588047,0.2688304290411952,0.6078757724383377,0.11197478619615064,0.07192308373320112,0.06384900047807072,0.14437735715423977,0.0,0.0
19,0.6149745106432658,0.38502548935673425,0.2241768440591449,0.4102174692568922,0.14828408108165117,0.0,0.21409437026724884,0.0,0.003227235335062963
20,0.6735621118377026,0.32643788816229735,0.5245415882311929,0.1844105138395036,0.05983755141881057,0.043000069720421114,0.18821027679007182,0.0,0.0
21,0.5694511508128118,0.43054884918718817,0.2212343902564366,0.4976103602446169,0.024230433218562105,0.03933912328485534,0.21758569299552907,0.0,0.0
22,0.6900205441075764,0.3099794558924236,0.5067395658528664,0.15141016618849132,0.10619101752106679,0.03852469369710749,0.19713455674046806,0.0,0.0
26,0.6712335107613978,0.3287664892386022,0.530082057647221,0.21297062474141498,0.05930216521859054,0.04630395807474831,0.13877396221210866,0.0,0.012567232105916426
28,0.5818159698284602,0.4181840301715398,0.16307706605329803,0.5767988661973468,0.013057317441509259,0.02084059385237332,0.2219743965056574,0.0,0.004251759949815292
29,0.5665230731087488,0.4334769268912511,0.150027352297593,0.5573304157549234,0.021061269146608316,0.025656455142231947,0.21720459518599564,0.0,0.028719912472647702
30,0.5571273595139944,0.44287264048600566,0.14596152348313732,0.5472648440948152,0.031596437936495574,0.0,0.2348313731599034,0.0,0.040345821325648415
31,0.6332494366238404,0.3667505633761597,0.4049682264586944,0.0,0.027013287117273254,0.024517619872905835,0.117157712305026,0.0,0.42634315424610053
32,0.6485296999110736,0.3514703000889264,0.5268197452821418,0.2367295714418518,0.03802175327693595,0.0,0.19842892999907039,0.0,0.0
33,0.6407560958470944,0.35924390415290564,0.4340139933761762,0.2520781698945013,0.029741407672230387,0.0,0.26532581755971313,0.0,0.018840611497378982
34,0.6662398794953869,0.33376012050461307,0.4855113422262416,0.27707438390232875,0.07383751601477127,0.0,0.15619112216444345,0.0,0.007385635692214937
35,0.641817282150112,0.35818271784988803,0.30680273489013776,0.4862139625474244,0.027003996834993608,0.02041023352066384,0.1595690722067804,0.0,0.0
