N,age,ethnicity,sex,constituency_id,region
9488,0,0,0,6,6
1240,1,0,0,6,6
1103,2,0,0,6,6
3283,3,0,0,6,6
3429,4,0,0,6,6
3454,5,0,0,6,6
3688,6,0,0,6,6
3786,7,0,0,6,6
3814,8,0,0,6,6
3184,9,0,0,6,6
2596,10,0,0,6,6
2728,11,0,0,6,6
2016,12,0,0,6,6
1646,13,0,0,6,6
1152,14,0,0,6,6
797,15,0,0,6,6
571,16,0,0,6,6
9070,0,0,1,6,6
1185,1,0,1,6,6
1050,2,0,1,6,6
2998,3,0,1,6,6
3417,4,0,1,6,6
3501,5,0,1,6,6
3696,6,0,1,6,6
3761,7,0,1,6,6
3868,8,0,1,6,6
3069,9,0,1,6,6
2669,10,0,1,6,6
2730,11,0,1,6,6
2256,12,0,1,6,6
1734,13,0,1,6,6
1369,14,0,1,6,6
1135,15,0,1,6,6
1267,16,0,1,6,6
498,0,1,0,6,6
64,1,1,0,6,6
70,2,1,0,6,6
107,3,1,0,6,6
74,4,1,0,6,6
105,5,1,0,6,6
76,6,1,0,6,6
75,7,1,0,6,6
49,8,1,0,6,6
40,9,1,0,6,6
18,10,1,0,6,6
16,11,1,0,6,6
16,12,1,0,6,6
16,13,1,0,6,6
1,14,1,0,6,6
6,15,1,0,6,6
1,16,1,0,6,6
480,0,1,1,6,6
55,1,1,1,6,6
32,2,1,1,6,6
94,3,1,1,6,6
81,4,1,1,6,6
76,5,1,1,6,6
83,6,1,1,6,6
59,7,1,1,6,6
46,8,1,1,6,6
22,9,1,1,6,6
11,10,1,1,6,6
18,11,1,1,6,6
14,12,1,1,6,6
12,13,1,1,6,6
10,14,1,1,6,6
4,15,1,1,6,6
2,16,1,1,6,6
1168,0,2,0,6,6
195,1,2,0,6,6
159,2,2,0,6,6
481,3,2,0,6,6
404,4,2,0,6,6
468,5,2,0,6,6
440,6,2,0,6,6
485,7,2,0,6,6
412,8,2,0,6,6
274,9,2,0,6,6
154,10,2,0,6,6
185,11,2,0,6,6
178,12,2,0,6,6
107,13,2,0,6,6
47,14,2,0,6,6
20,15,2,0,6,6
4,16,2,0,6,6
1071,0,2,1,6,6
202,1,2,1,6,6
182,2,2,1,6,6
483,3,2,1,6,6
486,4,2,1,6,6
499,5,2,1,6,6
552,6,2,1,6,6
474,7,2,1,6,6
335,8,2,1,6,6
236,9,2,1,6,6
199,10,2,1,6,6
174,11,2,1,6,6
108,12,2,1,6,6
70,13,2,1,6,6
36,14,2,1,6,6
18,15,2,1,6,6
11,16,2,1,6,6
242,0,3,0,6,6
21,1,3,0,6,6
25,2,3,0,6,6
76,3,3,0,6,6
148,4,3,0,6,6
181,5,3,0,6,6
114,6,3,0,6,6
83,7,3,0,6,6
67,8,3,0,6,6
42,9,3,0,6,6
16,10,3,0,6,6
14,11,3,0,6,6
10,12,3,0,6,6
14,13,3,0,6,6
5,14,3,0,6,6
1,15,3,0,6,6
1,16,3,0,6,6
236,0,3,1,6,6
15,1,3,1,6,6
19,2,3,1,6,6
59,3,3,1,6,6
120,4,3,1,6,6
150,5,3,1,6,6
102,6,3,1,6,6
72,7,3,1,6,6
72,8,3,1,6,6
44,9,3,1,6,6
19,10,3,1,6,6
24,11,3,1,6,6
11,12,3,1,6,6
11,13,3,1,6,6
7,14,3,1,6,6
1,15,3,1,6,6
3,16,3,1,6,6
60,0,4,0,6,6
13,1,4,0,6,6
8,2,4,0,6,6
38,3,4,0,6,6
36,4,4,0,6,6
53,5,4,0,6,6
49,6,4,0,6,6
20,7,4,0,6,6
25,8,4,0,6,6
13,9,4,0,6,6
17,10,4,0,6,6
13,11,4,0,6,6
11,12,4,0,6,6
2,13,4,0,6,6
4,14,4,0,6,6
2,15,4,0,6,6
0,16,4,0,6,6
57,0,4,1,6,6
10,1,4,1,6,6
13,2,4,1,6,6
36,3,4,1,6,6
35,4,4,1,6,6
30,5,4,1,6,6
37,6,4,1,6,6
26,7,4,1,6,6
17,8,4,1,6,6
11,9,4,1,6,6
9,10,4,1,6,6
6,11,4,1,6,6
6,12,4,1,6,6
4,13,4,1,6,6
1,14,4,1,6,6
0,15,4,1,6,6
1,16,4,1,6,6
6222,0,0,0,7,9
931,1,0,0,7,9
815,2,0,0,7,9
1887,3,0,0,7,9
1743,4,0,0,7,9
1631,5,0,0,7,9
2047,6,0,0,7,9
2710,7,0,0,7,9
2811,8,0,0,7,9
2427,9,0,0,7,9
2088,10,0,0,7,9
2465,11,0,0,7,9
2222,12,0,0,7,9
1932,13,0,0,7,9
1456,14,0,0,7,9
990,15,0,0,7,9
644,16,0,0,7,9
5861,0,0,1,7,9
869,1,0,1,7,9
745,2,0,1,7,9
1691,3,0,1,7,9
1737,4,0,1,7,9
1646,5,0,1,7,9
2150,6,0,1,7,9
2783,7,0,1,7,9
2837,8,0,1,7,9
2546,9,0,1,7,9
2058,10,0,1,7,9
2578,11,0,1,7,9
2561,12,0,1,7,9
2189,13,0,1,7,9
1809,14,0,1,7,9
1374,15,0,1,7,9
1230,16,0,1,7,9
241,0,1,0,7,9
31,1,1,0,7,9
26,2,1,0,7,9
62,3,1,0,7,9
41,4,1,0,7,9
21,5,1,0,7,9
31,6,1,0,7,9
28,7,1,0,7,9
25,8,1,0,7,9
23,9,1,0,7,9
12,10,1,0,7,9
3,11,1,0,7,9
5,12,1,0,7,9
3,13,1,0,7,9
1,14,1,0,7,9
4,15,1,0,7,9
0,16,1,0,7,9
311,0,1,1,7,9
40,1,1,1,7,9
20,2,1,1,7,9
62,3,1,1,7,9
36,4,1,1,7,9
37,5,1,1,7,9
33,6,1,1,7,9
31,7,1,1,7,9
19,8,1,1,7,9
20,9,1,1,7,9
9,10,1,1,7,9
7,11,1,1,7,9
4,12,1,1,7,9
3,13,1,1,7,9
1,14,1,1,7,9
4,15,1,1,7,9
1,16,1,1,7,9
424,0,2,0,7,9
55,1,2,0,7,9
34,2,2,0,7,9
80,3,2,0,7,9
106,4,2,0,7,9
171,5,2,0,7,9
158,6,2,0,7,9
156,7,2,0,7,9
103,8,2,0,7,9
86,9,2,0,7,9
77,10,2,0,7,9
48,11,2,0,7,9
30,12,2,0,7,9
20,13,2,0,7,9
12,14,2,0,7,9
10,15,2,0,7,9
6,16,2,0,7,9
349,0,2,1,7,9
36,1,2,1,7,9
43,2,2,1,7,9
90,3,2,1,7,9
141,4,2,1,7,9
182,5,2,1,7,9
153,6,2,1,7,9
149,7,2,1,7,9
89,8,2,1,7,9
89,9,2,1,7,9
79,10,2,1,7,9
49,11,2,1,7,9
32,12,2,1,7,9
15,13,2,1,7,9
17,14,2,1,7,9
10,15,2,1,7,9
8,16,2,1,7,9
75,0,3,0,7,9
17,1,3,0,7,9
16,2,3,0,7,9
13,3,3,0,7,9
31,4,3,0,7,9
22,5,3,0,7,9
26,6,3,0,7,9
48,7,3,0,7,9
57,8,3,0,7,9
41,9,3,0,7,9
19,10,3,0,7,9
6,11,3,0,7,9
1,12,3,0,7,9
3,13,3,0,7,9
5,14,3,0,7,9
1,15,3,0,7,9
1,16,3,0,7,9
80,0,3,1,7,9
10,1,3,1,7,9
11,2,3,1,7,9
22,3,3,1,7,9
29,4,3,1,7,9
27,5,3,1,7,9
32,6,3,1,7,9
34,7,3,1,7,9
50,8,3,1,7,9
28,9,3,1,7,9
19,10,3,1,7,9
5,11,3,1,7,9
6,12,3,1,7,9
7,13,3,1,7,9
4,14,3,1,7,9
1,15,3,1,7,9
0,16,3,1,7,9
27,0,4,0,7,9
2,1,4,0,7,9
2,2,4,0,7,9
7,3,4,0,7,9
9,4,4,0,7,9
20,5,4,0,7,9
10,6,4,0,7,9
13,7,4,0,7,9
12,8,4,0,7,9
6,9,4,0,7,9
4,10,4,0,7,9
4,11,4,0,7,9
4,12,4,0,7,9
2,13,4,0,7,9
3,14,4,0,7,9
2,15,4,0,7,9
0,16,4,0,7,9
30,0,4,1,7,9
3,1,4,1,7,9
6,2,4,1,7,9
7,3,4,1,7,9
8,4,4,1,7,9
5,5,4,1,7,9
21,6,4,1,7,9
5,7,4,1,7,9
7,8,4,1,7,9
2,9,4,1,7,9
8,10,4,1,7,9
3,11,4,1,7,9
3,12,4,1,7,9
3,13,4,1,7,9
2,14,4,1,7,9
0,15,4,1,7,9
0,16,4,1,7,9
7919,0,0,0,8,5
1105,1,0,0,8,5
794,2,0,0,8,5
1945,3,0,0,8,5
2194,4,0,0,8,5
2310,5,0,0,8,5
2776,6,0,0,8,5
3129,7,0,0,8,5
3220,8,0,0,8,5
2829,9,0,0,8,5
2474,10,0,0,8,5
2506,11,0,0,8,5
1971,12,0,0,8,5
1620,13,0,0,8,5
1306,14,0,0,8,5
978,15,0,0,8,5
764,16,0,0,8,5
7435,0,0,1,8,5
1004,1,0,1,8,5
730,2,0,1,8,5
1730,3,0,1,8,5
2207,4,0,1,8,5
2483,5,0,1,8,5
2973,6,0,1,8,5
3253,7,0,1,8,5
3473,8,0,1,8,5
2918,9,0,1,8,5
2373,10,0,1,8,5
2619,11,0,1,8,5
2177,12,0,1,8,5
1869,13,0,1,8,5
1629,14,0,1,8,5
1356,15,0,1,8,5
1468,16,0,1,8,5
557,0,1,0,8,5
38,1,1,0,8,5
42,2,1,0,8,5
59,3,1,0,8,5
55,4,1,0,8,5
51,5,1,0,8,5
41,6,1,0,8,5
40,7,1,0,8,5
24,8,1,0,8,5
31,9,1,0,8,5
11,10,1,0,8,5
13,11,1,0,8,5
7,12,1,0,8,5
5,13,1,0,8,5
4,14,1,0,8,5
4,15,1,0,8,5
2,16,1,0,8,5
541,0,1,1,8,5
54,1,1,1,8,5
29,2,1,1,8,5
58,3,1,1,8,5
61,4,1,1,8,5
43,5,1,1,8,5
57,6,1,1,8,5
43,7,1,1,8,5
55,8,1,1,8,5
27,9,1,1,8,5
16,10,1,1,8,5
4,11,1,1,8,5
8,12,1,1,8,5
3,13,1,1,8,5
2,14,1,1,8,5
3,15,1,1,8,5
3,16,1,1,8,5
735,0,2,0,8,5
85,1,2,0,8,5
44,2,2,0,8,5
86,3,2,0,8,5
144,4,2,0,8,5
216,5,2,0,8,5
255,6,2,0,8,5
277,7,2,0,8,5
237,8,2,0,8,5
153,9,2,0,8,5
119,10,2,0,8,5
75,11,2,0,8,5
52,12,2,0,8,5
56,13,2,0,8,5
32,14,2,0,8,5
10,15,2,0,8,5
7,16,2,0,8,5
700,0,2,1,8,5
79,1,2,1,8,5
59,2,2,1,8,5
85,3,2,1,8,5
170,4,2,1,8,5
293,5,2,1,8,5
330,6,2,1,8,5
317,7,2,1,8,5
217,8,2,1,8,5
146,9,2,1,8,5
103,10,2,1,8,5
70,11,2,1,8,5
55,12,2,1,8,5
47,13,2,1,8,5
22,14,2,1,8,5
16,15,2,1,8,5
9,16,2,1,8,5
87,0,3,0,8,5
15,1,3,0,8,5
11,2,3,0,8,5
17,3,3,0,8,5
39,4,3,0,8,5
31,5,3,0,8,5
38,6,3,0,8,5
35,7,3,0,8,5
65,8,3,0,8,5
39,9,3,0,8,5
22,10,3,0,8,5
7,11,3,0,8,5
3,12,3,0,8,5
5,13,3,0,8,5
6,14,3,0,8,5
3,15,3,0,8,5
0,16,3,0,8,5
107,0,3,1,8,5
13,1,3,1,8,5
8,2,3,1,8,5
15,3,3,1,8,5
32,4,3,1,8,5
37,5,3,1,8,5
49,6,3,1,8,5
35,7,3,1,8,5
69,8,3,1,8,5
26,9,3,1,8,5
16,10,3,1,8,5
8,11,3,1,8,5
6,12,3,1,8,5
10,13,3,1,8,5
5,14,3,1,8,5
3,15,3,1,8,5
1,16,3,1,8,5
120,0,4,0,8,5
14,1,4,0,8,5
6,2,4,0,8,5
19,3,4,0,8,5
28,4,4,0,8,5
26,5,4,0,8,5
28,6,4,0,8,5
35,7,4,0,8,5
31,8,4,0,8,5
33,9,4,0,8,5
29,10,4,0,8,5
20,11,4,0,8,5
11,12,4,0,8,5
3,13,4,0,8,5
4,14,4,0,8,5
1,15,4,0,8,5
3,16,4,0,8,5
100,0,4,1,8,5
8,1,4,1,8,5
9,2,4,1,8,5
13,3,4,1,8,5
29,4,4,1,8,5
29,5,4,1,8,5
36,6,4,1,8,5
39,7,4,1,8,5
30,8,4,1,8,5
22,9,4,1,8,5
18,10,4,1,8,5
10,11,4,1,8,5
7,12,4,1,8,5
4,13,4,1,8,5
4,14,4,1,8,5
0,15,4,1,8,5
4,16,4,1,8,5
7402,0,0,0,10,1
1086,1,0,0,10,1
940,2,0,0,10,1
2350,3,0,0,10,1
2237,4,0,0,10,1
2275,5,0,0,10,1
2812,6,0,0,10,1
3279,7,0,0,10,1
3179,8,0,0,10,1
2869,9,0,0,10,1
2748,10,0,0,10,1
3196,11,0,0,10,1
2473,12,0,0,10,1
1797,13,0,0,10,1
1263,14,0,0,10,1
851,15,0,0,10,1
647,16,0,0,10,1
7171,0,0,1,10,1
1025,1,0,1,10,1
925,2,0,1,10,1
2290,3,0,1,10,1
2462,4,0,1,10,1
2410,5,0,1,10,1
2695,6,0,1,10,1
3213,7,0,1,10,1
3194,8,0,1,10,1
2926,9,0,1,10,1
2813,10,0,1,10,1
3127,11,0,1,10,1
2520,12,0,1,10,1
1818,13,0,1,10,1
1516,14,0,1,10,1
1192,15,0,1,10,1
1372,16,0,1,10,1
112,0,1,0,10,1
17,1,1,0,10,1
10,2,1,0,10,1
36,3,1,0,10,1
28,4,1,0,10,1
14,5,1,0,10,1
17,6,1,0,10,1
11,7,1,0,10,1
26,8,1,0,10,1
11,9,1,0,10,1
7,10,1,0,10,1
2,11,1,0,10,1
2,12,1,0,10,1
4,13,1,0,10,1
3,14,1,0,10,1
1,15,1,0,10,1
1,16,1,0,10,1
97,0,1,1,10,1
15,1,1,1,10,1
22,2,1,1,10,1
20,3,1,1,10,1
17,4,1,1,10,1
18,5,1,1,10,1
15,6,1,1,10,1
11,7,1,1,10,1
8,8,1,1,10,1
6,9,1,1,10,1
8,10,1,1,10,1
5,11,1,1,10,1
3,12,1,1,10,1
5,13,1,1,10,1
5,14,1,1,10,1
1,15,1,1,10,1
3,16,1,1,10,1
74,0,2,0,10,1
7,1,2,0,10,1
3,2,2,0,10,1
17,3,2,0,10,1
18,4,2,0,10,1
17,5,2,0,10,1
35,6,2,0,10,1
35,7,2,0,10,1
24,8,2,0,10,1
8,9,2,0,10,1
15,10,2,0,10,1
7,11,2,0,10,1
5,12,2,0,10,1
5,13,2,0,10,1
2,14,2,0,10,1
1,15,2,0,10,1
0,16,2,0,10,1
78,0,2,1,10,1
7,1,2,1,10,1
6,2,2,1,10,1
18,3,2,1,10,1
27,4,2,1,10,1
25,5,2,1,10,1
40,6,2,1,10,1
35,7,2,1,10,1
24,8,2,1,10,1
15,9,2,1,10,1
12,10,2,1,10,1
10,11,2,1,10,1
7,12,2,1,10,1
3,13,2,1,10,1
0,14,2,1,10,1
0,15,2,1,10,1
0,16,2,1,10,1
11,0,3,0,10,1
0,1,3,0,10,1
1,2,3,0,10,1
3,3,3,0,10,1
8,4,3,0,10,1
16,5,3,0,10,1
3,6,3,0,10,1
9,7,3,0,10,1
16,8,3,0,10,1
9,9,3,0,10,1
3,10,3,0,10,1
5,11,3,0,10,1
2,12,3,0,10,1
2,13,3,0,10,1
0,14,3,0,10,1
0,15,3,0,10,1
0,16,3,0,10,1
13,0,3,1,10,1
0,1,3,1,10,1
7,2,3,1,10,1
4,3,3,1,10,1
5,4,3,1,10,1
3,5,3,1,10,1
17,6,3,1,10,1
6,7,3,1,10,1
9,8,3,1,10,1
6,9,3,1,10,1
3,10,3,1,10,1
5,11,3,1,10,1
0,12,3,1,10,1
2,13,3,1,10,1
0,14,3,1,10,1
0,15,3,1,10,1
0,16,3,1,10,1
4,0,4,0,10,1
0,1,4,0,10,1
0,2,4,0,10,1
1,3,4,0,10,1
9,4,4,0,10,1
10,5,4,0,10,1
6,6,4,0,10,1
3,7,4,0,10,1
7,8,4,0,10,1
2,9,4,0,10,1
2,10,4,0,10,1
1,11,4,0,10,1
1,12,4,0,10,1
1,13,4,0,10,1
0,14,4,0,10,1
0,15,4,0,10,1
0,16,4,0,10,1
2,0,4,1,10,1
2,1,4,1,10,1
0,2,4,1,10,1
4,3,4,1,10,1
2,4,4,1,10,1
2,5,4,1,10,1
2,6,4,1,10,1
0,7,4,1,10,1
1,8,4,1,10,1
1,9,4,1,10,1
1,10,4,1,10,1
2,11,4,1,10,1
0,12,4,1,10,1
2,13,4,1,10,1
0,14,4,1,10,1
0,15,4,1,10,1
1,16,4,1,10,1
8827,0,0,0,14,6
1271,1,0,0,14,6
956,2,0,0,14,6
2028,3,0,0,14,6
1734,4,0,0,14,6
1808,5,0,0,14,6
2570,6,0,0,14,6
3452,7,0,0,14,6
3799,8,0,0,14,6
3530,9,0,0,14,6
3267,10,0,0,14,6
3921,11,0,0,14,6
3330,12,0,0,14,6
2603,13,0,0,14,6
2158,14,0,0,14,6
1556,15,0,0,14,6
1245,16,0,0,14,6
8315,0,0,1,14,6
1131,1,0,1,14,6
922,2,0,1,14,6
1837,3,0,1,14,6
1678,4,0,1,14,6
2148,5,0,1,14,6
3080,6,0,1,14,6
3777,7,0,1,14,6
4283,8,0,1,14,6
3681,9,0,1,14,6
3482,10,0,1,14,6
4152,11,0,1,14,6
3588,12,0,1,14,6
2988,13,0,1,14,6
2409,14,0,1,14,6
2124,15,0,1,14,6
2480,16,0,1,14,6
231,0,1,0,14,6
25,1,1,0,14,6
26,2,1,0,14,6
25,3,1,0,14,6
19,4,1,0,14,6
26,5,1,0,14,6
15,6,1,0,14,6
26,7,1,0,14,6
34,8,1,0,14,6
14,9,1,0,14,6
11,10,1,0,14,6
12,11,1,0,14,6
7,12,1,0,14,6
10,13,1,0,14,6
3,14,1,0,14,6
3,15,1,0,14,6
2,16,1,0,14,6
241,0,1,1,14,6
30,1,1,1,14,6
12,2,1,1,14,6
35,3,1,1,14,6
27,4,1,1,14,6
24,5,1,1,14,6
33,6,1,1,14,6
26,7,1,1,14,6
34,8,1,1,14,6
12,9,1,1,14,6
20,10,1,1,14,6
13,11,1,1,14,6
19,12,1,1,14,6
5,13,1,1,14,6
0,14,1,1,14,6
7,15,1,1,14,6
4,16,1,1,14,6
83,0,2,0,14,6
19,1,2,0,14,6
16,2,2,0,14,6
35,3,2,0,14,6
30,4,2,0,14,6
37,5,2,0,14,6
29,6,2,0,14,6
44,7,2,0,14,6
29,8,2,0,14,6
26,9,2,0,14,6
31,10,2,0,14,6
9,11,2,0,14,6
15,12,2,0,14,6
10,13,2,0,14,6
4,14,2,0,14,6
2,15,2,0,14,6
2,16,2,0,14,6
72,0,2,1,14,6
16,1,2,1,14,6
11,2,2,1,14,6
24,3,2,1,14,6
28,4,2,1,14,6
54,5,2,1,14,6
54,6,2,1,14,6
68,7,2,1,14,6
57,8,2,1,14,6
46,9,2,1,14,6
32,10,2,1,14,6
18,11,2,1,14,6
13,12,2,1,14,6
8,13,2,1,14,6
7,14,2,1,14,6
1,15,2,1,14,6
7,16,2,1,14,6
18,0,3,0,14,6
5,1,3,0,14,6
7,2,3,0,14,6
4,3,3,0,14,6
5,4,3,0,14,6
7,5,3,0,14,6
12,6,3,0,14,6
10,7,3,0,14,6
15,8,3,0,14,6
4,9,3,0,14,6
2,10,3,0,14,6
3,11,3,0,14,6
2,12,3,0,14,6
0,13,3,0,14,6
1,14,3,0,14,6
1,15,3,0,14,6
0,16,3,0,14,6
25,0,3,1,14,6
11,1,3,1,14,6
4,2,3,1,14,6
5,3,3,1,14,6
12,4,3,1,14,6
6,5,3,1,14,6
8,6,3,1,14,6
13,7,3,1,14,6
12,8,3,1,14,6
6,9,3,1,14,6
8,10,3,1,14,6
6,11,3,1,14,6
2,12,3,1,14,6
1,13,3,1,14,6
1,14,3,1,14,6
1,15,3,1,14,6
0,16,3,1,14,6
9,0,4,0,14,6
3,1,4,0,14,6
0,2,4,0,14,6
3,3,4,0,14,6
3,4,4,0,14,6
4,5,4,0,14,6
3,6,4,0,14,6
8,7,4,0,14,6
5,8,4,0,14,6
7,9,4,0,14,6
3,10,4,0,14,6
1,11,4,0,14,6
2,12,4,0,14,6
4,13,4,0,14,6
2,14,4,0,14,6
2,15,4,0,14,6
0,16,4,0,14,6
5,0,4,1,14,6
0,1,4,1,14,6
0,2,4,1,14,6
0,3,4,1,14,6
4,4,4,1,14,6
5,5,4,1,14,6
9,6,4,1,14,6
6,7,4,1,14,6
4,8,4,1,14,6
7,9,4,1,14,6
1,10,4,1,14,6
1,11,4,1,14,6
1,12,4,1,14,6
0,13,4,1,14,6
2,14,4,1,14,6
4,15,4,1,14,6
1,16,4,1,14,6
9802,0,0,0,15,1
1331,1,0,0,15,1
1339,2,0,0,15,1
3003,3,0,0,15,1
2920,4,0,0,15,1
2954,5,0,0,15,1
3303,6,0,0,15,1
4109,7,0,0,15,1
4097,8,0,0,15,1
3655,9,0,0,15,1
3336,10,0,0,15,1
3596,11,0,0,15,1
3017,12,0,0,15,1
2321,13,0,0,15,1
1562,14,0,0,15,1
1005,15,0,0,15,1
747,16,0,0,15,1
9418,0,0,1,15,1
1281,1,0,1,15,1
1186,2,0,1,15,1
3068,3,0,1,15,1
3022,4,0,1,15,1
3109,5,0,1,15,1
3399,6,0,1,15,1
4100,7,0,1,15,1
4129,8,0,1,15,1
3684,9,0,1,15,1
3335,10,0,1,15,1
3676,11,0,1,15,1
3177,12,0,1,15,1
2400,13,0,1,15,1
1888,14,0,1,15,1
1411,15,0,1,15,1
1574,16,0,1,15,1
219,0,1,0,15,1
22,1,1,0,15,1
16,2,1,0,15,1
34,3,1,0,15,1
21,4,1,0,15,1
17,5,1,0,15,1
21,6,1,0,15,1
16,7,1,0,15,1
20,8,1,0,15,1
7,9,1,0,15,1
9,10,1,0,15,1
5,11,1,0,15,1
7,12,1,0,15,1
3,13,1,0,15,1
1,14,1,0,15,1
1,15,1,0,15,1
3,16,1,0,15,1
208,0,1,1,15,1
19,1,1,1,15,1
15,2,1,1,15,1
34,3,1,1,15,1
25,4,1,1,15,1
22,5,1,1,15,1
27,6,1,1,15,1
23,7,1,1,15,1
11,8,1,1,15,1
10,9,1,1,15,1
4,10,1,1,15,1
5,11,1,1,15,1
6,12,1,1,15,1
6,13,1,1,15,1
4,14,1,1,15,1
3,15,1,1,15,1
2,16,1,1,15,1
101,0,2,0,15,1
8,1,2,0,15,1
6,2,2,0,15,1
38,3,2,0,15,1
31,4,2,0,15,1
42,5,2,0,15,1
57,6,2,0,15,1
38,7,2,0,15,1
37,8,2,0,15,1
24,9,2,0,15,1
20,10,2,0,15,1
13,11,2,0,15,1
9,12,2,0,15,1
10,13,2,0,15,1
4,14,2,0,15,1
3,15,2,0,15,1
0,16,2,0,15,1
111,0,2,1,15,1
9,1,2,1,15,1
11,2,2,1,15,1
24,3,2,1,15,1
39,4,2,1,15,1
47,5,2,1,15,1
56,6,2,1,15,1
47,7,2,1,15,1
40,8,2,1,15,1
17,9,2,1,15,1
21,10,2,1,15,1
23,11,2,1,15,1
4,12,2,1,15,1
7,13,2,1,15,1
4,14,2,1,15,1
5,15,2,1,15,1
2,16,2,1,15,1
24,0,3,0,15,1
2,1,3,0,15,1
6,2,3,0,15,1
7,3,3,0,15,1
6,4,3,0,15,1
20,5,3,0,15,1
13,6,3,0,15,1
18,7,3,0,15,1
21,8,3,0,15,1
14,9,3,0,15,1
8,10,3,0,15,1
4,11,3,0,15,1
3,12,3,0,15,1
6,13,3,0,15,1
4,14,3,0,15,1
0,15,3,0,15,1
1,16,3,0,15,1
29,0,3,1,15,1
1,1,3,1,15,1
3,2,3,1,15,1
7,3,3,1,15,1
11,4,3,1,15,1
11,5,3,1,15,1
14,6,3,1,15,1
12,7,3,1,15,1
17,8,3,1,15,1
15,9,3,1,15,1
10,10,3,1,15,1
9,11,3,1,15,1
6,12,3,1,15,1
2,13,3,1,15,1
0,14,3,1,15,1
0,15,3,1,15,1
0,16,3,1,15,1
17,0,4,0,15,1
3,1,4,0,15,1
2,2,4,0,15,1
5,3,4,0,15,1
13,4,4,0,15,1
12,5,4,0,15,1
8,6,4,0,15,1
8,7,4,0,15,1
9,8,4,0,15,1
2,9,4,0,15,1
2,10,4,0,15,1
0,11,4,0,15,1
1,12,4,0,15,1
0,13,4,0,15,1
0,14,4,0,15,1
0,15,4,0,15,1
0,16,4,0,15,1
16,0,4,1,15,1
1,1,4,1,15,1
0,2,4,1,15,1
4,3,4,1,15,1
4,4,4,1,15,1
3,5,4,1,15,1
9,6,4,1,15,1
8,7,4,1,15,1
2,8,4,1,15,1
1,9,4,1,15,1
0,10,4,1,15,1
1,11,4,1,15,1
2,12,4,1,15,1
1,13,4,1,15,1
0,14,4,1,15,1
0,15,4,1,15,1
1,16,4,1,15,1
11395,0,0,0,16,6
1482,1,0,0,16,6
1361,2,0,0,16,6
2845,3,0,0,16,6
2766,4,0,0,16,6
2852,5,0,0,16,6
3341,6,0,0,16,6
4263,7,0,0,16,6
4249,8,0,0,16,6
3507,9,0,0,16,6
3198,10,0,0,16,6
3620,11,0,0,16,6
2895,12,0,0,16,6
2175,13,0,0,16,6
1661,14,0,0,16,6
1112,15,0,0,16,6
903,16,0,0,16,6
10933,0,0,1,16,6
1368,1,0,1,16,6
1221,2,0,1,16,6
2893,3,0,1,16,6
3218,4,0,1,16,6
3159,5,0,1,16,6
3520,6,0,1,16,6
4503,7,0,1,16,6
4299,8,0,1,16,6
3629,9,0,1,16,6
3338,10,0,1,16,6
3888,11,0,1,16,6
3178,12,0,1,16,6
2362,13,0,1,16,6
1986,14,0,1,16,6
1592,15,0,1,16,6
1808,16,0,1,16,6
388,0,1,0,16,6
35,1,1,0,16,6
45,2,1,0,16,6
56,3,1,0,16,6
45,4,1,0,16,6
35,5,1,0,16,6
42,6,1,0,16,6
44,7,1,0,16,6
58,8,1,0,16,6
18,9,1,0,16,6
17,10,1,0,16,6
10,11,1,0,16,6
9,12,1,0,16,6
8,13,1,0,16,6
7,14,1,0,16,6
7,15,1,0,16,6
2,16,1,0,16,6
419,0,1,1,16,6
49,1,1,1,16,6
38,2,1,1,16,6
51,3,1,1,16,6
55,4,1,1,16,6
40,5,1,1,16,6
44,6,1,1,16,6
38,7,1,1,16,6
36,8,1,1,16,6
22,9,1,1,16,6
14,10,1,1,16,6
15,11,1,1,16,6
12,12,1,1,16,6
8,13,1,1,16,6
5,14,1,1,16,6
3,15,1,1,16,6
7,16,1,1,16,6
437,0,2,0,16,6
97,1,2,0,16,6
93,2,2,0,16,6
154,3,2,0,16,6
136,4,2,0,16,6
131,5,2,0,16,6
171,6,2,0,16,6
218,7,2,0,16,6
215,8,2,0,16,6
106,9,2,0,16,6
64,10,2,0,16,6
46,11,2,0,16,6
35,12,2,0,16,6
30,13,2,0,16,6
11,14,2,0,16,6
4,15,2,0,16,6
1,16,2,0,16,6
445,0,2,1,16,6
77,1,2,1,16,6
80,2,2,1,16,6
164,3,2,1,16,6
140,4,2,1,16,6
188,5,2,1,16,6
258,6,2,1,16,6
224,7,2,1,16,6
170,8,2,1,16,6
92,9,2,1,16,6
60,10,2,1,16,6
70,11,2,1,16,6
34,12,2,1,16,6
13,13,2,1,16,6
14,14,2,1,16,6
6,15,2,1,16,6
7,16,2,1,16,6
216,0,3,0,16,6
22,1,3,0,16,6
13,2,3,0,16,6
23,3,3,0,16,6
22,4,3,0,16,6
45,5,3,0,16,6
58,6,3,0,16,6
74,7,3,0,16,6
65,8,3,0,16,6
42,9,3,0,16,6
21,10,3,0,16,6
9,11,3,0,16,6
12,12,3,0,16,6
2,13,3,0,16,6
5,14,3,0,16,6
1,15,3,0,16,6
3,16,3,0,16,6
237,0,3,1,16,6
15,1,3,1,16,6
15,2,3,1,16,6
28,3,3,1,16,6
42,4,3,1,16,6
60,5,3,1,16,6
91,6,3,1,16,6
