N,age,constituency,ethnicity,sex
2,Age 60 to 64,E14000533,other,female
0,Age 65 to 69,E14000533,other,female
2,Age 70 to 74,E14000533,other,female
0,Age 75 to 79,E14000533,other,female
0,Age 80 to 84,E14000533,other,female
1,Age 85 and over,E14000533,other,female
8827,Age 15 and below,E14000534,white,male
1271,Age 16 to 17,E14000534,white,male
956,Age 18 to 19,E14000534,white,male
2028,Age 20 to 24,E14000534,white,male
1734,Age 25 to 29,E14000534,white,male
1808,Age 30 to 34,E14000534,white,male
2570,Age 35 to 39,E14000534,white,male
3452,Age 40 to 44,E14000534,white,male
3799,Age 45 to 49,E14000534,white,male
3530,Age 50 to 54,E14000534,white,male
3267,Age 55 to 59,E14000534,white,male
3921,Age 60 to 64,E14000534,white,male
3330,Age 65 to 69,E14000534,white,male
2603,Age 70 to 74,E14000534,white,male
2158,Age 75 to 79,E14000534,white,male
1556,Age 80 to 84,E14000534,white,male
1245,Age 85 and over,E14000534,white,male
8315,Age 15 and below,E14000534,white,female
1131,Age 16 to 17,E14000534,white,female
922,Age 18 to 19,E14000534,white,female
1837,Age 20 to 24,E14000534,white,female
1678,Age 25 to 29,E14000534,white,female
2148,Age 30 to 34,E14000534,white,female
3080,Age 35 to 39,E14000534,white,female
3777,Age 40 to 44,E14000534,white,female
4283,Age 45 to 49,E14000534,white,female
3681,Age 50 to 54,E14000534,white,female
3482,Age 55 to 59,E14000534,white,female
4152,Age 60 to 64,E14000534,white,female
3588,Age 65 to 69,E14000534,white,female
2988,Age 70 to 74,E14000534,white,female
2409,Age 75 to 79,E14000534,white,female
2124,Age 80 to 84,E14000534,white,female
2480,Age 85 and over,E14000534,white,female
231,Age 15 and below,E14000534,mixed,male
25,Age 16 to 17,E14000534,mixed,male
26,Age 18 to 19,E14000534,mixed,male
25,Age 20 to 24,E14000534,mixed,male
19,Age 25 to 29,E14000534,mixed,male
26,Age 30 to 34,E14000534,mixed,male
15,Age 35 to 39,E14000534,mixed,male
26,Age 40 to 44,E14000534,mixed,male
34,Age 45 to 49,E14000534,mixed,male
14,Age 50 to 54,E14000534,mixed,male
11,Age 55 to 59,E14000534,mixed,male
12,Age 60 to 64,E14000534,mixed,male
7,Age 65 to 69,E14000534,mixed,male
10,Age 70 to 74,E14000534,mixed,male
3,Age 75 to 79,E14000534,mixed,male
3,Age 80 to 84,E14000534,mixed,male
2,Age 85 and over,E14000534,mixed,male
241,Age 15 and below,E14000534,mixed,female
30,Age 16 to 17,E14000534,mixed,female
12,Age 18 to 19,E14000534,mixed,female
35,Age 20 to 24,E14000534,mixed,female
27,Age 25 to 29,E14000534,mixed,female
24,Age 30 to 34,E14000534,mixed,female
33,Age 35 to 39,E14000534,mixed,female
26,Age 40 to 44,E14000534,mixed,female
34,Age 45 to 49,E14000534,mixed,female
12,Age 50 to 54,E14000534,mixed,female
20,Age 55 to 59,E14000534,mixed,female
13,Age 60 to 64,E14000534,mixed,female
19,Age 65 to 69,E14000534,mixed,female
5,Age 70 to 74,E14000534,mixed,female
0,Age 75 to 79,E14000534,mixed,female
7,Age 80 to 84,E14000534,mixed,female
4,Age 85 and over,E14000534,mixed,female
83,Age 15 and below,E14000534,asian,male
19,Age 16 to 17,E14000534,asian,male
16,Age 18 to 19,E14000534,asian,male
35,Age 20 to 24,E14000534,asian,male
30,Age 25 to 29,E14000534,asian,male
37,Age 30 to 34,E14000534,asian,male
29,Age 35 to 39,E14000534,asian,male
44,Age 40 to 44,E14000534,asian,male
29,Age 45 to 49,E14000534,asian,male
26,Age 50 to 54,E14000534,asian,male
31,Age 55 to 59,E14000534,asian,male
9,Age 60 to 64,E14000534,asian,male
15,Age 65 to 69,E14000534,asian,male
10,Age 70 to 74,E14000534,asian,male
4,Age 75 to 79,E14000534,asian,male
2,Age 80 to 84,E14000534,asian,male
2,Age 85 and over,E14000534,asian,male
72,Age 15 and below,E14000534,asian,female
16,Age 16 to 17,E14000534,asian,female
11,Age 18 to 19,E14000534,asian,female
24,Age 20 to 24,E14000534,asian,female
28,Age 25 to 29,E14000534,asian,female
54,Age 30 to 34,E14000534,asian,female
54,Age 35 to 39,E14000534,asian,female
68,Age 40 to 44,E14000534,asian,female
57,Age 45 to 49,E14000534,asian,female
46,Age 50 to 54,E14000534,asian,female
32,Age 55 to 59,E14000534,asian,female
18,Age 60 to 64,E14000534,asian,female
13,Age 65 to 69,E14000534,asian,female
8,Age 70 to 74,E14000534,asian,female
7,Age 75 to 79,E14000534,asian,female
1,Age 80 to 84,E14000534,asian,female
7,Age 85 and over,E14000534,asian,female
18,Age 15 and below,E14000534,black,male
5,Age 16 to 17,E14000534,black,male
7,Age 18 to 19,E14000534,black,male
4,Age 20 to 24,E14000534,black,male
5,Age 25 to 29,E14000534,black,male
7,Age 30 to 34,E14000534,black,male
12,Age 35 to 39,E14000534,black,male
10,Age 40 to 44,E14000534,black,male
15,Age 45 to 49,E14000534,black,male
4,Age 50 to 54,E14000534,black,male
2,Age 55 to 59,E14000534,black,male
3,Age 60 to 64,E14000534,black,male
2,Age 65 to 69,E14000534,black,male
0,Age 70 to 74,E14000534,black,male
1,Age 75 to 79,E14000534,black,male
1,Age 80 to 84,E14000534,black,male
0,Age 85 and over,E14000534,black,male
25,Age 15 and below,E14000534,black,female
11,Age 16 to 17,E14000534,black,female
4,Age 18 to 19,E14000534,black,female
5,Age 20 to 24,E14000534,black,female
12,Age 25 to 29,E14000534,black,female
6,Age 30 to 34,E14000534,black,female
8,Age 35 to 39,E14000534,black,female
13,Age 40 to 44,E14000534,black,female
12,Age 45 to 49,E14000534,black,female
6,Age 50 to 54,E14000534,black,female
8,Age 55 to 59,E14000534,black,female
6,Age 60 to 64,E14000534,black,female
2,Age 65 to 69,E14000534,black,female
1,Age 70 to 74,E14000534,black,female
1,Age 75 to 79,E14000534,black,female
1,Age 80 to 84,E14000534,black,female
0,Age 85 and over,E14000534,black,female
9,Age 15 and below,E14000534,other,male
3,Age 16 to 17,E14000534,other,male
0,Age 18 to 19,E14000534,other,male
3,Age 20 to 24,E14000534,other,male
3,Age 25 to 29,E14000534,other,male
4,Age 30 to 34,E14000534,other,male
3,Age 35 to 39,E14000534,other,male
8,Age 40 to 44,E14000534,other,male
5,Age 45 to 49,E14000534,other,male
7,Age 50 to 54,E14000534,other,male
3,Age 55 to 59,E14000534,other,male
1,Age 60 to 64,E14000534,other,male
2,Age 65 to 69,E14000534,other,male
4,Age 70 to 74,E14000534,other,male
2,Age 75 to 79,E14000534,other,male
2,Age 80 to 84,E14000534,other,male
0,Age 85 and over,E14000534,other,male
5,Age 15 and below,E14000534,other,female
0,Age 16 to 17,E14000534,other,female
0,Age 18 to 19,E14000534,other,female
0,Age 20 to 24,E14000534,other,female
4,Age 25 to 29,E14000534,other,female
5,Age 30 to 34,E14000534,other,female
9,Age 35 to 39,E14000534,other,female
6,Age 40 to 44,E14000534,other,female
4,Age 45 to 49,E14000534,other,female
7,Age 50 to 54,E14000534,other,female
1,Age 55 to 59,E14000534,other,female
1,Age 60 to 64,E14000534,other,female
1,Age 65 to 69,E14000534,other,female
0,Age 70 to 74,E14000534,other,female
2,Age 75 to 79,E14000534,other,female
4,Age 80 to 84,E14000534,other,female
1,Age 85 and over,E14000534,other,female
9802,Age 15 and below,E14000535,white,male
1331,Age 16 to 17,E14000535,white,male
1339,Age 18 to 19,E14000535,white,male
3003,Age 20 to 24,E14000535,white,male
2920,Age 25 to 29,E14000535,white,male
2954,Age 30 to 34,E14000535,white,male
3303,Age 35 to 39,E14000535,white,male
4109,Age 40 to 44,E14000535,white,male
4097,Age 45 to 49,E14000535,white,male
3655,Age 50 to 54,E14000535,white,male
3336,Age 55 to 59,E14000535,white,male
3596,Age 60 to 64,E14000535,white,male
3017,Age 65 to 69,E14000535,white,male
2321,Age 70 to 74,E14000535,white,male
1562,Age 75 to 79,E14000535,white,male
1005,Age 80 to 84,E14000535,white,male
747,Age 85 and over,E14000535,white,male
9418,Age 15 and below,E14000535,white,female
1281,Age 16 to 17,E14000535,white,female
1186,Age 18 to 19,E14000535,white,female
3068,Age 20 to 24,E14000535,white,female
3022,Age 25 to 29,E14000535,white,female
3109,Age 30 to 34,E14000535,white,female
3399,Age 35 to 39,E14000535,white,female
4100,Age 40 to 44,E14000535,white,female
4129,Age 45 to 49,E14000535,white,female
3684,Age 50 to 54,E14000535,white,female
3335,Age 55 to 59,E14000535,white,female
3676,Age 60 to 64,E14000535,white,female
3177,Age 65 to 69,E14000535,white,female
2400,Age 70 to 74,E14000535,white,female
1888,Age 75 to 79,E14000535,white,female
1411,Age 80 to 84,E14000535,white,female
1574,Age 85 and over,E14000535,white,female
219,Age 15 and below,E14000535,mixed,male
22,Age 16 to 17,E14000535,mixed,male
16,Age 18 to 19,E14000535,mixed,male
34,Age 20 to 24,E14000535,mixed,male
21,Age 25 to 29,E14000535,mixed,male
17,Age 30 to 34,E14000535,mixed,male
21,Age 35 to 39,E14000535,mixed,male
16,Age 40 to 44,E14000535,mixed,male
20,Age 45 to 49,E14000535,mixed,male
7,Age 50 to 54,E14000535,mixed,male
9,Age 55 to 59,E14000535,mixed,male
5,Age 60 to 64,E14000535,mixed,male
7,Age 65 to 69,E14000535,mixed,male
3,Age 70 to 74,E14000535,mixed,male
1,Age 75 to 79,E14000535,mixed,male
1,Age 80 to 84,E14000535,mixed,male
3,Age 85 and over,E14000535,mixed,male
208,Age 15 and below,E14000535,mixed,female
19,Age 16 to 17,E14000535,mixed,female
15,Age 18 to 19,E14000535,mixed,female
34,Age 20 to 24,E14000535,mixed,female
25,Age 25 to 29,E14000535,mixed,female
22,Age 30 to 34,E14000535,mixed,female
27,Age 35 to 39,E14000535,mixed,female
23,Age 40 to 44,E14000535,mixed,female
11,Age 45 to 49,E14000535,mixed,female
10,Age 50 to 54,E14000535,mixed,female
4,Age 55 to 59,E14000535,mixed,female
5,Age 60 to 64,E14000535,mixed,female
6,Age 65 to 69,E14000535,mixed,female
6,Age 70 to 74,E14000535,mixed,female
4,Age 75 to 79,E14000535,mixed,female
3,Age 80 to 84,E14000535,mixed,female
2,Age 85 and over,E14000535,mixed,female
101,Age 15 and below,E14000535,asian,male
8,Age 16 to 17,E14000535,asian,male
6,Age 18 to 19,E14000535,asian,male
38,Age 20 to 24,E14000535,asian,male
31,Age 25 to 29,E14000535,asian,male
42,Age 30 to 34,E14000535,asian,male
57,Age 35 to 39,E14000535,asian,male
38,Age 40 to 44,E14000535,asian,male
37,Age 45 to 49,E14000535,asian,male
24,Age 50 to 54,E14000535,asian,male
20,Age 55 to 59,E14000535,asian,male
13,Age 60 to 64,E14000535,asian,male
9,Age 65 to 69,E14000535,asian,male
10,Age 70 to 74,E14000535,asian,male
4,Age 75 to 79,E14000535,asian,male
3,Age 80 to 84,E14000535,asian,male
0,Age 85 and over,E14000535,asian,male
111,Age 15 and below,E14000535,asian,female
9,Age 16 to 17,E14000535,asian,female
11,Age 18 to 19,E14000535,asian,female
24,Age 20 to 24,E14000535,asian,female
39,Age 25 to 29,E14000535,asian,female
47,Age 30 to 34,E14000535,asian,female
56,Age 35 to 39,E14000535,asian,female
47,Age 40 to 44,E14000535,asian,female
40,Age 45 to 49,E14000535,asian,female
17,Age 50 to 54,E14000535,asian,female
21,Age 55 to 59,E14000535,asian,female
23,Age 60 to 64,E14000535,asian,female
4,Age 65 to 69,E14000535,asian,female
7,Age 70 to 74,E14000535,asian,female
4,Age 75 to 79,E14000535,asian,female
5,Age 80 to 84,E14000535,asian,female
2,Age 85 and over,E14000535,asian,female
24,Age 15 and below,E14000535,black,male
2,Age 16 to 17,E14000535,black,male
6,Age 18 to 19,E14000535,black,male
7,Age 20 to 24,E14000535,black,male
6,Age 25 to 29,E14000535,black,male
20,Age 30 to 34,E14000535,black,male
13,Age 35 to 39,E14000535,black,male
18,Age 40 to 44,E14000535,black,male
21,Age 45 to 49,E14000535,black,male
14,Age 50 to 54,E14000535,black,male
8,Age 55 to 59,E14000535,black,male
4,Age 60 to 64,E14000535,black,male
3,Age 65 to 69,E14000535,black,male
6,Age 70 to 74,E14000535,black,male
4,Age 75 to 79,E14000535,black,male
0,Age 80 to 84,E14000535,black,male
1,Age 85 and over,E14000535,black,male
29,Age 15 and below,E14000535,black,female
1,Age 16 to 17,E14000535,black,female
3,Age 18 to 19,E14000535,black,female
7,Age 20 to 24,E14000535,black,female
11,Age 25 to 29,E14000535,black,female
11,Age 30 to 34,E14000535,black,female
14,Age 35 to 39,E14000535,black,female
12,Age 40 to 44,E14000535,black,female
17,Age 45 to 49,E14000535,black,female
15,Age 50 to 54,E14000535,black,female
10,Age 55 to 59,E14000535,black,female
9,Age 60 to 64,E14000535,black,female
6,Age 65 to 69,E14000535,black,female
2,Age 70 to 74,E14000535,black,female
0,Age 75 to 79,E14000535,black,female
0,Age 80 to 84,E14000535,black,female
0,Age 85 and over,E14000535,black,female
17,Age 15 and below,E14000535,other,male
3,Age 16 to 17,E14000535,other,male
2,Age 18 to 19,E14000535,other,male
5,Age 20 to 24,E14000535,other,male
13,Age 25 to 29,E14000535,other,male
12,Age 30 to 34,E14000535,other,male
8,Age 35 to 39,E14000535,other,male
8,Age 40 to 44,E14000535,other,male
9,Age 45 to 49,E14000535,other,male
2,Age 50 to 54,E14000535,other,male
2,Age 55 to 59,E14000535,other,male
0,Age 60 to 64,E14000535,other,male
1,Age 65 to 69,E14000535,other,male
0,Age 70 to 74,E14000535,other,male
0,Age 75 to 79,E14000535,other,male
0,Age 80 to 84,E14000535,other,male
0,Age 85 and over,E14000535,other,male
16,Age 15 and below,E14000535,other,female
1,Age 16 to 17,E14000535,other,female
0,Age 18 to 19,E14000535,other,female
4,Age 20 to 24,E14000535,other,female
4,Age 25 to 29,E14000535,other,female
3,Age 30 to 34,E14000535,other,female
9,Age 35 to 39,E14000535,other,female
8,Age 40 to 44,E14000535,other,female
2,Age 45 to 49,E14000535,other,female
1,Age 50 to 54,E14000535,other,female
0,Age 55 to 59,E14000535,other,female
1,Age 60 to 64,E14000535,other,female
2,Age 65 to 69,E14000535,other,female
1,Age 70 to 74,E14000535,other,female
0,Age 75 to 79,E14000535,other,female
0,Age 80 to 84,E14000535,other,female
1,Age 85 and over,E14000535,other,female
11395,Age 15 and below,E14000536,white,male
1482,Age 16 to 17,E14000536,white,male
1361,Age 18 to 19,E14000536,white,male
2845,Age 20 to 24,E14000536,white,male
2766,Age 25 to 29,E14000536,white,male
2852,Age 30 to 34,E14000536,white,male
3341,Age 35 to 39,E14000536,white,male
4263,Age 40 to 44,E14000536,white,male
4249,Age 45 to 49,E14000536,white,male
3507,Age 50 to 54,E14000536,white,male
3198,Age 55 to 59,E14000536,white,male
3620,Age 60 to 64,E14000536,white,male
2895,Age 65 to 69,E14000536,white,male
2175,Age 70 to 74,E14000536,white,male
1661,Age 75 to 79,E14000536,white,male
1112,Age 80 to 84,E14000536,white,male
903,Age 85 and over,E14000536,white,male
10933,Age 15 and below,E14000536,white,female
1368,Age 16 to 17,E14000536,white,female
1221,Age 18 to 19,E14000536,white,female
2893,Age 20 to 24,E14000536,white,female
3218,Age 25 to 29,E14000536,white,female
3159,Age 30 to 34,E14000536,white,female
3520,Age 35 to 39,E14000536,white,female
4503,Age 40 to 44,E14000536,white,female
4299,Age 45 to 49,E14000536,white,female
3629,Age 50 to 54,E14000536,white,female
3338,Age 55 to 59,E14000536,white,female
3888,Age 60 to 64,E14000536,white,female
3178,Age 65 to 69,E14000536,white,female
2362,Age 70 to 74,E14000536,white,female
1986,Age 75 to 79,E14000536,white,female
1592,Age 80 to 84,E14000536,white,female
1808,Age 85 and over,E14000536,white,female
388,Age 15 and below,E14000536,mixed,male
35,Age 16 to 17,E14000536,mixed,male
45,Age 18 to 19,E14000536,mixed,male
56,Age 20 to 24,E14000536,mixed,male
45,Age 25 to 29,E14000536,mixed,male
35,Age 30 to 34,E14000536,mixed,male
42,Age 35 to 39,E14000536,mixed,male
44,Age 40 to 44,E14000536,mixed,male
58,Age 45 to 49,E14000536,mixed,male
18,Age 50 to 54,E14000536,mixed,male
17,Age 55 to 59,E14000536,mixed,male
10,Age 60 to 64,E14000536,mixed,male
9,Age 65 to 69,E14000536,mixed,male
8,Age 70 to 74,E14000536,mixed,male
7,Age 75 to 79,E14000536,mixed,male
7,Age 80 to 84,E14000536,mixed,male
2,Age 85 and over,E14000536,mixed,male
419,Age 15 and below,E14000536,mixed,female
49,Age 16 to 17,E14000536,mixed,female
38,Age 18 to 19,E14000536,mixed,female
51,Age 20 to 24,E14000536,mixed,female
55,Age 25 to 29,E14000536,mixed,female
40,Age 30 to 34,E14000536,mixed,female
44,Age 35 to 39,E14000536,mixed,female
38,Age 40 to 44,E14000536,mixed,female
36,Age 45 to 49,E14000536,mixed,female
22,Age 50 to 54,E14000536,mixed,female
14,Age 55 to 59,E14000536,mixed,female
15,Age 60 to 64,E14000536,mixed,female
12,Age 65 to 69,E14000536,mixed,female
8,Age 70 to 74,E14000536,mixed,female
5,Age 75 to 79,E14000536,mixed,female
3,Age 80 to 84,E14000536,mixed,female
7,Age 85 and over,E14000536,mixed,female
437,Age 15 and below,E14000536,asian,male
97,Age 16 to 17,E14000536,asian,male
93,Age 18 to 19,E14000536,asian,male
154,Age 20 to 24,E14000536,asian,male
136,Age 25 to 29,E14000536,asian,male
131,Age 30 to 34,E14000536,asian,male
171,Age 35 to 39,E14000536,asian,male
218,Age 40 to 44,E14000536,asian,male
215,Age 45 to 49,E14000536,asian,male
106,Age 50 to 54,E14000536,asian,male
64,Age 55 to 59,E14000536,asian,male
46,Age 60 to 64,E14000536,asian,male
35,Age 65 to 69,E14000536,asian,male
30,Age 70 to 74,E14000536,asian,male
11,Age 75 to 79,E14000536,asian,male
4,Age 80 to 84,E14000536,asian,male
1,Age 85 and over,E14000536,asian,male
445,Age 15 and below,E14000536,asian,female
77,Age 16 to 17,E14000536,asian,female
80,Age 18 to 19,E14000536,asian,female
164,Age 20 to 24,E14000536,asian,female
140,Age 25 to 29,E14000536,asian,female
188,Age 30 to 34,E14000536,asian,female
258,Age 35 to 39,E14000536,asian,female
224,Age 40 to 44,E14000536,asian,female
170,Age 45 to 49,E14000536,asian,female
92,Age 50 to 54,E14000536,asian,female
60,Age 55 to 59,E14000536,asian,female
70,Age 60 to 64,E14000536,asian,female
34,Age 65 to 69,E14000536,asian,female
13,Age 70 to 74,E14000536,asian,female
14,Age 75 to 79,E14000536,asian,female
6,Age 80 to 84,E14000536,asian,female
7,Age 85 and over,E14000536,asian,female
216,Age 15 and below,E14000536,black,male
22,Age 16 to 17,E14000536,black,male
13,Age 18 to 19,E14000536,black,male
23,Age 20 to 24,E14000536,black,male
22,Age 25 to 29,E14000536,black,male
45,Age 30 to 34,E14000536,black,male
58,Age 35 to 39,E14000536,black,male
74,Age 40 to 44,E14000536,black,male
65,Age 45 to 49,E14000536,black,male
42,Age 50 to 54,E14000536,black,male
21,Age 55 to 59,E14000536,black,male
9,Age 60 to 64,E14000536,black,male
12,Age 65 to 69,E14000536,black,male
2,Age 70 to 74,E14000536,black,male
5,Age 75 to 79,E14000536,black,male
1,Age 80 to 84,E14000536,black,male
3,Age 85 and over,E14000536,black,male
237,Age 15 and below,E14000536,black,female
15,Age 16 to 17,E14000536,black,female
15,Age 18 to 19,E14000536,black,female
28,Age 20 to 24,E14000536,black,female
42,Age 25 to 29,E14000536,black,female
60,Age 30 to 34,E14000536,black,female
91,Age 35 to 39,E14000536,black,female
80,Age 40 to 44,E14000536,black,female
69,Age 45 to 49,E14000536,black,female
39,Age 50 to 54,E14000536,black,female
26,Age 55 to 59,E14000536,black,female
12,Age 60 to 64,E14000536,black,female
16,Age 65 to 69,E14000536,black,female
6,Age 70 to 74,E14000536,black,female
3,Age 75 to 79,E14000536,black,female
1,Age 80 to 84,E14000536,black,female
2,Age 85 and over,E14000536,black,female
34,Age 15 and below,E14000536,other,male
18,Age 16 to 17,E14000536,other,male
8,Age 18 to 19,E14000536,other,male
20,Age 20 to 24,E14000536,other,male
17,Age 25 to 29,E14000536,other,male
20,Age 30 to 34,E14000536,other,male
16,Age 35 to 39,E14000536,other,male
19,Age 40 to 44,E14000536,other,male
14,Age 45 to 49,E14000536,other,male
9,Age 50 to 54,E14000536,other,male
9,Age 55 to 59,E14000536,other,male
