PA_ID,electorate,votes,non_votes,con_votes,lab_votes,libdem_votes,green_votes,ukip_votes,plaid_votes,other_votes
531,71357,41034,30323,11761,0,1256,1850,7720,0,18447
532,70597,47799,22798,21291,0,1582,1369,6864,0,16693
534,63931,39649,24282,9710,19771,3034,1753,5206,0,175
535,66126,39571,26555,11069,19436,884,0,7581,0,601
536,75111,51797,23314,24221,0,1366,952,5480,0,19778
537,60634,31084,29550,7008,12220,1296,1123,7041,0,2396
538,71438,38654,32784,10593,15429,1137,1091,9542,0,862
539,68091,39107,28984,12780,15319,1309,1029,8298,0,372
540,67339,47031,20308,25733,9483,2473,1191,7620,0,531
541,69077,46029,23048,21195,14501,1538,1021,7774,0,0
543,71304,51459,19845,29674,6677,6182,2128,6798,0,0
544,79137,49933,29204,12540,26474,4491,4421,1602,0,405
545,69026,46386,22640,12916,24601,1362,2187,5068,0,252
546,80544,60819,19725,27813,0,2086,2779,4848,0,23293
547,76666,54089,22577,30317,10173,3314,2664,7459,0,162
548,77816,55594,22222,28855,10013,4777,3294,8655,0,0
549,73836,51907,21929,27546,10001,4044,2253,7897,0,166
550,76198,49232,26966,25684,8604,2465,1779,10700,0,0
551,72950,41762,31188,9780,20959,1105,1706,7997,0,215
552,79654,56103,23551,32211,6627,5189,2159,9553,0,364
553,79515,54431,25084,32582,6100,4937,2400,7778,0,634
554,77548,57119,20429,34199,5415,3586,3105,5643,0,5171
555,81034,57492,23542,32268,7982,6604,2453,6898,0,1287
556,69228,49905,19323,20732,5546,16811,1051,5341,0,424
557,74956,50854,24102,27782,11365,2627,1426,7489,0,165
558,58011,33618,24393,5142,17807,1392,0,5779,3498,0
559,58776,35156,23620,7931,0,3178,1784,4744,2266,15253
560,80983,52242,28741,26295,14509,1704,1723,8011,0,0
561,73926,49263,24663,22777,16992,1817,1757,5920,0,0
562,71913,47174,24739,23606,12304,1427,1110,8727,0,0
563,65004,45298,19706,26552,8311,3850,1714,4871,0,0
564,83221,57887,25334,27849,5347,12358,2630,6921,0,2782
565,66166,40645,25521,16094,15364,927,930,7330,0,0
566,78910,55344,23566,30176,8204,7629,2207,7128,0,0
567,71478,47053,24425,23045,8411,1645,1719,12097,0,136
568,70970,49401,21569,18838,11740,932,1076,16026,0,789
569,77451,52365,25086,27545,8089,4703,2404,7805,0,1819
570,66066,48570,17496,19924,3775,18429,1316,5126,0,0
571,77559,49564,27995,16692,16156,644,0,15718,0,354
572,76270,53763,22507,29030,6835,5626,3415,8857,0,0
573,74877,53670,21207,31887,7604,3660,2366,8153,0,0
574,76782,53529,23253,22421,25263,2107,2201,1537,0,0
575,76350,48079,28271,19551,4166,16265,1557,6540,0,0
576,61896,37937,23959,8769,16938,1271,746,7203,2169,841
577,68630,47097,21533,24941,5988,4667,4845,6656,0,0
578,70803,42558,28245,5090,28654,1756,3931,1512,0,1615
579,73601,51544,22057,22681,7814,8681,4483,5967,0,1918
580,73429,51428,22001,30181,7307,4342,2659,6481,0,458
581,80250,62004,18246,25580,7129,23563,2463,3069,0,200
582,77524,53495,24029,17551,25791,1595,2017,6541,0,0
583,79300,46818,32482,8997,26191,2075,1442,7618,0,495
587,70631,44811,25820,22511,11816,2215,1414,6346,0,509
588,56505,35261,21244,13760,13523,915,0,4577,2486,0
589,72794,51293,21501,23607,16727,1309,1054,5489,2869,238
590,82231,47941,34290,13070,25778,3312,3658,1385,0,738
591,70521,42973,27548,14688,17301,1483,1069,7862,0,570
592,65495,43366,22129,9828,26176,1011,1288,5063,0,0
593,67080,36883,30197,12455,14392,840,529,8122,0,545
594,67743,41838,25905,13733,19740,676,1149,6540,0,0
595,67015,41796,25219,5584,0,1661,2661,2507,0,29383
596,60705,38528,22177,8386,19267,2407,1454,7014,0,0
597,82931,58320,24611,31092,9343,7611,2986,7288,0,0
598,63738,37829,25909,7310,22012,805,1465,6237,0,0
599,72104,45419,26685,12797,21720,1881,1264,7757,0,0
600,84767,59353,25414,25928,23178,3335,1765,4909,0,238
601,71578,50581,20997,24249,17643,2512,1994,4183,0,0
602,70152,47377,22775,20042,17069,978,894,8256,0,138
603,68190,37257,30933,7033,20478,993,1091,7321,0,341
604,83535,56149,27386,24400,14606,10152,1332,5481,0,178
605,80166,52196,27970,22104,19696,1055,1761,7580,0,0
606,80236,57017,23219,32508,6165,5180,3623,9541,0,0
607,68407,46867,21540,20227,19421,1395,1183,4547,0,94
608,74317,50430,23887,26265,9839,2240,2218,9868,0,0
609,79405,56904,22501,26247,3780,18662,2331,5644,0,240
610,73247,50205,23042,25281,13128,3140,1742,6556,0,358
611,74283,43189,31094,6441,24571,1135,0,10733,0,309
612,63637,37492,26145,9347,18817,751,628,7949,0,0
613,65524,35026,30498,8365,0,550,697,8836,0,16578
614,90640,52793,37847,8146,36132,1430,2651,3950,0,484
615,62346,39514,22832,16527,18504,1457,1322,1489,0,215
616,65857,48929,16928,16245,2661,25194,1798,3031,0,0
617,80309,52552,27757,25203,9594,5486,2592,9366,0,311
618,75990,45293,30697,9389,23625,1255,1273,8818,0,933
619,67851,50556,17295,28938,4930,7892,2350,5813,0,633
620,73018,51643,21375,27198,6948,5482,2985,9030,0,0
621,65853,48422,17431,25225,12606,6129,1986,2476,0,0
622,74119,55316,18803,30425,4613,13511,2645,4122,0,0
623,71538,50160,21378,31797,6714,4323,1834,4992,0,500
624,56956,41837,15119,15566,20165,1474,895,3737,0,0
625,55377,41858,13519,18481,18898,1433,0,2772,0,274
626,67090,47168,19922,27123,7467,2891,2038,7569,0,80
627,79767,58482,21285,35201,10046,3953,2970,5352,0,960
628,74269,51964,22305,29199,8389,6047,2109,5873,0,347
629,77881,55999,21882,32329,8132,7572,2092,5516,0,358
630,61065,34003,27062,10174,15669,935,701,6524,0,0
631,62556,34764,27792,7761,18539,798,605,7061,0,0
632,60368,40209,20159,16573,17374,845,1058,4310,0,49
633,72461,49723,22738,22534,16888,1677,2024,6378,0,222
634,73069,52225,20844,29763,7548,3750,1933,9231,0,0
635,73394,54100,19294,30342,7244,5245,3505,7764,0,0
636,58615,38463,20152,11596,16282,1708,1149,7538,0,190
637,72177,42048,30129,12654,18600,1100,1242,7688,0,764
638,74775,49898,24877,24686,9737,3360,2605,8267,0,1243
639,75617,50763,24854,26124,7955,4477,2938,9269,0,0
640,65942,45437,20505,22579,11836,1959,1443,7620,0,0
641,50992,32719,18273,10350,12181,1735,669,5072,2501,211
642,76371,51439,24932,26444,11588,4546,3086,5198,0,577
643,70637,49893,20744,26528,12377,2712,1699,6577,0,0
644,77407,49440,27967,22394,9523,1228,1117,7967,0,7211
645,75994,43263,32731,11124,21693,1927,1658,6354,0,507
646,82447,56933,25514,24178,4053,18865,2191,7646,0,0
647,49939,34926,15013,7393,10871,751,0,5121,10642,148
648,75351,47677,27674,13496,0,3804,4791,4795,0,20791
649,78561,53903,24658,26477,13348,6269,2558,5251,0,0
650,81023,49991,31032,25276,10343,2966,1731,8955,0,720
