N,age,constituency,ethnicity,sex
24,9,48,1,0
14,10,48,1,0
12,11,48,1,0
8,12,48,1,0
3,13,48,1,0
9,14,48,1,0
4,15,48,1,0
4,16,48,1,0
396,0,48,1,1
41,1,48,1,1
34,2,48,1,1
96,3,48,1,1
64,4,48,1,1
51,5,48,1,1
51,6,48,1,1
38,7,48,1,1
40,8,48,1,1
17,9,48,1,1
16,10,48,1,1
12,11,48,1,1
7,12,48,1,1
9,13,48,1,1
6,14,48,1,1
5,15,48,1,1
3,16,48,1,1
1921,0,48,2,0
223,1,48,2,0
179,2,48,2,0
549,3,48,2,0
605,4,48,2,0
614,5,48,2,0
515,6,48,2,0
412,7,48,2,0
272,8,48,2,0
334,9,48,2,0
313,10,48,2,0
158,11,48,2,0
108,12,48,2,0
119,13,48,2,0
79,14,48,2,0
21,15,48,2,0
16,16,48,2,0
1850,0,48,2,1
167,1,48,2,1
177,2,48,2,1
579,3,48,2,1
678,4,48,2,1
574,5,48,2,1
463,6,48,2,1
381,7,48,2,1
339,8,48,2,1
329,9,48,2,1
276,10,48,2,1
181,11,48,2,1
107,12,48,2,1
84,13,48,2,1
55,14,48,2,1
25,15,48,2,1
19,16,48,2,1
272,0,48,3,0
36,1,48,3,0
35,2,48,3,0
103,3,48,3,0
88,4,48,3,0
91,5,48,3,0
89,6,48,3,0
70,7,48,3,0
52,8,48,3,0
37,9,48,3,0
17,10,48,3,0
12,11,48,3,0
5,12,48,3,0
16,13,48,3,0
10,14,48,3,0
4,15,48,3,0
7,16,48,3,0
295,0,48,3,1
25,1,48,3,1
28,2,48,3,1
81,3,48,3,1
88,4,48,3,1
89,5,48,3,1
85,6,48,3,1
64,7,48,3,1
42,8,48,3,1
28,9,48,3,1
13,10,48,3,1
15,11,48,3,1
9,12,48,3,1
11,13,48,3,1
12,14,48,3,1
7,15,48,3,1
0,16,48,3,1
71,0,48,4,0
6,1,48,4,0
13,2,48,4,0
68,3,48,4,0
69,4,48,4,0
60,5,48,4,0
55,6,48,4,0
31,7,48,4,0
18,8,48,4,0
25,9,48,4,0
11,10,48,4,0
5,11,48,4,0
2,12,48,4,0
1,13,48,4,0
3,14,48,4,0
0,15,48,4,0
0,16,48,4,0
53,0,48,4,1
7,1,48,4,1
6,2,48,4,1
15,3,48,4,1
17,4,48,4,1
28,5,48,4,1
16,6,48,4,1
16,7,48,4,1
15,8,48,4,1
13,9,48,4,1
4,10,48,4,1
2,11,48,4,1
5,12,48,4,1
3,13,48,4,1
2,14,48,4,1
1,15,48,4,1
1,16,48,4,1
6804,0,49,0,0
893,1,49,0,0
918,2,49,0,0
2197,3,49,0,0
2140,4,49,0,0
1926,5,49,0,0
2159,6,49,0,0
2624,7,49,0,0
2624,8,49,0,0
2150,9,49,0,0
1979,10,49,0,0
2311,11,49,0,0
1914,12,49,0,0
1456,13,49,0,0
979,14,49,0,0
634,15,49,0,0
524,16,49,0,0
6420,0,49,0,1
875,1,49,0,1
890,2,49,0,1
2369,3,49,0,1
2239,4,49,0,1
1998,5,49,0,1
2386,6,49,0,1
2776,7,49,0,1
2606,8,49,0,1
2260,9,49,0,1
1998,10,49,0,1
2351,11,49,0,1
1888,12,49,0,1
1557,13,49,0,1
1207,14,49,0,1
952,15,49,0,1
1071,16,49,0,1
401,0,49,1,0
57,1,49,1,0
36,2,49,1,0
88,3,49,1,0
79,4,49,1,0
56,5,49,1,0
49,6,49,1,0
47,7,49,1,0
40,8,49,1,0
27,9,49,1,0
15,10,49,1,0
15,11,49,1,0
1,12,49,1,0
3,13,49,1,0
5,14,49,1,0
5,15,49,1,0
3,16,49,1,0
400,0,49,1,1
47,1,49,1,1
44,2,49,1,1
86,3,49,1,1
51,4,49,1,1
67,5,49,1,1
56,6,49,1,1
60,7,49,1,1
33,8,49,1,1
25,9,49,1,1
13,10,49,1,1
12,11,49,1,1
8,12,49,1,1
5,13,49,1,1
2,14,49,1,1
1,15,49,1,1
4,16,49,1,1
3368,0,49,2,0
359,1,49,2,0
297,2,49,2,0
790,3,49,2,0
908,4,49,2,0
976,5,49,2,0
901,6,49,2,0
710,7,49,2,0
487,8,49,2,0
527,9,49,2,0
419,10,49,2,0
246,11,49,2,0
150,12,49,2,0
158,13,49,2,0
107,14,49,2,0
50,15,49,2,0
16,16,49,2,0
3167,0,49,2,1
319,1,49,2,1
286,2,49,2,1
820,3,49,2,1
955,4,49,2,1
961,5,49,2,1
833,6,49,2,1
658,7,49,2,1
508,8,49,2,1
514,9,49,2,1
376,10,49,2,1
208,11,49,2,1
166,12,49,2,1
176,13,49,2,1
113,14,49,2,1
57,15,49,2,1
35,16,49,2,1
423,0,49,3,0
45,1,49,3,0
21,2,49,3,0
64,3,49,3,0
80,4,49,3,0
135,5,49,3,0
94,6,49,3,0
93,7,49,3,0
55,8,49,3,0
44,9,49,3,0
24,10,49,3,0
9,11,49,3,0
5,12,49,3,0
8,13,49,3,0
9,14,49,3,0
7,15,49,3,0
5,16,49,3,0
429,0,49,3,1
30,1,49,3,1
29,2,49,3,1
74,3,49,3,1
110,4,49,3,1
121,5,49,3,1
91,6,49,3,1
75,7,49,3,1
57,8,49,3,1
22,9,49,3,1
15,10,49,3,1
12,11,49,3,1
11,12,49,3,1
11,13,49,3,1
5,14,49,3,1
7,15,49,3,1
1,16,49,3,1
129,0,49,4,0
25,1,49,4,0
16,2,49,4,0
66,3,49,4,0
84,4,49,4,0
92,5,49,4,0
78,6,49,4,0
53,7,49,4,0
34,8,49,4,0
23,9,49,4,0
13,10,49,4,0
6,11,49,4,0
1,12,49,4,0
2,13,49,4,0
1,14,49,4,0
0,15,49,4,0
3,16,49,4,0
118,0,49,4,1
8,1,49,4,1
8,2,49,4,1
20,3,49,4,1
32,4,49,4,1
32,5,49,4,1
29,6,49,4,1
22,7,49,4,1
21,8,49,4,1
14,9,49,4,1
9,10,49,4,1
5,11,49,4,1
6,12,49,4,1
6,13,49,4,1
5,14,49,4,1
1,15,49,4,1
0,16,49,4,1
8389,0,50,0,0
1150,1,50,0,0
1029,2,50,0,0
2504,3,50,0,0
2598,4,50,0,0
2481,5,50,0,0
2792,6,50,0,0
3458,7,50,0,0
3596,8,50,0,0
3213,9,50,0,0
2820,10,50,0,0
3141,11,50,0,0
2386,12,50,0,0
1802,13,50,0,0
1282,14,50,0,0
847,15,50,0,0
651,16,50,0,0
7674,0,50,0,1
1103,1,50,0,1
951,2,50,0,1
2457,3,50,0,1
2675,4,50,0,1
2537,5,50,0,1
2960,6,50,0,1
3652,7,50,0,1
3698,8,50,0,1
3196,9,50,0,1
2847,10,50,0,1
3192,11,50,0,1
2464,12,50,0,1
1932,13,50,0,1
1598,14,50,0,1
1268,15,50,0,1
1335,16,50,0,1
337,0,50,1,0
39,1,50,1,0
30,2,50,1,0
50,3,50,1,0
63,4,50,1,0
35,5,50,1,0
21,6,50,1,0
31,7,50,1,0
37,8,50,1,0
18,9,50,1,0
7,10,50,1,0
9,11,50,1,0
4,12,50,1,0
2,13,50,1,0
3,14,50,1,0
2,15,50,1,0
3,16,50,1,0
305,0,50,1,1
43,1,50,1,1
26,2,50,1,1
44,3,50,1,1
53,4,50,1,1
51,5,50,1,1
37,6,50,1,1
36,7,50,1,1
33,8,50,1,1
26,9,50,1,1
8,10,50,1,1
11,11,50,1,1
5,12,50,1,1
4,13,50,1,1
5,14,50,1,1
3,15,50,1,1
1,16,50,1,1
837,0,50,2,0
117,1,50,2,0
75,2,50,2,0
192,3,50,2,0
231,4,50,2,0
242,5,50,2,0
229,6,50,2,0
228,7,50,2,0
182,8,50,2,0
161,9,50,2,0
136,10,50,2,0
95,11,50,2,0
46,12,50,2,0
52,13,50,2,0
17,14,50,2,0
16,15,50,2,0
11,16,50,2,0
740,0,50,2,1
67,1,50,2,1
59,2,50,2,1
172,3,50,2,1
257,4,50,2,1
264,5,50,2,1
237,6,50,2,1
225,7,50,2,1
175,8,50,2,1
170,9,50,2,1
121,10,50,2,1
84,11,50,2,1
37,12,50,2,1
39,13,50,2,1
29,14,50,2,1
12,15,50,2,1
9,16,50,2,1
126,0,50,3,0
15,1,50,3,0
11,2,50,3,0
18,3,50,3,0
16,4,50,3,0
31,5,50,3,0
31,6,50,3,0
41,7,50,3,0
45,8,50,3,0
18,9,50,3,0
10,10,50,3,0
10,11,50,3,0
7,12,50,3,0
2,13,50,3,0
2,14,50,3,0
1,15,50,3,0
1,16,50,3,0
117,0,50,3,1
13,1,50,3,1
8,2,50,3,1
18,3,50,3,1
27,4,50,3,1
50,5,50,3,1
27,6,50,3,1
28,7,50,3,1
37,8,50,3,1
18,9,50,3,1
10,10,50,3,1
9,11,50,3,1
6,12,50,3,1
7,13,50,3,1
1,14,50,3,1
1,15,50,3,1
0,16,50,3,1
23,0,50,4,0
7,1,50,4,0
5,2,50,4,0
10,3,50,4,0
17,4,50,4,0
25,5,50,4,0
27,6,50,4,0
16,7,50,4,0
13,8,50,4,0
10,9,50,4,0
9,10,50,4,0
4,11,50,4,0
2,12,50,4,0
1,13,50,4,0
2,14,50,4,0
2,15,50,4,0
0,16,50,4,0
33,0,50,4,1
4,1,50,4,1
2,2,50,4,1
5,3,50,4,1
11,4,50,4,1
7,5,50,4,1
7,6,50,4,1
14,7,50,4,1
7,8,50,4,1
4,9,50,4,1
2,10,50,4,1
1,11,50,4,1
0,12,50,4,1
3,13,50,4,1
1,14,50,4,1
0,15,50,4,1
0,16,50,4,1
9395,0,51,0,0
1362,1,51,0,0
1379,2,51,0,0
3402,3,51,0,0
3063,4,51,0,0
2635,5,51,0,0
2794,6,51,0,0
3319,7,51,0,0
3577,8,51,0,0
3514,9,51,0,0
2979,10,51,0,0
2823,11,51,0,0
2038,12,51,0,0
1863,13,51,0,0
1451,14,51,0,0
898,15,51,0,0
524,16,51,0,0
9089,0,51,0,1
1291,1,51,0,1
1341,2,51,0,1
3361,3,51,0,1
3244,4,51,0,1
2899,5,51,0,1
3158,6,51,0,1
3577,7,51,0,1
4062,8,51,0,1
3728,9,51,0,1
3097,10,51,0,1
2965,11,51,0,1
2303,12,51,0,1
2283,13,51,0,1
1930,14,51,0,1
1481,15,51,0,1
1322,16,51,0,1
201,0,51,1,0
29,1,51,1,0
21,2,51,1,0
41,3,51,1,0
62,4,51,1,0
31,5,51,1,0
23,6,51,1,0
17,7,51,1,0
21,8,51,1,0
28,9,51,1,0
20,10,51,1,0
14,11,51,1,0
7,12,51,1,0
4,13,51,1,0
5,14,51,1,0
3,15,51,1,0
2,16,51,1,0
206,0,51,1,1
11,1,51,1,1
14,2,51,1,1
36,3,51,1,1
43,4,51,1,1
36,5,51,1,1
31,6,51,1,1
21,7,51,1,1
17,8,51,1,1
15,9,51,1,1
15,10,51,1,1
9,11,51,1,1
7,12,51,1,1
2,13,51,1,1
3,14,51,1,1
7,15,51,1,1
2,16,51,1,1
83,0,51,2,0
8,1,51,2,0
5,2,51,2,0
44,3,51,2,0
44,4,51,2,0
37,5,51,2,0
38,6,51,2,0
37,7,51,2,0
28,8,51,2,0
33,9,51,2,0
22,10,51,2,0
11,11,51,2,0
5,12,51,2,0
9,13,51,2,0
9,14,51,2,0
0,15,51,2,0
1,16,51,2,0
81,0,51,2,1
15,1,51,2,1
11,2,51,2,1
22,3,51,2,1
23,4,51,2,1
45,5,51,2,1
35,6,51,2,1
36,7,51,2,1
26,8,51,2,1
23,9,51,2,1
13,10,51,2,1
8,11,51,2,1
4,12,51,2,1
5,13,51,2,1
6,14,51,2,1
5,15,51,2,1
3,16,51,2,1
42,0,51,3,0
3,1,51,3,0
6,2,51,3,0
10,3,51,3,0
14,4,51,3,0
12,5,51,3,0
14,6,51,3,0
13,7,51,3,0
8,8,51,3,0
5,9,51,3,0
9,10,51,3,0
5,11,51,3,0
5,12,51,3,0
3,13,51,3,0
3,14,51,3,0
1,15,51,3,0
0,16,51,3,0
51,0,51,3,1
7,1,51,3,1
3,2,51,3,1
6,3,51,3,1
7,4,51,3,1
11,5,51,3,1
12,6,51,3,1
15,7,51,3,1
12,8,51,3,1
6,9,51,3,1
7,10,51,3,1
1,11,51,3,1
2,12,51,3,1
2,13,51,3,1
1,14,51,3,1
0,15,51,3,1
0,16,51,3,1
36,0,51,4,0
1,1,51,4,0
0,2,51,4,0
5,3,51,4,0
42,4,51,4,0
24,5,51,4,0
14,6,51,4,0
14,7,51,4,0
12,8,51,4,0
12,9,51,4,0
6,10,51,4,0
2,11,51,4,0
2,12,51,4,0
0,13,51,4,0
2,14,51,4,0
0,15,51,4,0
0,16,51,4,0
31,0,51,4,1
1,1,51,4,1
0,2,51,4,1
7,3,51,4,1
16,4,51,4,1
10,5,51,4,1
11,6,51,4,1
6,7,51,4,1
5,8,51,4,1
1,9,51,4,1
2,10,51,4,1
1,11,51,4,1
2,12,51,4,1
1,13,51,4,1
0,14,51,4,1
3,15,51,4,1
1,16,51,4,1
8714,0,52,0,0
1239,1,52,0,0
1111,2,52,0,0
2784,3,52,0,0
2960,4,52,0,0
2658,5,52,0,0
2798,6,52,0,0
3264,7,52,0,0
3503,8,52,0,0
3290,9,52,0,0
3309,10,52,0,0
3900,11,52,0,0
3389,12,52,0,0
2651,13,52,0,0
2030,14,52,0,0
1413,15,52,0,0
946,16,52,0,0
8424,0,52,0,1
1170,1,52,0,1
1074,2,52,0,1
2872,3,52,0,1
3054,4,52,0,1
2692,5,52,0,1
2900,6,52,0,1
3524,7,52,0,1
3809,8,52,0,1
3552,9,52,0,1
3529,10,52,0,1
3944,11,52,0,1
3410,12,52,0,1
2821,13,52,0,1
2335,14,52,0,1
1872,15,52,0,1
1843,16,52,0,1
201,0,52,1,0
23,1,52,1,0
18,2,52,1,0
36,3,52,1,0
40,4,52,1,0
22,5,52,1,0
24,6,52,1,0
22,7,52,1,0
21,8,52,1,0
15,9,52,1,0
16,10,52,1,0
9,11,52,1,0
9,12,52,1,0
5,13,52,1,0
3,14,52,1,0
6,15,52,1,0
1,16,52,1,0
208,0,52,1,1
24,1,52,1,1
16,2,52,1,1
49,3,52,1,1
51,4,52,1,1
35,5,52,1,1
24,6,52,1,1
38,7,52,1,1
29,8,52,1,1
23,9,52,1,1
4,10,52,1,1
10,11,52,1,1
5,12,52,1,1
6,13,52,1,1
1,14,52,1,1
3,15,52,1,1
4,16,52,1,1
156,0,52,2,0
21,1,52,2,0
11,2,52,2,0
26,3,52,2,0
60,4,52,2,0
71,5,52,2,0
57,6,52,2,0
51,7,52,2,0
52,8,52,2,0
33,9,52,2,0
19,10,52,2,0
18,11,52,2,0
12,12,52,2,0
6,13,52,2,0
9,14,52,2,0
2,15,52,2,0
1,16,52,2,0
135,0,52,2,1
29,1,52,2,1
20,2,52,2,1
30,3,52,2,1
36,4,52,2,1
82,5,52,2,1
71,6,52,2,1
65,7,52,2,1
50,8,52,2,1
49,9,52,2,1
30,10,52,2,1
9,11,52,2,1
10,12,52,2,1
9,13,52,2,1
1,14,52,2,1
4,15,52,2,1
2,16,52,2,1
38,0,52,3,0
9,1,52,3,0
7,2,52,3,0
8,3,52,3,0
17,4,52,3,0
19,5,52,3,0
25,6,52,3,0
28,7,52,3,0
22,8,52,3,0
23,9,52,3,0
10,10,52,3,0
9,11,52,3,0
2,12,52,3,0
4,13,52,3,0
3,14,52,3,0
1,15,52,3,0
1,16,52,3,0
32,0,52,3,1
11,1,52,3,1
6,2,52,3,1
7,3,52,3,1
9,4,52,3,1
16,5,52,3,1
17,6,52,3,1
15,7,52,3,1
27,8,52,3,1
12,9,52,3,1
9,10,52,3,1
6,11,52,3,1
4,12,52,3,1
4,13,52,3,1
2,14,52,3,1
1,15,52,3,1
0,16,52,3,1
19,0,52,4,0
0,1,52,4,0
2,2,52,4,0
7,3,52,4,0
23,4,52,4,0
13,5,52,4,0
6,6,52,4,0
10,7,52,4,0
12,8,52,4,0
6,9,52,4,0
10,10,52,4,0
3,11,52,4,0
4,12,52,4,0
1,13,52,4,0
0,14,52,4,0
1,15,52,4,0
0,16,52,4,0
26,0,52,4,1
0,1,52,4,1
0,2,52,4,1
9,3,52,4,1
6,4,52,4,1
14,5,52,4,1
5,6,52,4,1
7,7,52,4,1
5,8,52,4,1
8,9,52,4,1
2,10,52,4,1
3,11,52,4,1
2,12,52,4,1
3,13,52,4,1
1,14,52,4,1
0,15,52,4,1
0,16,52,4,1
8608,0,53,0,0
1154,1,53,0,0
969,2,53,0,0
2417,3,53,0,0
2570,4,53,0,0
2648,5,53,0,0
3091,6,53,0,0
3699,7,53,0,0
3848,8,53,0,0
3351,9,53,0,0
3226,10,53,0,0
3718,11,53,0,0
2772,12,53,0,0
2109,13,53,0,0
1573,14,53,0,0
1079,15,53,0,0
750,16,53,0,0
8111,0,53,0,1
1144,1,53,0,1
955,2,53,0,1
2481,3,53,0,1
2627,4,53,0,1
2646,5,53,0,1
3133,6,53,0,1
3741,7,53,0,1
3819,8,53,0,1
3416,9,53,0,1
3224,10,53,0,1
3752,11,53,0,1
2917,12,53,0,1
2155,13,53,0,1
1750,14,53,0,1
1560,15,53,0,1
1598,16,53,0,1
244,0,53,1,0
30,1,53,1,0
17,2,53,1,0
32,3,53,1,0
28,4,53,1,0
24,5,53,1,0
15,6,53,1,0
16,7,53,1,0
16,8,53,1,0
10,9,53,1,0
10,10,53,1,0
5,11,53,1,0
1,12,53,1,0
1,13,53,1,0
2,14,53,1,0
2,15,53,1,0
3,16,53,1,0
254,0,53,1,1
20,1,53,1,1
19,2,53,1,1
36,3,53,1,1
28,4,53,1,1
27,5,53,1,1
26,6,53,1,1
25,7,53,1,1
15,8,53,1,1
11,9,53,1,1
15,10,53,1,1
5,11,53,1,1
6,12,53,1,1
3,13,53,1,1
2,14,53,1,1
2,15,53,1,1
4,16,53,1,1
208,0,53,2,0
30,1,53,2,0
19,2,53,2,0
69,3,53,2,0
75,4,53,2,0
104,5,53,2,0
73,6,53,2,0
81,7,53,2,0
65,8,53,2,0
71,9,53,2,0
50,10,53,2,0
28,11,53,2,0
19,12,53,2,0
14,13,53,2,0
12,14,53,2,0
3,15,53,2,0
1,16,53,2,0
189,0,53,2,1
34,1,53,2,1
13,2,53,2,1
55,3,53,2,1
109,4,53,2,1
123,5,53,2,1
107,6,53,2,1
92,7,53,2,1
72,8,53,2,1
67,9,53,2,1
46,10,53,2,1
32,11,53,2,1
18,12,53,2,1
11,13,53,2,1
12,14,53,2,1
8,15,53,2,1
3,16,53,2,1
18,0,53,3,0
5,1,53,3,0
2,2,53,3,0
2,3,53,3,0
5,4,53,3,0
10,5,53,3,0
12,6,53,3,0
17,7,53,3,0
14,8,53,3,0
18,9,53,3,0
6,10,53,3,0
4,11,53,3,0
2,12,53,3,0
2,13,53,3,0
0,14,53,3,0
1,15,53,3,0
2,16,53,3,0
22,0,53,3,1
12,1,53,3,1
0,2,53,3,1
1,3,53,3,1
7,4,53,3,1
16,5,53,3,1
10,6,53,3,1
9,7,53,3,1
16,8,53,3,1
9,9,53,3,1
6,10,53,3,1
4,11,53,3,1
2,12,53,3,1
0,13,53,3,1
1,14,53,3,1
0,15,53,3,1
0,16,53,3,1
16,0,53,4,0
0,1,53,4,0
4,2,53,4,0
8,3,53,4,0
9,4,53,4,0
11,5,53,4,0
5,6,53,4,0
7,7,53,4,0
6,8,53,4,0
4,9,53,4,0
7,10,53,4,0
2,11,53,4,0
3,12,53,4,0
1,13,53,4,0
0,14,53,4,0
2,15,53,4,0
0,16,53,4,0
18,0,53,4,1
2,1,53,4,1
1,2,53,4,1
8,3,53,4,1
9,4,53,4,1
7,5,53,4,1
7,6,53,4,1
5,7,53,4,1
8,8,53,4,1
3,9,53,4,1
4,10,53,4,1
5,11,53,4,1
0,12,53,4,1
1,13,53,4,1
1,14,53,4,1
1,15,53,4,1
1,16,53,4,1
6710,0,54,0,0
830,1,54,0,0
1143,2,54,0,0
2962,3,54,0,0
3182,4,54,0,0
3384,5,54,0,0
3020,6,54,0,0
3194,7,54,0,0
3207,8,54,0,0
2576,9,54,0,0
2302,10,54,0,0
2522,11,54,0,0
1982,12,54,0,0
1484,13,54,0,0
1249,14,54,0,0
1032,15,54,0,0
1023,16,54,0,0
6400,0,54,0,1
819,1,54,0,1
1201,2,54,0,1
3020,3,54,0,1
3278,4,54,0,1
3044,5,54,0,1
2735,6,54,0,1
2825,7,54,0,1
2910,8,54,0,1
2519,9,54,0,1
2299,10,54,0,1
2540,11,54,0,1
2021,12,54,0,1
1584,13,54,0,1
1660,14,54,0,1
1545,15,54,0,1
2017,16,54,0,1
500,0,54,1,0
36,1,54,1,0
39,2,54,1,0
93,3,54,1,0
86,4,54,1,0
76,5,54,1,0
70,6,54,1,0
51,7,54,1,0
53,8,54,1,0
40,9,54,1,0
15,10,54,1,0
13,11,54,1,0
9,12,54,1,0
3,13,54,1,0
11,14,54,1,0
6,15,54,1,0
4,16,54,1,0
453,0,54,1,1
39,1,54,1,1
45,2,54,1,1
94,3,54,1,1
85,4,54,1,1
87,5,54,1,1
54,6,54,1,1
42,7,54,1,1
34,8,54,1,1
36,9,54,1,1
15,10,54,1,1
13,11,54,1,1
8,12,54,1,1
2,13,54,1,1
12,14,54,1,1
9,15,54,1,1
5,16,54,1,1
349,0,54,2,0
33,1,54,2,0
52,2,54,2,0
176,3,54,2,0
350,4,54,2,0
357,5,54,2,0
246,6,54,2,0
141,7,54,2,0
89,8,54,2,0
59,9,54,2,0
36,10,54,2,0
41,11,54,2,0
14,12,54,2,0
13,13,54,2,0
4,14,54,2,0
7,15,54,2,0
3,16,54,2,0
346,0,54,2,1
50,1,54,2,1
56,2,54,2,1
155,3,54,2,1
244,4,54,2,1
270,5,54,2,1
207,6,54,2,1
137,7,54,2,1
114,8,54,2,1
73,9,54,2,1
43,10,54,2,1
29,11,54,2,1
22,12,54,2,1
12,13,54,2,1
7,14,54,2,1
7,15,54,2,1
4,16,54,2,1
88,0,54,3,0
11,1,54,3,0
30,2,54,3,0
66,3,54,3,0
39,4,54,3,0
74,5,54,3,0
69,6,54,3,0
79,7,54,3,0
60,8,54,3,0
27,9,54,3,0
11,10,54,3,0
5,11,54,3,0
1,12,54,3,0
2,13,54,3,0
2,14,54,3,0
1,15,54,3,0
0,16,54,3,0
71,0,54,3,1
9,1,54,3,1
17,2,54,3,1
27,3,54,3,1
37,4,54,3,1
61,5,54,3,1
49,6,54,3,1
37,7,54,3,1
49,8,54,3,1
24,9,54,3,1
7,10,54,3,1
5,11,54,3,1
3,12,54,3,1
0,13,54,3,1
2,14,54,3,1
0,15,54,3,1
3,16,54,3,1
76,0,54,4,0
8,1,54,4,0
10,2,54,4,0
51,3,54,4,0
63,4,54,4,0
59,5,54,4,0
60,6,54,4,0
34,7,54,4,0
26,8,54,4,0
24,9,54,4,0
20,10,54,4,0
16,11,54,4,0
6,12,54,4,0
4,13,54,4,0
3,14,54,4,0
2,15,54,4,0
1,16,54,4,0
61,0,54,4,1
3,1,54,4,1
4,2,54,4,1
12,3,54,4,1
48,4,54,4,1
42,5,54,4,1
33,6,54,4,1
32,7,54,4,1
12,8,54,4,1
13,9,54,4,1
7,10,54,4,1
5,11,54,4,1
7,12,54,4,1
3,13,54,4,1
0,14,54,4,1
1,15,54,4,1
1,16,54,4,1
7952,0,55,0,0
1017,1,55,0,0
1813,2,55,0,0
5346,3,55,0,0
4073,4,55,0,0
3955,5,55,0,0
3568,6,55,0,0
3691,7,55,0,0
3530,8,55,0,0
3020,9,55,0,0
2766,10,55,0,0
3092,11,55,0,0
2502,12,55,0,0
2101,13,55,0,0
1790,14,55,0,0
1323,15,55,0,0
1182,16,55,0,0
7589,0,55,0,1
994,1,55,0,1
2010,2,55,0,1
5569,3,55,0,1
4110,4,55,0,1
3555,5,55,0,1
3067,6,55,0,1
3270,7,55,0,1
3398,8,55,0,1
3061,9,55,0,1
2891,10,55,0,1
3196,11,55,0,1
2587,12,55,0,1
2319,13,55,0,1
2116,14,55,0,1
1991,15,55,0,1
2407,16,55,0,1
498,0,55,1,0
48,1,55,1,0
50,2,55,1,0
174,3,55,1,0
126,4,55,1,0
96,5,55,1,0
83,6,55,1,0
58,7,55,1,0
57,8,55,1,0
25,9,55,1,0
17,10,55,1,0
13,11,55,1,0
11,12,55,1,0
9,13,55,1,0
4,14,55,1,0
4,15,55,1,0
5,16,55,1,0
454,0,55,1,1
28,1,55,1,1
70,2,55,1,1
171,3,55,1,1
102,4,55,1,1
84,5,55,1,1
71,6,55,1,1
46,7,55,1,1
58,8,55,1,1
24,9,55,1,1
18,10,55,1,1
23,11,55,1,1
6,12,55,1,1
10,13,55,1,1
10,14,55,1,1
4,15,55,1,1
2,16,55,1,1
316,0,55,2,0
46,1,55,2,0
113,2,55,2,0
324,3,55,2,0
237,4,55,2,0
260,5,55,2,0
185,6,55,2,0
145,7,55,2,0
102,8,55,2,0
90,9,55,2,0
55,10,55,2,0
41,11,55,2,0
26,12,55,2,0
17,13,55,2,0
15,14,55,2,0
5,15,55,2,0
2,16,55,2,0
310,0,55,2,1
38,1,55,2,1
85,2,55,2,1
308,3,55,2,1
292,4,55,2,1
277,5,55,2,1
216,6,55,2,1
147,7,55,2,1
117,8,55,2,1
91,9,55,2,1
58,10,55,2,1
34,11,55,2,1
19,12,55,2,1
15,13,55,2,1
13,14,55,2,1
4,15,55,2,1
7,16,55,2,1
47,0,55,3,0
6,1,55,3,0
32,2,55,3,0
93,3,55,3,0
58,4,55,3,0
63,5,55,3,0
73,6,55,3,0
60,7,55,3,0
34,8,55,3,0
27,9,55,3,0
7,10,55,3,0
6,11,55,3,0
3,12,55,3,0
4,13,55,3,0
4,14,55,3,0
1,15,55,3,0
1,16,55,3,0
59,0,55,3,1
6,1,55,3,1
23,2,55,3,1
64,3,55,3,1
41,4,55,3,1
38,5,55,3,1
42,6,55,3,1
38,7,55,3,1
32,8,55,3,1
19,9,55,3,1
10,10,55,3,1
11,11,55,3,1
8,12,55,3,1
5,13,55,3,1
1,14,55,3,1
0,15,55,3,1
0,16,55,3,1
103,0,55,4,0
4,1,55,4,0
16,2,55,4,0
75,3,55,4,0
91,4,55,4,0
81,5,55,4,0
80,6,55,4,0
31,7,55,4,0
41,8,55,4,0
31,9,55,4,0
33,10,55,4,0
21,11,55,4,0
5,12,55,4,0
8,13,55,4,0
4,14,55,4,0
2,15,55,4,0
2,16,55,4,0
80,0,55,4,1
4,1,55,4,1
14,2,55,4,1
40,3,55,4,1
58,4,55,4,1
61,5,55,4,1
34,6,55,4,1
33,7,55,4,1
17,8,55,4,1
19,9,55,4,1
11,10,55,4,1
4,11,55,4,1
7,12,55,4,1
3,13,55,4,1
4,14,55,4,1
2,15,55,4,1
3,16,55,4,1
9269,0,56,0,0
1349,1,56,0,0
987,2,56,0,0
2831,3,56,0,0
3048,4,56,0,0
3012,5,56,0,0
3202,6,56,0,0
3547,7,56,0,0
3625,8,56,0,0
3312,9,56,0,0
2776,10,56,0,0
2675,11,56,0,0
1855,12,56,0,0
1364,13,56,0,0
1107,14,56,0,0
687,15,56,0,0
509,16,56,0,0
8506,0,56,0,1
1205,1,56,0,1
982,2,56,0,1
2439,3,56,0,1
2957,4,56,0,1
3208,5,56,0,1
3205,6,56,0,1
3627,7,56,0,1
3718,8,56,0,1
3214,9,56,0,1
2718,10,56,0,1
2668,11,56,0,1
1981,12,56,0,1
1555,13,56,0,1
1336,14,56,0,1
978,15,56,0,1
1088,16,56,0,1
498,0,56,1,0
39,1,56,1,0
28,2,56,1,0
69,3,56,1,0
82,4,56,1,0
58,5,56,1,0
46,6,56,1,0
58,7,56,1,0
42,8,56,1,0
30,9,56,1,0
14,10,56,1,0
14,11,56,1,0
9,12,56,1,0
6,13,56,1,0
6,14,56,1,0
4,15,56,1,0
3,16,56,1,0
420,0,56,1,1
72,1,56,1,1
31,2,56,1,1
61,3,56,1,1
63,4,56,1,1
