N,age,constituency,ethnicity,sex
9488,0,0,0,0
1240,1,0,0,0
1103,2,0,0,0
3283,3,0,0,0
3429,4,0,0,0
3454,5,0,0,0
3688,6,0,0,0
3786,7,0,0,0
3814,8,0,0,0
3184,9,0,0,0
2596,10,0,0,0
2728,11,0,0,0
2016,12,0,0,0
1646,13,0,0,0
1152,14,0,0,0
797,15,0,0,0
571,16,0,0,0
9070,0,0,0,1
1185,1,0,0,1
1050,2,0,0,1
2998,3,0,0,1
3417,4,0,0,1
3501,5,0,0,1
3696,6,0,0,1
3761,7,0,0,1
3868,8,0,0,1
3069,9,0,0,1
2669,10,0,0,1
2730,11,0,0,1
2256,12,0,0,1
1734,13,0,0,1
1369,14,0,0,1
1135,15,0,0,1
1267,16,0,0,1
498,0,0,1,0
64,1,0,1,0
70,2,0,1,0
107,3,0,1,0
74,4,0,1,0
105,5,0,1,0
76,6,0,1,0
75,7,0,1,0
49,8,0,1,0
40,9,0,1,0
18,10,0,1,0
16,11,0,1,0
16,12,0,1,0
16,13,0,1,0
1,14,0,1,0
6,15,0,1,0
1,16,0,1,0
480,0,0,1,1
55,1,0,1,1
32,2,0,1,1
94,3,0,1,1
81,4,0,1,1
76,5,0,1,1
83,6,0,1,1
59,7,0,1,1
46,8,0,1,1
22,9,0,1,1
11,10,0,1,1
18,11,0,1,1
14,12,0,1,1
12,13,0,1,1
10,14,0,1,1
4,15,0,1,1
2,16,0,1,1
1168,0,0,2,0
195,1,0,2,0
159,2,0,2,0
481,3,0,2,0
404,4,0,2,0
468,5,0,2,0
440,6,0,2,0
485,7,0,2,0
412,8,0,2,0
274,9,0,2,0
154,10,0,2,0
185,11,0,2,0
178,12,0,2,0
107,13,0,2,0
47,14,0,2,0
20,15,0,2,0
4,16,0,2,0
1071,0,0,2,1
202,1,0,2,1
182,2,0,2,1
483,3,0,2,1
486,4,0,2,1
499,5,0,2,1
552,6,0,2,1
474,7,0,2,1
335,8,0,2,1
236,9,0,2,1
199,10,0,2,1
174,11,0,2,1
108,12,0,2,1
70,13,0,2,1
36,14,0,2,1
18,15,0,2,1
11,16,0,2,1
242,0,0,3,0
21,1,0,3,0
25,2,0,3,0
76,3,0,3,0
148,4,0,3,0
181,5,0,3,0
114,6,0,3,0
83,7,0,3,0
67,8,0,3,0
42,9,0,3,0
16,10,0,3,0
14,11,0,3,0
10,12,0,3,0
14,13,0,3,0
5,14,0,3,0
1,15,0,3,0
1,16,0,3,0
236,0,0,3,1
15,1,0,3,1
19,2,0,3,1
59,3,0,3,1
120,4,0,3,1
150,5,0,3,1
102,6,0,3,1
72,7,0,3,1
72,8,0,3,1
44,9,0,3,1
19,10,0,3,1
24,11,0,3,1
11,12,0,3,1
11,13,0,3,1
7,14,0,3,1
1,15,0,3,1
3,16,0,3,1
60,0,0,4,0
13,1,0,4,0
8,2,0,4,0
38,3,0,4,0
36,4,0,4,0
53,5,0,4,0
49,6,0,4,0
20,7,0,4,0
25,8,0,4,0
13,9,0,4,0
17,10,0,4,0
13,11,0,4,0
11,12,0,4,0
2,13,0,4,0
4,14,0,4,0
2,15,0,4,0
0,16,0,4,0
57,0,0,4,1
10,1,0,4,1
13,2,0,4,1
36,3,0,4,1
35,4,0,4,1
30,5,0,4,1
37,6,0,4,1
26,7,0,4,1
17,8,0,4,1
11,9,0,4,1
9,10,0,4,1
6,11,0,4,1
6,12,0,4,1
4,13,0,4,1
1,14,0,4,1
0,15,0,4,1
1,16,0,4,1
6222,0,1,0,0
931,1,1,0,0
815,2,1,0,0
1887,3,1,0,0
1743,4,1,0,0
1631,5,1,0,0
2047,6,1,0,0
2710,7,1,0,0
2811,8,1,0,0
2427,9,1,0,0
2088,10,1,0,0
2465,11,1,0,0
2222,12,1,0,0
1932,13,1,0,0
1456,14,1,0,0
990,15,1,0,0
644,16,1,0,0
5861,0,1,0,1
869,1,1,0,1
745,2,1,0,1
1691,3,1,0,1
1737,4,1,0,1
1646,5,1,0,1
2150,6,1,0,1
2783,7,1,0,1
2837,8,1,0,1
2546,9,1,0,1
2058,10,1,0,1
2578,11,1,0,1
2561,12,1,0,1
2189,13,1,0,1
1809,14,1,0,1
1374,15,1,0,1
1230,16,1,0,1
241,0,1,1,0
31,1,1,1,0
26,2,1,1,0
62,3,1,1,0
41,4,1,1,0
21,5,1,1,0
31,6,1,1,0
28,7,1,1,0
25,8,1,1,0
23,9,1,1,0
12,10,1,1,0
3,11,1,1,0
5,12,1,1,0
3,13,1,1,0
1,14,1,1,0
4,15,1,1,0
0,16,1,1,0
311,0,1,1,1
40,1,1,1,1
20,2,1,1,1
62,3,1,1,1
36,4,1,1,1
37,5,1,1,1
33,6,1,1,1
31,7,1,1,1
19,8,1,1,1
20,9,1,1,1
9,10,1,1,1
7,11,1,1,1
4,12,1,1,1
3,13,1,1,1
1,14,1,1,1
4,15,1,1,1
1,16,1,1,1
424,0,1,2,0
55,1,1,2,0
34,2,1,2,0
80,3,1,2,0
106,4,1,2,0
171,5,1,2,0
158,6,1,2,0
156,7,1,2,0
103,8,1,2,0
86,9,1,2,0
77,10,1,2,0
48,11,1,2,0
30,12,1,2,0
20,13,1,2,0
12,14,1,2,0
10,15,1,2,0
6,16,1,2,0
349,0,1,2,1
36,1,1,2,1
43,2,1,2,1
90,3,1,2,1
141,4,1,2,1
182,5,1,2,1
153,6,1,2,1
149,7,1,2,1
89,8,1,2,1
89,9,1,2,1
79,10,1,2,1
49,11,1,2,1
32,12,1,2,1
15,13,1,2,1
17,14,1,2,1
10,15,1,2,1
8,16,1,2,1
75,0,1,3,0
17,1,1,3,0
16,2,1,3,0
13,3,1,3,0
31,4,1,3,0
22,5,1,3,0
26,6,1,3,0
48,7,1,3,0
57,8,1,3,0
41,9,1,3,0
19,10,1,3,0
6,11,1,3,0
1,12,1,3,0
3,13,1,3,0
5,14,1,3,0
1,15,1,3,0
1,16,1,3,0
80,0,1,3,1
10,1,1,3,1
11,2,1,3,1
22,3,1,3,1
29,4,1,3,1
27,5,1,3,1
32,6,1,3,1
34,7,1,3,1
50,8,1,3,1
28,9,1,3,1
19,10,1,3,1
5,11,1,3,1
6,12,1,3,1
7,13,1,3,1
4,14,1,3,1
1,15,1,3,1
0,16,1,3,1
27,0,1,4,0
2,1,1,4,0
2,2,1,4,0
7,3,1,4,0
9,4,1,4,0
20,5,1,4,0
10,6,1,4,0
13,7,1,4,0
12,8,1,4,0
6,9,1,4,0
4,10,1,4,0
4,11,1,4,0
4,12,1,4,0
2,13,1,4,0
3,14,1,4,0
2,15,1,4,0
0,16,1,4,0
30,0,1,4,1
3,1,1,4,1
6,2,1,4,1
7,3,1,4,1
8,4,1,4,1
5,5,1,4,1
21,6,1,4,1
5,7,1,4,1
7,8,1,4,1
2,9,1,4,1
8,10,1,4,1
3,11,1,4,1
3,12,1,4,1
3,13,1,4,1
2,14,1,4,1
0,15,1,4,1
0,16,1,4,1
7919,0,2,0,0
1105,1,2,0,0
794,2,2,0,0
1945,3,2,0,0
2194,4,2,0,0
2310,5,2,0,0
2776,6,2,0,0
3129,7,2,0,0
3220,8,2,0,0
2829,9,2,0,0
2474,10,2,0,0
2506,11,2,0,0
1971,12,2,0,0
1620,13,2,0,0
1306,14,2,0,0
978,15,2,0,0
764,16,2,0,0
7435,0,2,0,1
1004,1,2,0,1
730,2,2,0,1
1730,3,2,0,1
2207,4,2,0,1
2483,5,2,0,1
2973,6,2,0,1
3253,7,2,0,1
3473,8,2,0,1
2918,9,2,0,1
2373,10,2,0,1
2619,11,2,0,1
2177,12,2,0,1
1869,13,2,0,1
1629,14,2,0,1
1356,15,2,0,1
1468,16,2,0,1
557,0,2,1,0
38,1,2,1,0
42,2,2,1,0
59,3,2,1,0
55,4,2,1,0
51,5,2,1,0
41,6,2,1,0
40,7,2,1,0
24,8,2,1,0
31,9,2,1,0
11,10,2,1,0
13,11,2,1,0
7,12,2,1,0
5,13,2,1,0
4,14,2,1,0
4,15,2,1,0
2,16,2,1,0
541,0,2,1,1
54,1,2,1,1
29,2,2,1,1
58,3,2,1,1
61,4,2,1,1
43,5,2,1,1
57,6,2,1,1
43,7,2,1,1
55,8,2,1,1
27,9,2,1,1
16,10,2,1,1
4,11,2,1,1
8,12,2,1,1
3,13,2,1,1
2,14,2,1,1
3,15,2,1,1
3,16,2,1,1
735,0,2,2,0
85,1,2,2,0
44,2,2,2,0
86,3,2,2,0
144,4,2,2,0
216,5,2,2,0
255,6,2,2,0
277,7,2,2,0
237,8,2,2,0
153,9,2,2,0
119,10,2,2,0
75,11,2,2,0
52,12,2,2,0
56,13,2,2,0
32,14,2,2,0
10,15,2,2,0
7,16,2,2,0
700,0,2,2,1
79,1,2,2,1
59,2,2,2,1
85,3,2,2,1
170,4,2,2,1
293,5,2,2,1
330,6,2,2,1
317,7,2,2,1
217,8,2,2,1
146,9,2,2,1
103,10,2,2,1
70,11,2,2,1
55,12,2,2,1
47,13,2,2,1
22,14,2,2,1
16,15,2,2,1
9,16,2,2,1
87,0,2,3,0
15,1,2,3,0
11,2,2,3,0
17,3,2,3,0
39,4,2,3,0
31,5,2,3,0
38,6,2,3,0
35,7,2,3,0
65,8,2,3,0
39,9,2,3,0
22,10,2,3,0
7,11,2,3,0
3,12,2,3,0
5,13,2,3,0
6,14,2,3,0
3,15,2,3,0
0,16,2,3,0
107,0,2,3,1
13,1,2,3,1
8,2,2,3,1
15,3,2,3,1
32,4,2,3,1
37,5,2,3,1
49,6,2,3,1
35,7,2,3,1
69,8,2,3,1
26,9,2,3,1
16,10,2,3,1
8,11,2,3,1
6,12,2,3,1
10,13,2,3,1
5,14,2,3,1
3,15,2,3,1
1,16,2,3,1
120,0,2,4,0
14,1,2,4,0
6,2,2,4,0
19,3,2,4,0
28,4,2,4,0
26,5,2,4,0
28,6,2,4,0
35,7,2,4,0
31,8,2,4,0
33,9,2,4,0
29,10,2,4,0
20,11,2,4,0
11,12,2,4,0
3,13,2,4,0
4,14,2,4,0
1,15,2,4,0
3,16,2,4,0
100,0,2,4,1
8,1,2,4,1
9,2,2,4,1
13,3,2,4,1
29,4,2,4,1
29,5,2,4,1
36,6,2,4,1
39,7,2,4,1
30,8,2,4,1
22,9,2,4,1
18,10,2,4,1
10,11,2,4,1
7,12,2,4,1
4,13,2,4,1
4,14,2,4,1
0,15,2,4,1
4,16,2,4,1
7402,0,3,0,0
1086,1,3,0,0
940,2,3,0,0
2350,3,3,0,0
2237,4,3,0,0
2275,5,3,0,0
2812,6,3,0,0
3279,7,3,0,0
3179,8,3,0,0
2869,9,3,0,0
2748,10,3,0,0
3196,11,3,0,0
2473,12,3,0,0
1797,13,3,0,0
1263,14,3,0,0
851,15,3,0,0
647,16,3,0,0
7171,0,3,0,1
1025,1,3,0,1
925,2,3,0,1
2290,3,3,0,1
2462,4,3,0,1
2410,5,3,0,1
2695,6,3,0,1
3213,7,3,0,1
3194,8,3,0,1
2926,9,3,0,1
2813,10,3,0,1
3127,11,3,0,1
2520,12,3,0,1
1818,13,3,0,1
1516,14,3,0,1
1192,15,3,0,1
1372,16,3,0,1
112,0,3,1,0
17,1,3,1,0
10,2,3,1,0
36,3,3,1,0
28,4,3,1,0
14,5,3,1,0
17,6,3,1,0
11,7,3,1,0
26,8,3,1,0
11,9,3,1,0
7,10,3,1,0
2,11,3,1,0
2,12,3,1,0
4,13,3,1,0
3,14,3,1,0
1,15,3,1,0
1,16,3,1,0
97,0,3,1,1
15,1,3,1,1
22,2,3,1,1
20,3,3,1,1
17,4,3,1,1
18,5,3,1,1
15,6,3,1,1
11,7,3,1,1
8,8,3,1,1
6,9,3,1,1
8,10,3,1,1
5,11,3,1,1
3,12,3,1,1
5,13,3,1,1
5,14,3,1,1
1,15,3,1,1
3,16,3,1,1
74,0,3,2,0
7,1,3,2,0
3,2,3,2,0
17,3,3,2,0
18,4,3,2,0
17,5,3,2,0
35,6,3,2,0
35,7,3,2,0
24,8,3,2,0
8,9,3,2,0
15,10,3,2,0
7,11,3,2,0
5,12,3,2,0
5,13,3,2,0
2,14,3,2,0
1,15,3,2,0
0,16,3,2,0
78,0,3,2,1
7,1,3,2,1
6,2,3,2,1
18,3,3,2,1
27,4,3,2,1
25,5,3,2,1
40,6,3,2,1
35,7,3,2,1
24,8,3,2,1
15,9,3,2,1
12,10,3,2,1
10,11,3,2,1
7,12,3,2,1
3,13,3,2,1
0,14,3,2,1
0,15,3,2,1
0,16,3,2,1
11,0,3,3,0
0,1,3,3,0
1,2,3,3,0
3,3,3,3,0
8,4,3,3,0
16,5,3,3,0
3,6,3,3,0
9,7,3,3,0
16,8,3,3,0
9,9,3,3,0
3,10,3,3,0
5,11,3,3,0
2,12,3,3,0
2,13,3,3,0
0,14,3,3,0
0,15,3,3,0
0,16,3,3,0
13,0,3,3,1
0,1,3,3,1
7,2,3,3,1
4,3,3,3,1
5,4,3,3,1
3,5,3,3,1
17,6,3,3,1
6,7,3,3,1
9,8,3,3,1
6,9,3,3,1
3,10,3,3,1
5,11,3,3,1
0,12,3,3,1
2,13,3,3,1
0,14,3,3,1
0,15,3,3,1
0,16,3,3,1
4,0,3,4,0
0,1,3,4,0
0,2,3,4,0
1,3,3,4,0
9,4,3,4,0
10,5,3,4,0
6,6,3,4,0
3,7,3,4,0
7,8,3,4,0
2,9,3,4,0
2,10,3,4,0
1,11,3,4,0
1,12,3,4,0
1,13,3,4,0
0,14,3,4,0
0,15,3,4,0
0,16,3,4,0
2,0,3,4,1
2,1,3,4,1
0,2,3,4,1
4,3,3,4,1
2,4,3,4,1
2,5,3,4,1
2,6,3,4,1
0,7,3,4,1
1,8,3,4,1
1,9,3,4,1
1,10,3,4,1
2,11,3,4,1
0,12,3,4,1
2,13,3,4,1
0,14,3,4,1
0,15,3,4,1
1,16,3,4,1
8827,0,4,0,0
1271,1,4,0,0
956,2,4,0,0
2028,3,4,0,0
1734,4,4,0,0
1808,5,4,0,0
2570,6,4,0,0
3452,7,4,0,0
3799,8,4,0,0
3530,9,4,0,0
3267,10,4,0,0
3921,11,4,0,0
3330,12,4,0,0
2603,13,4,0,0
2158,14,4,0,0
1556,15,4,0,0
1245,16,4,0,0
8315,0,4,0,1
1131,1,4,0,1
922,2,4,0,1
1837,3,4,0,1
1678,4,4,0,1
2148,5,4,0,1
3080,6,4,0,1
3777,7,4,0,1
4283,8,4,0,1
3681,9,4,0,1
3482,10,4,0,1
4152,11,4,0,1
3588,12,4,0,1
2988,13,4,0,1
2409,14,4,0,1
2124,15,4,0,1
2480,16,4,0,1
231,0,4,1,0
25,1,4,1,0
26,2,4,1,0
25,3,4,1,0
19,4,4,1,0
26,5,4,1,0
15,6,4,1,0
26,7,4,1,0
34,8,4,1,0
14,9,4,1,0
11,10,4,1,0
12,11,4,1,0
7,12,4,1,0
10,13,4,1,0
3,14,4,1,0
3,15,4,1,0
2,16,4,1,0
241,0,4,1,1
30,1,4,1,1
12,2,4,1,1
35,3,4,1,1
27,4,4,1,1
24,5,4,1,1
33,6,4,1,1
26,7,4,1,1
34,8,4,1,1
12,9,4,1,1
20,10,4,1,1
13,11,4,1,1
19,12,4,1,1
5,13,4,1,1
0,14,4,1,1
7,15,4,1,1
4,16,4,1,1
83,0,4,2,0
19,1,4,2,0
16,2,4,2,0
35,3,4,2,0
30,4,4,2,0
37,5,4,2,0
29,6,4,2,0
44,7,4,2,0
29,8,4,2,0
26,9,4,2,0
31,10,4,2,0
9,11,4,2,0
15,12,4,2,0
10,13,4,2,0
4,14,4,2,0
2,15,4,2,0
2,16,4,2,0
72,0,4,2,1
16,1,4,2,1
11,2,4,2,1
24,3,4,2,1
28,4,4,2,1
54,5,4,2,1
54,6,4,2,1
68,7,4,2,1
57,8,4,2,1
46,9,4,2,1
32,10,4,2,1
18,11,4,2,1
13,12,4,2,1
8,13,4,2,1
7,14,4,2,1
1,15,4,2,1
7,16,4,2,1
18,0,4,3,0
5,1,4,3,0
7,2,4,3,0
4,3,4,3,0
5,4,4,3,0
7,5,4,3,0
12,6,4,3,0
10,7,4,3,0
15,8,4,3,0
4,9,4,3,0
2,10,4,3,0
3,11,4,3,0
2,12,4,3,0
0,13,4,3,0
1,14,4,3,0
1,15,4,3,0
0,16,4,3,0
25,0,4,3,1
11,1,4,3,1
4,2,4,3,1
5,3,4,3,1
12,4,4,3,1
6,5,4,3,1
8,6,4,3,1
13,7,4,3,1
12,8,4,3,1
6,9,4,3,1
8,10,4,3,1
6,11,4,3,1
2,12,4,3,1
1,13,4,3,1
1,14,4,3,1
1,15,4,3,1
0,16,4,3,1
9,0,4,4,0
3,1,4,4,0
0,2,4,4,0
3,3,4,4,0
3,4,4,4,0
4,5,4,4,0
3,6,4,4,0
8,7,4,4,0
5,8,4,4,0
7,9,4,4,0
3,10,4,4,0
1,11,4,4,0
2,12,4,4,0
4,13,4,4,0
2,14,4,4,0
2,15,4,4,0
0,16,4,4,0
5,0,4,4,1
0,1,4,4,1
0,2,4,4,1
0,3,4,4,1
4,4,4,4,1
5,5,4,4,1
9,6,4,4,1
6,7,4,4,1
4,8,4,4,1
7,9,4,4,1
1,10,4,4,1
1,11,4,4,1
1,12,4,4,1
0,13,4,4,1
2,14,4,4,1
4,15,4,4,1
1,16,4,4,1
9802,0,5,0,0
1331,1,5,0,0
1339,2,5,0,0
3003,3,5,0,0
2920,4,5,0,0
2954,5,5,0,0
3303,6,5,0,0
4109,7,5,0,0
4097,8,5,0,0
3655,9,5,0,0
3336,10,5,0,0
3596,11,5,0,0
3017,12,5,0,0
2321,13,5,0,0
1562,14,5,0,0
1005,15,5,0,0
747,16,5,0,0
9418,0,5,0,1
1281,1,5,0,1
1186,2,5,0,1
3068,3,5,0,1
3022,4,5,0,1
3109,5,5,0,1
3399,6,5,0,1
4100,7,5,0,1
4129,8,5,0,1
3684,9,5,0,1
3335,10,5,0,1
3676,11,5,0,1
3177,12,5,0,1
2400,13,5,0,1
1888,14,5,0,1
1411,15,5,0,1
1574,16,5,0,1
219,0,5,1,0
22,1,5,1,0
16,2,5,1,0
34,3,5,1,0
21,4,5,1,0
17,5,5,1,0
21,6,5,1,0
16,7,5,1,0
20,8,5,1,0
7,9,5,1,0
9,10,5,1,0
5,11,5,1,0
7,12,5,1,0
3,13,5,1,0
1,14,5,1,0
1,15,5,1,0
3,16,5,1,0
208,0,5,1,1
19,1,5,1,1
15,2,5,1,1
34,3,5,1,1
25,4,5,1,1
22,5,5,1,1
27,6,5,1,1
23,7,5,1,1
11,8,5,1,1
10,9,5,1,1
4,10,5,1,1
5,11,5,1,1
6,12,5,1,1
6,13,5,1,1
4,14,5,1,1
3,15,5,1,1
2,16,5,1,1
101,0,5,2,0
8,1,5,2,0
6,2,5,2,0
38,3,5,2,0
31,4,5,2,0
42,5,5,2,0
57,6,5,2,0
38,7,5,2,0
37,8,5,2,0
24,9,5,2,0
20,10,5,2,0
13,11,5,2,0
9,12,5,2,0
10,13,5,2,0
4,14,5,2,0
3,15,5,2,0
0,16,5,2,0
111,0,5,2,1
9,1,5,2,1
11,2,5,2,1
24,3,5,2,1
39,4,5,2,1
47,5,5,2,1
56,6,5,2,1
47,7,5,2,1
40,8,5,2,1
17,9,5,2,1
21,10,5,2,1
23,11,5,2,1
4,12,5,2,1
7,13,5,2,1
4,14,5,2,1
5,15,5,2,1
2,16,5,2,1
24,0,5,3,0
2,1,5,3,0
6,2,5,3,0
7,3,5,3,0
6,4,5,3,0
20,5,5,3,0
13,6,5,3,0
18,7,5,3,0
21,8,5,3,0
14,9,5,3,0
8,10,5,3,0
4,11,5,3,0
3,12,5,3,0
6,13,5,3,0
4,14,5,3,0
0,15,5,3,0
1,16,5,3,0
29,0,5,3,1
1,1,5,3,1
3,2,5,3,1
7,3,5,3,1
11,4,5,3,1
11,5,5,3,1
14,6,5,3,1
12,7,5,3,1
17,8,5,3,1
15,9,5,3,1
10,10,5,3,1
9,11,5,3,1
6,12,5,3,1
2,13,5,3,1
0,14,5,3,1
0,15,5,3,1
0,16,5,3,1
17,0,5,4,0
3,1,5,4,0
2,2,5,4,0
5,3,5,4,0
13,4,5,4,0
12,5,5,4,0
8,6,5,4,0
8,7,5,4,0
9,8,5,4,0
2,9,5,4,0
2,10,5,4,0
0,11,5,4,0
1,12,5,4,0
0,13,5,4,0
0,14,5,4,0
0,15,5,4,0
0,16,5,4,0
16,0,5,4,1
1,1,5,4,1
0,2,5,4,1
4,3,5,4,1
4,4,5,4,1
3,5,5,4,1
9,6,5,4,1
8,7,5,4,1
2,8,5,4,1
1,9,5,4,1
0,10,5,4,1
1,11,5,4,1
2,12,5,4,1
1,13,5,4,1
0,14,5,4,1
0,15,5,4,1
1,16,5,4,1
11395,0,6,0,0
1482,1,6,0,0
1361,2,6,0,0
2845,3,6,0,0
2766,4,6,0,0
2852,5,6,0,0
3341,6,6,0,0
4263,7,6,0,0
4249,8,6,0,0
3507,9,6,0,0
3198,10,6,0,0
3620,11,6,0,0
2895,12,6,0,0
2175,13,6,0,0
1661,14,6,0,0
1112,15,6,0,0
903,16,6,0,0
10933,0,6,0,1
1368,1,6,0,1
1221,2,6,0,1
2893,3,6,0,1
3218,4,6,0,1
3159,5,6,0,1
3520,6,6,0,1
4503,7,6,0,1
4299,8,6,0,1
3629,9,6,0,1
3338,10,6,0,1
3888,11,6,0,1
3178,12,6,0,1
2362,13,6,0,1
1986,14,6,0,1
1592,15,6,0,1
1808,16,6,0,1
388,0,6,1,0
35,1,6,1,0
45,2,6,1,0
56,3,6,1,0
45,4,6,1,0
35,5,6,1,0
42,6,6,1,0
44,7,6,1,0
58,8,6,1,0
18,9,6,1,0
17,10,6,1,0
10,11,6,1,0
9,12,6,1,0
8,13,6,1,0
7,14,6,1,0
7,15,6,1,0
2,16,6,1,0
419,0,6,1,1
49,1,6,1,1
38,2,6,1,1
51,3,6,1,1
55,4,6,1,1
40,5,6,1,1
44,6,6,1,1
38,7,6,1,1
36,8,6,1,1
22,9,6,1,1
14,10,6,1,1
15,11,6,1,1
12,12,6,1,1
8,13,6,1,1
5,14,6,1,1
3,15,6,1,1
7,16,6,1,1
437,0,6,2,0
97,1,6,2,0
93,2,6,2,0
154,3,6,2,0
136,4,6,2,0
131,5,6,2,0
171,6,6,2,0
218,7,6,2,0
215,8,6,2,0
106,9,6,2,0
64,10,6,2,0
46,11,6,2,0
35,12,6,2,0
30,13,6,2,0
11,14,6,2,0
4,15,6,2,0
1,16,6,2,0
445,0,6,2,1
77,1,6,2,1
80,2,6,2,1
164,3,6,2,1
140,4,6,2,1
188,5,6,2,1
258,6,6,2,1
224,7,6,2,1
170,8,6,2,1
92,9,6,2,1
60,10,6,2,1
70,11,6,2,1
34,12,6,2,1
13,13,6,2,1
14,14,6,2,1
6,15,6,2,1
7,16,6,2,1
216,0,6,3,0
22,1,6,3,0
13,2,6,3,0
23,3,6,3,0
22,4,6,3,0
45,5,6,3,0
58,6,6,3,0
74,7,6,3,0
65,8,6,3,0
42,9,6,3,0
21,10,6,3,0
9,11,6,3,0
12,12,6,3,0
2,13,6,3,0
5,14,6,3,0
1,15,6,3,0
3,16,6,3,0
237,0,6,3,1
15,1,6,3,1
15,2,6,3,1
28,3,6,3,1
42,4,6,3,1
60,5,6,3,1
91,6,6,3,1
80,7,6,3,1
69,8,6,3,1
39,9,6,3,1
26,10,6,3,1
12,11,6,3,1
16,12,6,3,1
6,13,6,3,1
3,14,6,3,1
1,15,6,3,1
2,16,6,3,1
34,0,6,4,0
18,1,6,4,0
8,2,6,4,0
20,3,6,4,0
17,4,6,4,0
20,5,6,4,0
16,6,6,4,0
19,7,6,4,0
14,8,6,4,0
9,9,6,4,0
9,10,6,4,0
6,11,6,4,0
2,12,6,4,0
6,13,6,4,0
0,14,6,4,0
1,15,6,4,0
0,16,6,4,0
41,0,6,4,1
1,1,6,4,1
5,2,6,4,1
11,3,6,4,1
29,4,6,4,1
18,5,6,4,1
18,6,6,4,1
20,7,6,4,1
21,8,6,4,1
7,9,6,4,1
2,10,6,4,1
3,11,6,4,1
2,12,6,4,1
4,13,6,4,1
5,14,6,4,1
2,15,6,4,1
0,16,6,4,1
7543,0,7,0,0
1094,1,7,0,0
998,2,7,0,0
2459,3,7,0,0
2455,4,7,0,0
2355,5,7,0,0
2441,6,7,0,0
3095,7,7,0,0
3269,8,7,0,0
2900,9,7,0,0
2379,10,7,0,0
2727,11,7,0,0
2046,12,7,0,0
1554,13,7,0,0
1158,14,7,0,0
706,15,7,0,0
561,16,7,0,0
6991,0,7,0,1
1000,1,7,0,1
1008,2,7,0,1
2655,3,7,0,1
2767,4,7,0,1
2365,5,7,0,1
2552,6,7,0,1
3263,7,7,0,1
3252,8,7,0,1
2736,9,7,0,1
2400,10,7,0,1
2627,11,7,0,1
2172,12,7,0,1
1890,13,7,0,1
1537,14,7,0,1
1070,15,7,0,1
1167,16,7,0,1
422,0,7,1,0
53,1,7,1,0
26,2,7,1,0
63,3,7,1,0
37,4,7,1,0
39,5,7,1,0
41,6,7,1,0
39,7,7,1,0
37,8,7,1,0
29,9,7,1,0
7,10,7,1,0
8,11,7,1,0
4,12,7,1,0
3,13,7,1,0
3,14,7,1,0
2,15,7,1,0
0,16,7,1,0
382,0,7,1,1
42,1,7,1,1
39,2,7,1,1
59,3,7,1,1
49,4,7,1,1
34,5,7,1,1
39,6,7,1,1
51,7,7,1,1
32,8,7,1,1
16,9,7,1,1
5,10,7,1,1
5,11,7,1,1
12,12,7,1,1
5,13,7,1,1
2,14,7,1,1
4,15,7,1,1
1,16,7,1,1
1257,0,7,2,0
139,1,7,2,0
107,2,7,2,0
348,3,7,2,0
415,4,7,2,0
386,5,7,2,0
332,6,7,2,0
308,7,7,2,0
228,8,7,2,0
237,9,7,2,0
218,10,7,2,0
126,11,7,2,0
91,12,7,2,0
86,13,7,2,0
54,14,7,2,0
25,15,7,2,0
21,16,7,2,0
1198,0,7,2,1
141,1,7,2,1
112,2,7,2,1
318,3,7,2,1
439,4,7,2,1
433,5,7,2,1
389,6,7,2,1
267,7,7,2,1
247,8,7,2,1
256,9,7,2,1
182,10,7,2,1
168,11,7,2,1
91,12,7,2,1
89,13,7,2,1
55,14,7,2,1
33,15,7,2,1
22,16,7,2,1
153,0,7,3,0
16,1,7,3,0
23,2,7,3,0
34,3,7,3,0
45,4,7,3,0
56,5,7,3,0
69,6,7,3,0
53,7,7,3,0
36,8,7,3,0
35,9,7,3,0
19,10,7,3,0
7,11,7,3,0
6,12,7,3,0
6,13,7,3,0
2,14,7,3,0
2,15,7,3,0
1,16,7,3,0
146,0,7,3,1
12,1,7,3,1
10,2,7,3,1
34,3,7,3,1
60,4,7,3,1
64,5,7,3,1
62,6,7,3,1
45,7,7,3,1
43,8,7,3,1
22,9,7,3,1
12,10,7,3,1
8,11,7,3,1
7,12,7,3,1
7,13,7,3,1
0,14,7,3,1
1,15,7,3,1
1,16,7,3,1
34,0,7,4,0
4,1,7,4,0
2,2,7,4,0
9,3,7,4,0
14,4,7,4,0
16,5,7,4,0
17,6,7,4,0
9,7,7,4,0
13,8,7,4,0
12,9,7,4,0
4,10,7,4,0
7,11,7,4,0
0,12,7,4,0
1,13,7,4,0
0,14,7,4,0
2,15,7,4,0
1,16,7,4,0
32,0,7,4,1
5,1,7,4,1
1,2,7,4,1
9,3,7,4,1
12,4,7,4,1
8,5,7,4,1
6,6,7,4,1
6,7,7,4,1
6,8,7,4,1
2,9,7,4,1
3,10,7,4,1
0,11,7,4,1
0,12,7,4,1
1,13,7,4,1
0,14,7,4,1
0,15,7,4,1
0,16,7,4,1
8975,0,8,0,0
1179,1,8,0,0
904,2,8,0,0
2311,3,8,0,0
2736,4,8,0,0
3171,5,8,0,0
3394,6,8,0,0
3749,7,8,0,0
3885,8,8,0,0
3343,9,8,0,0
2669,10,8,0,0
